codigo_provincia,provincia,codigo_canton,canton,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,sectores_agricultura_ganaderia_silvicultura_pesca,sectores_explotacion_minas_canteras,sectores_manufactura,sectores_suministro_electricidad_agua,sectores_construccion,sectores_comercio,sectores_transporte_informacion_comunicaciones,sectores_alojamiento_servicios_comida,sectores_actividades_financieras,sectores_actividades_profesionales_inmobiliarias,sectores_administracion_publica,sectores_ensenanza,sectores_salud,sectores_otros_servicios,sectores_economia_total
13,MANABÃ,1307,JunÃ­n,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39901,SIN_ANIO_1307,2026-07-09,13009.19,0.0,1075.92,624.44,426.68,8975.67,674.19,81.76,597.66,2460.59,9234.5,4158.64,318.04,868.86,42506.14
13,MANABÃ,1308,Manta,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39902,SIN_ANIO_1308,2026-07-09,310302.79,180.94,192211.86,37263.42,139842.61,394071.69,98403.04,42555.5,68056.87,186669.4,182836.16,70591.84,100310.87,43766.23,1867063.2200000002
13,MANABÃ,1309,Montecristi,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39903,SIN_ANIO_1309,2026-07-09,14529.26,6136.99,435422.45,9820.18,20106.98,84895.82,31129.12,2817.92,3459.58,15500.07,19037.59,18244.22,1774.01,3302.21,666176.3999999998
13,MANABÃ,1310,PajÃ¡n,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39904,SIN_ANIO_1310,2026-07-09,14695.09,0.0,478.68,747.14,4259.66,10135.72,381.11,341.04,825.19,1673.0,19517.43,8483.32,1241.16,354.84,63133.380000000005
13,MANABÃ,1311,Pichincha,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39905,SIN_ANIO_1311,2026-07-09,19348.67,0.0,673.25,508.79,3144.1,16706.32,477.73,96.96,1158.41,1480.27,13034.78,7500.3,650.93,384.09,65164.6
13,MANABÃ,1312,Rocafuerte,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39906,SIN_ANIO_1312,2026-07-09,11447.89,0.0,1097.29,2662.39,3931.25,8053.92,1166.65,390.64,342.68,3012.75,14830.94,8446.79,2416.46,617.16,58416.810000000005
13,MANABÃ,1313,Santa Ana,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39907,SIN_ANIO_1313,2026-07-09,13340.93,0.7,876.88,1927.65,7879.69,11359.27,1853.51,312.93,1391.34,2819.29,19428.61,14364.78,1094.92,512.54,77163.04
13,MANABÃ,1314,Sucre,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39908,SIN_ANIO_1314,2026-07-09,37770.05,649.56,34970.69,3232.96,8875.7,13726.4,3080.35,1611.54,3350.84,6435.13,25977.2,14489.69,7918.65,1385.98,163474.74000000002
17,PICHINCHA,1704,Pedro Moncayo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39941,SIN_ANIO_1704,2026-07-09,202377.94,41.06,16310.99,4260.53,10352.19,51210.86,5908.93,2747.67,2552.97,7704.22,23867.65,8036.61,1207.32,1914.03,338492.97
17,PICHINCHA,1705,RumiÃ±ahui,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39942,SIN_ANIO_1705,2026-07-09,12371.76,491.79,354245.82,14640.56,41373.46,240872.55,31795.97,22972.2,24940.67,250990.68,66804.79,86444.77,38481.54,24065.13,1210491.69
14,MORONA SANTIAGO,1401,Morona,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39917,SIN_ANIO_1401,2026-07-09,5787.13,0.71,1850.53,12107.14,17930.1,18633.99,6092.56,1419.11,6801.68,12995.15,53175.88,23581.14,7035.98,4932.1,172343.2
14,MORONA SANTIAGO,1402,Gualaquiza,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39918,SIN_ANIO_1402,2026-07-09,4989.88,75.32,671.87,531.18,5910.08,5744.54,2074.98,368.3,3984.66,5318.53,22002.62,5408.14,1407.42,395.72,58883.23999999999
17,PICHINCHA,1707,San Miguel De Los Bancos,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39943,SIN_ANIO_1707,2026-07-09,684.91,0.0,966.54,855.03,3087.28,8103.78,1003.24,2995.32,1428.89,1786.59,14125.94,3031.25,116.25,320.07,38505.090000000004
17,PICHINCHA,1708,Pedro Vicente Maldonado,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39944,SIN_ANIO_1708,2026-07-09,5835.17,0.0,390.61,726.78,4328.76,11494.57,1249.62,504.21,2804.02,2382.18,9773.31,3491.11,1321.94,435.88,44738.159999999996
17,PICHINCHA,1709,Puerto Quito,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39945,SIN_ANIO_1709,2026-07-09,15334.55,0.0,6603.17,1185.72,1671.07,6723.23,1024.98,419.91,1438.75,1143.76,11193.99,5161.91,23.12,223.47,52147.63000000001
