codigo_provincia,provincia,codigo_canton,canton,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,sectores_agricultura_ganaderia_silvicultura_pesca,sectores_explotacion_minas_canteras,sectores_manufactura,sectores_suministro_electricidad_agua,sectores_construccion,sectores_comercio,sectores_transporte_informacion_comunicaciones,sectores_alojamiento_servicios_comida,sectores_actividades_financieras,sectores_actividades_profesionales_inmobiliarias,sectores_administracion_publica,sectores_ensenanza,sectores_salud,sectores_otros_servicios,sectores_economia_total
13,MANABÃ,1302,BolÃ­var,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39896,SIN_ANIO_1302,2026-07-09,7124.4,0.0,842.91,3189.9,3276.99,18104.25,1516.2,365.78,2166.79,4402.34,15363.04,24325.46,2172.32,1223.04,84073.42
13,MANABÃ,1303,Chone,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39897,SIN_ANIO_1303,2026-07-09,41247.82,0.0,2698.87,4581.75,13988.55,58626.19,12004.96,1948.38,6713.31,9722.35,60024.26,30696.54,11463.25,6878.26,260594.49000000005
10,IMBABURA,1002,Antonio Ante,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39861,SIN_ANIO_1002,2026-07-09,3615.0,38.4,26992.9,2257.63,9490.99,23600.77,6088.8,1931.9,9103.36,9987.47,23674.27,10365.89,1555.56,3308.45,132011.39
10,IMBABURA,1003,Cotacachi,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39862,SIN_ANIO_1003,2026-07-09,74587.67,3843.96,2098.07,7378.73,6824.26,5749.39,3258.38,994.25,6046.68,5476.42,26115.29,11746.46,1873.23,1987.7,157980.49000000002
10,IMBABURA,1004,Otavalo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39863,SIN_ANIO_1004,2026-07-09,17650.73,13697.24,110551.23,6550.0,25472.23,35421.26,16429.14,3511.9,15410.22,13986.93,53338.99,42758.85,5791.29,7385.36,367955.36999999994
10,IMBABURA,1005,Pimampiro,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39864,SIN_ANIO_1005,2026-07-09,1780.16,0.0,355.56,353.53,736.08,1580.92,646.22,50.72,1094.02,487.66,9317.17,2689.33,76.89,203.49,19371.750000000004
09,GUAYAS,0911,Naranjal,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39845,SIN_ANIO_0911,2026-07-09,175808.76,94.2,27662.07,7022.26,8930.92,44295.45,5972.44,2306.07,2807.39,25239.07,33150.43,17738.52,2392.85,1615.43,355035.86000000004
09,GUAYAS,0912,Naranjito,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39846,SIN_ANIO_0912,2026-07-09,31464.85,0.0,1150.07,2450.58,3001.67,12195.12,5288.81,1187.24,1801.06,5362.66,13627.12,8559.56,452.31,737.74,87278.79
09,GUAYAS,0913,Palestina,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39847,SIN_ANIO_0913,2026-07-09,7425.31,0.0,1592.39,940.05,398.5,5490.83,369.87,188.63,214.13,1822.38,7776.8,3469.63,112.82,147.77,29949.110000000004
13,MANABÃ,1304,El Carmen,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39898,SIN_ANIO_1304,2026-07-09,131400.28,2.12,18512.18,4517.12,15429.85,105993.47,5586.74,2073.18,2655.5,11194.53,38659.73,32490.16,4176.86,4193.36,376885.07999999996
13,MANABÃ,1305,Flavio Alfaro,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39899,SIN_ANIO_1305,2026-07-09,6319.23,0.0,163.74,788.49,1753.35,7557.09,420.01,211.78,976.66,1253.29,16455.0,5965.01,1142.79,292.94,43299.380000000005
13,MANABÃ,1306,Jipijapa,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39900,SIN_ANIO_1306,2026-07-09,17493.96,0.0,984.71,2854.05,6299.17,18509.8,3633.03,1358.96,2250.3,7750.34,26478.41,47313.91,5036.36,1379.64,141342.64
18,TUNGURAHUA,1804,Mocha,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39949,SIN_ANIO_1804,2026-07-09,1717.5,0.0,542.41,344.62,258.27,3165.81,1147.1,251.19,503.62,285.91,4912.65,1054.74,35.68,66.01,14285.509999999998
18,TUNGURAHUA,1805,Patate,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39950,SIN_ANIO_1805,2026-07-09,11655.55,0.0,1317.26,397.84,1051.64,2690.4,636.36,340.52,1765.62,2061.36,8254.54,2039.28,442.15,855.61,33508.13
18,TUNGURAHUA,1806,Quero,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39951,SIN_ANIO_1806,2026-07-09,12189.04,1.49,651.55,390.07,253.85,4273.37,2641.54,159.02,1611.08,2744.09,8426.75,2858.97,336.64,332.41,36869.87000000001
10,IMBABURA,1006,San Miguel De UrcuquÃ­,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39865,SIN_ANIO_1006,2026-07-09,7543.39,162.69,673.34,593.36,1149.47,2310.19,1311.4,736.26,1052.83,3941.39,14476.77,7481.28,376.64,1457.04,43266.049999999996
11,LOJA,1101,Loja,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39866,SIN_ANIO_1101,2026-07-09,20102.6,4092.73,56101.41,13592.34,79427.79,190685.32,62647.89,10984.16,76293.04,130275.3,135641.95,451093.72,113629.0,40469.05,1385036.3
11,LOJA,1102,Calvas,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39867,SIN_ANIO_1102,2026-07-09,3509.31,76.93,763.05,604.27,4947.79,6074.56,1193.08,329.67,13392.62,2722.93,14734.88,4465.9,934.29,702.69,54451.97
11,LOJA,1103,Catamayo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39868,SIN_ANIO_1103,2026-07-09,14472.19,697.48,12192.09,1670.46,5679.22,17443.7,3857.15,625.34,5859.85,4123.04,19897.07,5658.96,625.2,2050.55,94852.3
18,TUNGURAHUA,1807,San Pedro De Pelileo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39952,SIN_ANIO_1807,2026-07-09,22875.41,57.29,53715.87,2719.14,16378.8,38089.63,5303.76,657.17,7933.12,7750.58,25146.14,12061.13,4992.21,4627.69,202307.94000000003
18,TUNGURAHUA,1808,Santiago De PÃ­llaro,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39953,SIN_ANIO_1808,2026-07-09,10944.77,15.14,4922.59,4701.87,3531.15,10872.44,2527.51,582.84,7192.91,5943.14,22042.52,6996.41,1526.93,1022.15,82822.37
18,TUNGURAHUA,1809,Tisaleo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39954,SIN_ANIO_1809,2026-07-09,19780.19,0.0,1612.59,425.74,4892.49,5450.43,1560.06,59.83,1119.45,1538.6,9136.78,1275.45,119.5,337.93,47309.03999999999
19,ZAMORA CHINCHIPE,1901,Zamora,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39955,SIN_ANIO_1901,2026-07-09,2184.07,6110.61,705.62,13084.92,9987.42,11491.38,4378.15,679.34,6578.69,11892.29,35026.53,7655.89,4866.45,5654.03,120295.38999999998
09,GUAYAS,0921,Playas (General Villamil),Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39853,SIN_ANIO_0921,2026-07-09,3631.23,672.3,6896.09,4423.22,5946.3,32267.25,4943.9,4148.93,2103.67,6705.96,21335.56,14250.54,2179.81,1076.76,110581.52
09,GUAYAS,0922,SimÃ³n BolÃ­var,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39854,SIN_ANIO_0922,2026-07-09,17067.97,0.0,1812.37,905.76,980.91,16347.59,561.42,424.27,763.53,1494.22,13053.72,6628.98,161.84,364.15,60566.72999999999
19,ZAMORA CHINCHIPE,1902,Chinchipe,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39956,SIN_ANIO_1902,2026-07-09,2033.38,434.63,98.08,201.17,806.99,1394.35,222.65,37.93,911.59,1231.38,12740.23,2318.35,1016.13,266.33,23713.190000000002
24,SANTA ELENA,2402,La Libertad,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39981,SIN_ANIO_2402,2026-07-09,2677.57,85092.94,331089.89,5249.49,44326.98,87919.63,16334.77,4702.02,9263.5,26052.34,36757.57,65704.74,6393.34,6062.28,727627.0599999999
24,SANTA ELENA,2403,Salinas,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39982,SIN_ANIO_2403,2026-07-09,31205.82,187.75,16627.14,5625.79,8795.43,41473.49,5493.56,6910.69,3188.96,23279.49,56145.49,25356.78,17526.66,10613.74,252430.78999999998
09,GUAYAS,0923,Coronel Marcelino MaridueÃ±a,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39855,SIN_ANIO_0923,2026-07-09,57156.67,0.0,126717.49,9118.37,1348.63,2180.29,2876.89,109.22,777.12,4264.61,8693.35,3920.98,50.9,785.5,218000.02000000002
09,GUAYAS,0924,Lomas De Sargentillo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39856,SIN_ANIO_0924,2026-07-09,901.09,0.0,8343.0,1815.94,1470.43,8735.85,311.44,254.94,455.19,1644.34,7710.53,5339.51,176.47,180.35,37339.079999999994
09,GUAYAS,0925,Nobol,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39857,SIN_ANIO_0925,2026-07-09,2894.64,147.75,34688.23,2923.09,1420.21,17686.66,7231.68,553.68,217.06,1798.38,10712.99,4982.0,232.33,560.03,86048.73000000001
09,GUAYAS,0927,General Antonio Elizalde,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39858,SIN_ANIO_0927,2026-07-09,2754.73,0.0,9310.86,804.36,4202.8,7223.45,1406.79,587.31,755.48,2269.69,8012.75,4170.9,1420.78,575.68,43495.58
09,GUAYAS,0914,Pedro Carbo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39848,SIN_ANIO_0914,2026-07-09,14463.14,0.0,2654.44,1441.83,1546.0,15946.36,2985.75,408.65,2143.79,4438.91,18628.85,11005.78,2958.83,384.24,79006.57
09,GUAYAS,0916,SamborondÃ³n,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39849,SIN_ANIO_0916,2026-07-09,138130.9,1112.34,61973.08,30948.23,35248.23,301852.89,81990.64,55377.91,48848.7,536374.82,115061.92,105318.95,30055.8,88552.27,1630846.68
09,GUAYAS,0918,Santa LucÃ­a,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39850,SIN_ANIO_0918,2026-07-09,14029.06,61.32,24584.91,3216.33,1433.25,19361.17,661.83,454.2,203.2,2680.72,20670.05,7710.79,140.67,583.2,95790.69999999998
09,GUAYAS,0928,Isidro Ayora,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39859,SIN_ANIO_0928,2026-07-09,1331.37,163.58,5937.57,678.16,242.18,11743.77,662.14,102.12,200.99,889.74,7820.77,2946.13,23.51,137.43,32879.46
10,IMBABURA,1001,Ibarra,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39860,SIN_ANIO_1001,2026-07-09,27678.12,2834.71,69254.09,11951.66,74111.17,154517.52,49291.64,13503.08,60611.01,125321.39,114818.26,123999.51,58525.46,24314.01,910731.63
09,GUAYAS,0919,Salitre (Urbina Jado),Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39851,SIN_ANIO_0919,2026-07-09,35081.97,0.0,4708.48,1479.15,2294.03,9990.01,666.12,391.4,580.73,3143.95,25910.32,11881.37,2071.78,319.89,98519.2
09,GUAYAS,0920,Yaguachi,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39852,SIN_ANIO_0920,2026-07-09,98138.46,4894.33,172970.5,8477.73,10483.72,109116.42,15838.92,1293.44,2374.24,9343.24,28144.91,15142.97,2593.51,8632.19,487444.5799999999
12,LOS RÃOS,1204,Puebloviejo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39885,SIN_ANIO_1204,2026-07-09,170718.76,0.0,9423.25,2075.04,4253.91,22034.72,3109.48,330.31,1848.65,2891.46,19592.49,8298.78,243.47,1300.72,246121.04
12,LOS RÃOS,1205,Quevedo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39886,SIN_ANIO_1205,2026-07-09,108939.97,6.45,105632.56,11914.91,65516.11,251102.31,36785.8,4588.68,23577.65,67718.99,72281.81,54873.75,34565.28,10784.17,848288.4400000003
12,LOS RÃOS,1206,Urdaneta,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39887,SIN_ANIO_1206,2026-07-09,62059.31,0.0,1507.73,1081.98,2005.94,10016.26,1257.25,193.35,770.8,1362.96,12938.02,6926.88,1325.59,369.99,101816.06000000003
12,LOS RÃOS,1207,Ventanas,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39888,SIN_ANIO_1207,2026-07-09,113456.38,0.0,8244.35,3991.74,12387.67,56509.33,6080.41,756.99,4779.34,8020.16,29727.21,17105.07,4230.98,2696.69,267986.32
12,LOS RÃOS,1208,Vinces,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39889,SIN_ANIO_1208,2026-07-09,142431.2,0.0,5265.83,2467.11,7611.88,26193.6,2038.9,545.74,2062.3,4877.8,26604.14,16459.18,2760.08,1277.84,240595.59999999992
12,LOS RÃOS,1209,Palenque,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39890,SIN_ANIO_1209,2026-07-09,62192.9,0.0,662.53,455.5,765.56,9275.29,92.27,110.72,130.62,325.91,8851.6,4580.63,80.45,196.67,87720.65000000001
12,LOS RÃOS,1210,Buena FÃ©,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39891,SIN_ANIO_1210,2026-07-09,150602.51,0.0,74185.34,5577.92,8257.62,44737.39,7640.93,1267.13,916.97,6220.48,22514.11,18138.27,1741.23,4020.49,345820.38999999996
12,LOS RÃOS,1211,Valencia,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39892,SIN_ANIO_1211,2026-07-09,285124.69,0.0,1359.85,1530.15,9686.26,22203.24,8187.65,855.34,2178.69,3746.6,20307.15,11424.39,1088.97,840.68,368533.66000000003
11,LOJA,1112,Sozoranga,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39877,SIN_ANIO_1112,2026-07-09,22.91,0.01,7.69,79.89,306.66,373.86,36.12,41.36,512.3,514.0,6674.2,787.07,0.08,20.86,9377.01
11,LOJA,1113,Zapotillo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39878,SIN_ANIO_1113,2026-07-09,6069.63,258.97,890.72,439.52,2684.49,3204.8,211.59,103.79,633.69,1155.72,11485.64,2236.51,356.01,111.5,29842.579999999998
11,LOJA,1114,Pindal,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39879,SIN_ANIO_1114,2026-07-09,15093.49,9.16,542.43,182.84,2011.29,4386.36,454.11,89.91,803.55,421.03,6650.44,1674.68,6.81,154.08,32480.18
11,LOJA,1115,Quilanga,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39880,SIN_ANIO_1115,2026-07-09,738.85,0.05,5.33,63.39,378.49,182.36,22.09,8.09,209.98,557.4,5361.48,482.3,4.75,48.87,8063.43
11,LOJA,1116,Olmedo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39881,SIN_ANIO_1116,2026-07-09,88.92,0.0,23.54,59.05,72.25,183.74,81.43,0.4,186.12,309.34,4995.82,627.37,1.7,2.52,6632.2
12,LOS RÃOS,1201,Babahoyo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39882,SIN_ANIO_1201,2026-07-09,174409.36,27.16,79254.3,10412.45,29561.19,139045.99,17871.06,3443.21,15684.99,36918.02,47917.15,87134.91,48511.46,9243.32,699434.57
09,GUAYAS,0903,Balao,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39837,SIN_ANIO_0903,2026-07-09,49427.44,16.94,2256.54,1084.87,3878.23,5708.26,329.04,212.8,602.82,2260.68,9947.88,4387.73,133.9,424.27,80671.40000000001
09,GUAYAS,0904,Balzar,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39838,SIN_ANIO_0904,2026-07-09,41367.49,0.0,1994.79,1930.46,10558.57,19555.83,1377.8,834.78,828.99,5607.5,25114.52,12556.27,1394.38,628.58,123749.96000000002
12,LOS RÃOS,1202,Baba,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39883,SIN_ANIO_1202,2026-07-09,134846.88,0.0,1409.57,1031.39,2559.78,10063.2,361.78,239.39,760.05,4986.59,18754.89,7915.64,87.58,365.55,183382.29
12,LOS RÃOS,1203,Montalvo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39884,SIN_ANIO_1203,2026-07-09,55407.06,485.22,3881.17,1038.74,6083.91,12049.8,1951.27,205.87,3423.01,1784.4,8396.81,5197.37,184.55,645.78,100734.95999999998
09,GUAYAS,0905,Colimes,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39839,SIN_ANIO_0905,2026-07-09,18881.38,155.42,684.04,672.53,1828.46,7402.83,5216.6,168.35,782.57,1260.44,10314.3,4379.87,47.57,44.84,51839.2
09,GUAYAS,0906,Daule,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39840,SIN_ANIO_0906,2026-07-09,46342.54,802.76,49826.91,26521.93,150485.94,199709.66,22802.03,28060.75,15752.67,144651.53,145300.49,39696.82,18959.55,23675.14,912588.7200000001
09,GUAYAS,0907,DurÃ¡n,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39841,SIN_ANIO_0907,2026-07-09,311614.14,4817.23,1637425.76,54077.87,53615.39,354009.55,60694.17,12618.55,30346.22,140781.61,89454.95,64681.83,22146.73,12143.56,2848427.56
09,GUAYAS,0908,El Empalme,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39842,SIN_ANIO_0908,2026-07-09,37567.96,39.05,4430.38,21518.68,18401.36,55145.43,5279.99,1648.04,1950.94,10669.65,38291.96,19350.21,1689.86,1256.21,217239.71999999994
09,GUAYAS,0909,El Triunfo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39843,SIN_ANIO_0909,2026-07-09,101879.07,82.62,19553.86,2742.21,5781.8,28470.61,6205.28,1018.43,2559.88,11314.02,22858.58,15180.74,928.75,1359.12,219934.96999999997
09,GUAYAS,0910,Milagro,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39844,SIN_ANIO_0910,2026-07-09,66256.79,122.19,154970.17,26483.44,33993.71,142772.9,23840.07,7983.47,20773.08,50194.96,67275.23,50000.79,28863.08,8369.85,681899.73
11,LOJA,1104,Celica,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39869,SIN_ANIO_1104,2026-07-09,7354.43,105.84,82.08,257.59,1803.48,2520.58,956.43,34.03,1855.42,1079.06,10425.61,2319.86,667.77,329.84,29792.020000000004
11,LOJA,1105,Chaguarpamba,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39870,SIN_ANIO_1105,2026-07-09,3307.23,0.0,249.05,130.95,177.69,990.54,179.52,162.24,316.78,707.92,7422.2,978.59,10.77,233.04,14866.52
11,LOJA,1106,EspÃ­ndola,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39871,SIN_ANIO_1106,2026-07-09,189.42,70.91,110.28,207.49,354.95,1065.6,116.07,53.38,1438.28,573.27,11632.07,2220.6,461.48,202.62,18696.42
11,LOJA,1107,GonzanamÃ¡,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39872,SIN_ANIO_1107,2026-07-09,1746.53,0.0,1167.2,329.36,1701.79,869.67,345.51,16.49,731.87,942.76,14438.87,1744.67,72.47,88.28,24195.47
11,LOJA,1108,MacarÃ¡,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39873,SIN_ANIO_1108,2026-07-09,1349.77,506.73,2619.26,643.01,2337.56,7938.04,958.6,330.42,2089.57,2752.25,12734.65,3038.85,1562.36,881.18,39742.25
11,LOJA,1109,Paltas,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39874,SIN_ANIO_1109,2026-07-09,3485.55,213.68,477.6,464.64,2535.83,5391.68,417.31,175.21,2696.35,2593.38,14889.65,3670.03,1350.81,526.41,38888.13
11,LOJA,1110,Puyango,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39875,SIN_ANIO_1110,2026-07-09,10322.55,0.0,1587.36,318.9,1971.32,6638.98,1199.16,93.58,2427.56,1101.84,11376.59,2440.75,434.78,656.93,40570.3
11,LOJA,1111,Saraguro,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39876,SIN_ANIO_1111,2026-07-09,4517.99,8.8,255.85,519.93,3348.06,4853.82,1561.81,165.75,2953.07,2675.97,19711.52,4930.49,787.33,903.98,47194.37000000001
12,LOS RÃOS,1212,Mocache,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39893,SIN_ANIO_1212,2026-07-09,167519.81,0.0,2087.52,1275.86,1600.89,14602.52,840.95,186.56,966.48,2354.82,17800.4,23638.5,316.08,1342.54,234532.93
12,LOS RÃOS,1213,Quinsaloma,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39894,SIN_ANIO_1213,2026-07-09,121542.5,0.0,666.32,544.33,7574.72,13416.85,971.58,149.71,232.44,1038.77,8887.26,3824.14,421.32,139.2,159409.14
08,ESMERALDAS,0802,Eloy Alfaro,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39829,SIN_ANIO_0802,2026-07-09,22519.25,0.0,61.6,660.07,3108.47,8391.05,191.65,202.16,1042.78,1101.2,21130.94,12891.73,2778.34,2534.78,76614.01999999999
08,ESMERALDAS,0803,Muisne,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39830,SIN_ANIO_0803,2026-07-09,14385.67,0.0,702.35,836.34,1693.92,3788.45,68.87,407.18,1836.68,8818.22,14721.4,8509.02,1378.83,179.42,57326.350000000006
08,ESMERALDAS,0804,QuinindÃ©,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39831,SIN_ANIO_0804,2026-07-09,158049.61,540.82,21148.03,5245.21,10632.44,64473.09,4756.19,1237.07,4485.69,8424.68,46299.48,32465.8,6260.52,4036.54,368055.1699999999
08,ESMERALDAS,0805,San Lorenzo,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39832,SIN_ANIO_0805,2026-07-09,88018.55,32.8,8245.74,1615.85,7504.49,11615.63,864.34,674.81,2359.64,1685.25,21896.91,13640.68,3490.99,3341.0,164986.68
21,SUCUMBÃOS,2105,SucumbÃ­os,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39971,SIN_ANIO_2105,2026-07-09,33.81,0.0,2.25,434.52,35.58,363.06,152.88,48.4,155.92,235.34,10307.07,681.32,26.67,30.42,12507.24
21,SUCUMBÃOS,2106,Cascales,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39972,SIN_ANIO_2106,2026-07-09,3442.31,256.83,128.73,325.82,826.81,1466.88,475.63,356.55,138.17,926.62,19142.36,3548.3,313.07,472.79,31820.87
13,MANABÃ,1321,JaramijÃ³,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39915,SIN_ANIO_1321,2026-07-09,38601.01,0.0,187525.95,11322.54,1154.57,16429.96,6931.14,439.01,699.41,3781.1,14351.36,5662.18,232.59,148.04,287278.86
13,MANABÃ,1322,San Vicente,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39916,SIN_ANIO_1322,2026-07-09,8343.7,0.0,1119.03,846.31,2086.05,6391.2,420.18,757.35,742.24,1144.64,10683.93,4561.72,333.36,404.61,37834.32
14,MORONA SANTIAGO,1409,Taisha,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39925,SIN_ANIO_1409,2026-07-09,8574.03,0.0,7.74,159.65,254.46,709.55,99.52,93.13,160.24,610.93,18045.52,8942.77,1589.73,442.68,39689.95
14,MORONA SANTIAGO,1410,LogroÃ±o,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39926,SIN_ANIO_1410,2026-07-09,383.53,0.0,12.07,82.06,104.65,452.9,125.1,48.02,275.88,1251.27,11527.06,2133.46,4.1,67.75,16467.85
14,MORONA SANTIAGO,1411,Pablo VI,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39927,SIN_ANIO_1411,2026-07-09,85.28,0.0,8.98,43.96,199.62,318.87,51.05,30.09,75.27,710.18,6971.48,651.45,4.5,2.46,9153.189999999999
14,MORONA SANTIAGO,1412,Tiwintza,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39928,SIN_ANIO_1412,2026-07-09,1679.23,0.0,22.53,104.3,1091.46,514.04,35.21,72.44,92.95,334.54,10941.77,3015.53,313.33,63.45,18280.780000000002
15,NAPO,1501,Tena,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39929,SIN_ANIO_1501,2026-07-09,24422.84,61602.02,2614.03,8380.03,12856.45,21632.73,5568.08,3716.87,8557.42,15326.36,56467.58,28536.57,14343.55,2549.88,266574.41000000003
15,NAPO,1503,Archidona,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39930,SIN_ANIO_1503,2026-07-09,748.42,314.13,487.08,695.92,3222.49,3485.4,698.46,379.7,676.09,2427.09,25041.84,8819.68,982.74,522.0,48501.03999999999
15,NAPO,1504,El Chaco,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39931,SIN_ANIO_1504,2026-07-09,155.08,0.0,597.99,104129.1,924.97,2626.28,2201.86,248.67,749.42,3036.71,14778.04,1889.0,115.32,255.25,131707.69000000003
15,NAPO,1507,Quijos,Banco Central del Ecuador,BCE/CUENTAS_NACIONALES/VAB_CANTONAL,39932,SIN_ANIO_1507,2026-07-09,1145.48,0.53,858.18,2929.1,783.42,2303.77,627.2,425.9,464.34,2112.12,15066.23,1587.93,953.17,3269.38,32526.75
