encuesta,periodo_original,anio_fiscal,mes_fiscal,nombre_indicador,total_nacional,total_urbana,total_rural
ENEMDU*,abr-25,2025,4,Poblaciï¿½n en Edad de Trabajar (PET),13369762,9318089,4051673
ENEMDU*,abr-25,2025,4,Poblaciï¿½n Econï¿½micamente Activa,8497491,5585289,2912202
ENEMDU*,abr-25,2025,4,Empleo,8188436,5324285,2864151
ENEMDU*,abr-25,2025,4,Empleo Adecuado/Pleno,3039729,2468838,570891
ENEMDU*,jul-24,2024,7,Poblaciï¿½n Econï¿½micamente Activa,8682533,5731522,2951011
ENEMDU*,jul-24,2024,7,Empleo,8359158,5452904,2906254
ENEMDU*,jul-24,2024,7,Empleo Adecuado/Pleno,3027054,2522570,504484
ENEMDU*,jul-24,2024,7,Subempleo,1732215,1150717,581498
ENEMDU*,jul-24,2024,7,Subempleo por insuficiencia de tiempo de trabajo,1630532,1100302,530230
ENEMDU*,jul-24,2024,7,Subempleo por insuficiencia de ingresos,101683,50416,51267
ENEMDU*,jul-24,2024,7,Empleo no remunerado,995508,241705,753803
ENEMDU*,jul-24,2024,7,Otro Empleo no pleno,2596235,1530503,1065732
ENEMDU*,jul-24,2024,7,Empleo no clasificado,8146,7409,737
ENEMDU*,feb-25,2025,2,Desempleo Nuevo,110250,92848,17402
ENEMDU*,feb-25,2025,2,Poblaciï¿½n Econï¿½micamente Inactiva,4693397,3649976,1043421
ENEMDU*,mar-25,2025,3,Poblaciï¿½n Total,18791027,12810573,5980453
ENEMDU*,mar-25,2025,3,Poblaciï¿½n menor de 15 aï¿½os,5436406,3503038,1933368
ENEMDU*,mar-25,2025,3,Poblaciï¿½n en Edad de Trabajar (PET),13354620,9307535,4047085
ENEMDU*,mar-25,2025,3,Poblaciï¿½n Econï¿½micamente Activa,8731612,5658098,3073513
ENEMDU*,mar-25,2025,3,Empleo,8442456,5417755,3024701
ENEMDU*,mar-25,2025,3,Empleo Adecuado/Pleno,2982139,2462804,519335
ENEMDU*,mar-25,2025,3,Subempleo,1825818,1175150,650668
ENEMDU*,mar-25,2025,3,Subempleo por insuficiencia de tiempo de trabajo,1705191,1142157,563034
ENEMDU*,mar-25,2025,3,Subempleo por insuficiencia de ingresos,120627,32993,87634
ENEMDU*,mar-25,2025,3,Empleo no remunerado,1031840,242306,789534
ENEMDU*,mar-25,2025,3,Otro Empleo no pleno,2595835,1530962,1064874
ENEMDU*,jul-24,2024,7,Desempleo,323375,278618,44756
ENEMDU*,jul-24,2024,7,Desempleo Abierto,294846,257693,37153
ENEMDU*,jul-24,2024,7,Desempleo Oculto,28529,20925,7604
ENEMDU*,jul-24,2024,7,Desempleo Cesante,238349,209129,29220
ENEMDU*,jul-24,2024,7,Desempleo Nuevo,85026,69489,15536
ENEMDU*,jul-24,2024,7,Poblaciï¿½n Econï¿½micamente Inactiva,4551545,3491998,1059548
ENEMDU*,ago-24,2024,8,Poblaciï¿½n Total,18642527,12709339,5933188
ENEMDU*,ago-24,2024,8,Poblaciï¿½n menor de 15 aï¿½os,5393443,3475357,1918086
ENEMDU*,ago-24,2024,8,Poblaciï¿½n en Edad de Trabajar (PET),13249084,9233982,4015102
ENEMDU*,ago-24,2024,8,Poblaciï¿½n Econï¿½micamente Activa,8607462,5627632,2979831
ENEMDU*,ago-24,2024,8,Empleo,8263468,5327402,2936066
ENEMDU*,ago-24,2024,8,Empleo Adecuado/Pleno,2956130,2414477,541653
ENEMDU*,ago-24,2024,8,Subempleo,1829470,1191283,638187
ENEMDU*,mar-25,2025,3,Empleo no clasificado,6823,6533,290
ENEMDU*,mar-25,2025,3,Desempleo,289156,240344,48812
ENEMDU*,mar-24,2024,3,Subempleo,1728586,1138338,590247
ENEMDU*,mar-24,2024,3,Subempleo por insuficiencia de tiempo de trabajo,1616480,1084521,531959
ENEMDU*,mar-24,2024,3,Subempleo por insuficiencia de ingresos,112106,53817,58289
ENEMDU*,mar-24,2024,3,Empleo no remunerado,966927,225426,741501
ENEMDU*,mar-24,2024,3,Otro Empleo no pleno,2565476,1468424,1097052
ENEMDU*,mar-24,2024,3,Empleo no clasificado,9566,8123,1443
ENEMDU*,mar-24,2024,3,Desempleo,320863,290220,30643
ENEMDU*,mar-24,2024,3,Desempleo Abierto,305635,277005,28630
ENEMDU*,mar-24,2024,3,Desempleo Oculto,15229,13216,2013
ENEMDU*,mar-24,2024,3,Desempleo Cesante,219171,204937,14234
ENEMDU*,mar-24,2024,3,Desempleo Nuevo,101692,85283,16409
ENEMDU*,mar-24,2024,3,Poblaciï¿½n Econï¿½micamente Inactiva,4644971,3593762,1051209
ENEMDU*,abr-24,2024,4,Poblaciï¿½n Total,18557974,12651693,5906281
ENEMDU*,ene-26,2026,1,Desempleo Abierto,253635,200538,53098
ENEMDU*,ene-26,2026,1,Desempleo Oculto,30967,22101,8867
ENEMDU*,ene-26,2026,1,Desempleo Cesante,192455,146302,46154
ENEMDU*,ene-26,2026,1,Desempleo Nuevo,92148,76337,15811
ENEMDU*,ene-26,2026,1,Poblaciï¿½n Econï¿½micamente Inactiva,5079341,3787701,1291640
ENEMDU*,feb-26,2026,2,Poblaciï¿½n Total,19026779,12971298,6055481
ENEMDU*,feb-26,2026,2,Poblaciï¿½n menor de 15 aï¿½os,5504607,3546987,1957620
ENEMDU*,feb-26,2026,2,Poblaciï¿½n en Edad de Trabajar (PET),13522172,9424311,4097861
ENEMDU*,feb-26,2026,2,Poblaciï¿½n Econï¿½micamente Activa,8684101,5699496,2984606
ENEMDU*,feb-26,2026,2,Empleo,8411379,5476080,2935299
ENEMDU*,feb-26,2026,2,Empleo Adecuado/Pleno,3220185,2709889,510296
ENEMDU*,feb-26,2026,2,Subempleo,1539580,967450,572129
ENEMDU*,feb-26,2026,2,Subempleo por insuficiencia de tiempo de trabajo,1476381,939836,536545
ENEMDU*,abr-26,2026,4,Empleo no clasificado,22157,18260,3897
ENEMDU*,abr-26,2026,4,Desempleo,277210,240682,36527
ENEMDU*,abr-26,2026,4,Desempleo Abierto,262156,229841,32315
ENEMDU*,abr-26,2026,4,Desempleo Oculto,15054,10841,4212
ENEMDU*,abr-26,2026,4,Desempleo Cesante,207306,188248,19058
ENEMDU*,abr-26,2026,4,Desempleo Nuevo,69903,52434,17469
ENEMDU*,abr-26,2026,4,Poblaciï¿½n Econï¿½micamente Inactiva,4697271,3536726,1160544
ENEMDU*,jun-24,2024,6,Poblaciï¿½n Econï¿½micamente Inactiva,4538946,3580880,958066
ENEMDU*,jul-24,2024,7,Poblaciï¿½n Total,18621413,12694939,5926474
ENEMDU*,jul-24,2024,7,Poblaciï¿½n menor de 15 aï¿½os,5387335,3471419,1915916
ENEMDU*,jul-24,2024,7,Poblaciï¿½n en Edad de Trabajar (PET),13234078,9223520,4010558
ENEMDU*,jun-25,2025,6,Poblaciï¿½n Total,18855037,12854216,6000821
ENEMDU*,jun-25,2025,6,Poblaciï¿½n menor de 15 aï¿½os,5454924,3514973,1939951
ENEMDU*,jun-25,2025,6,Poblaciï¿½n en Edad de Trabajar (PET),13400113,9339243,4060870
ENEMDU*,jun-25,2025,6,Poblaciï¿½n Econï¿½micamente Activa,8842921,5781228,3061693
ENEMDU*,jun-25,2025,6,Empleo,8533532,5519953,3013578
ENEMDU*,jun-25,2025,6,Empleo Adecuado/Pleno,3172018,2583197,588821
ENEMDU*,jun-25,2025,6,Subempleo,1733506,1127699,605807
ENEMDU*,jun-25,2025,6,Subempleo por insuficiencia de tiempo de trabajo,1574321,1063497,510824
ENEMDU*,jun-25,2025,6,Subempleo por insuficiencia de ingresos,159185,64202,94983
ENEMDU*,sep-24,2024,9,Desempleo Cesante,223801,205491,18310
ENEMDU*,sep-24,2024,9,Desempleo Nuevo,98448,76417,22031
ENEMDU*,sep-24,2024,9,Poblaciï¿½n Econï¿½micamente Inactiva,4533001,3537402,995599
ENEMDU*,oct-24,2024,10,Poblaciï¿½n Total,18684844,12738184,5946660
ENEMDU*,oct-24,2024,10,Poblaciï¿½n menor de 15 aï¿½os,5405690,3483246,1922444
ENEMDU*,oct-24,2024,10,Poblaciï¿½n en Edad de Trabajar (PET),13279154,9254938,4024216
ENEMDU*,oct-24,2024,10,Poblaciï¿½n Econï¿½micamente Activa,8421281,5570990,2850291
ENEMDU*,oct-24,2024,10,Empleo,8123455,5309181,2814274
ENEMDU*,oct-24,2024,10,Empleo Adecuado/Pleno,2972172,2467714,504458
ENEMDU*,oct-24,2024,10,Subempleo,1788229,1176599,611630
ENEMDU*,oct-24,2024,10,Subempleo por insuficiencia de tiempo de trabajo,1725099,1145011,580089
ENEMDU*,oct-24,2024,10,Subempleo por insuficiencia de ingresos,63130,31588,31542
ENEMDU*,oct-24,2024,10,Empleo no remunerado,792862,214551,578311
ENEMDU*,may-25,2025,5,Desempleo Oculto,23777,17619,6158
ENEMDU*,may-25,2025,5,Desempleo Cesante,235563,200384,35179
ENEMDU*,may-25,2025,5,Desempleo Nuevo,124215,105651,18565
ENEMDU*,may-25,2025,5,Poblaciï¿½n Econï¿½micamente Inactiva,4632051,3489476,1142575
ENEMDU*,sep-24,2024,9,Poblaciï¿½n en Edad de Trabajar (PET),13264107,9244451,4019656
ENEMDU*,sep-24,2024,9,Poblaciï¿½n Econï¿½micamente Activa,8731106,5707049,3024057
ENEMDU*,sep-24,2024,9,Empleo,8408857,5425141,2983716
ENEMDU*,sep-24,2024,9,Empleo Adecuado/Pleno,3155113,2569004,586109
ENEMDU*,sep-24,2024,9,Subempleo,1849048,1182134,666914
ENEMDU*,sep-24,2024,9,Subempleo por insuficiencia de tiempo de trabajo,1736411,1141645,594766
ENEMDU*,sep-24,2024,9,Subempleo por insuficiencia de ingresos,112637,40489,72147
ENEMDU*,sep-24,2024,9,Empleo no remunerado,954343,207413,746930
ENEMDU*,sep-24,2024,9,Otro Empleo no pleno,2429177,1451370,977807
ENEMDU*,sep-24,2024,9,Empleo no clasificado,21177,15220,5957
ENEMDU*,sep-24,2024,9,Desempleo,322249,281908,40341
ENEMDU*,sep-24,2024,9,Desempleo Abierto,301380,268247,33134
ENEMDU*,sep-24,2024,9,Desempleo Oculto,20868,13661,7207
ENEMDU*,may-25,2025,5,Poblaciï¿½n menor de 15 aï¿½os,5448742,3510987,1937755
ENEMDU*,may-25,2025,5,Poblaciï¿½n en Edad de Trabajar (PET),13384924,9328655,4056269
ENEMDU*,may-25,2025,5,Poblaciï¿½n Econï¿½micamente Activa,8752873,5839179,2913694
ENEMDU*,may-25,2025,5,Empleo,8393095,5533144,2859950
ENEMDU*,may-25,2025,5,Empleo Adecuado/Pleno,3080071,2565818,514253
ENEMDU*,may-25,2025,5,Subempleo,1826910,1114907,712004
ENEMDU*,may-25,2025,5,Subempleo por insuficiencia de tiempo de trabajo,1733632,1066835,666797
ENEMDU*,may-25,2025,5,Subempleo por insuficiencia de ingresos,93278,48072,45206
ENEMDU*,may-25,2025,5,Empleo no remunerado,829776,238563,591213
ENEMDU*,may-25,2025,5,Otro Empleo no pleno,2645564,1603083,1042481
ENEMDU*,may-25,2025,5,Empleo no clasificado,10774,10774,0
ENEMDU*,may-25,2025,5,Desempleo,359778,306034,53744
ENEMDU*,may-25,2025,5,Desempleo Abierto,336001,288416,47586
ENEMDU*,ago-24,2024,8,Subempleo por insuficiencia de tiempo de trabajo,1743340,1147928,595412
ENEMDU*,ago-24,2024,8,Subempleo por insuficiencia de ingresos,86130,43355,42774
ENEMDU*,ago-24,2024,8,Empleo no remunerado,892449,215015,677434
ENEMDU*,ago-24,2024,8,Otro Empleo no pleno,2571208,1493181,1078027
ENEMDU*,ago-24,2024,8,Empleo no clasificado,14211,13446,765
ENEMDU*,ago-24,2024,8,Desempleo,343995,300230,43765
ENEMDU*,ago-24,2024,8,Desempleo Abierto,322177,283177,39000
ENEMDU*,ago-24,2024,8,Desempleo Oculto,21818,17053,4765
ENEMDU*,ago-24,2024,8,Desempleo Cesante,250896,220487,30408
ENEMDU*,ago-24,2024,8,Desempleo Nuevo,93099,79742,13357
ENEMDU*,ago-24,2024,8,Poblaciï¿½n Econï¿½micamente Inactiva,4641622,3606350,1035271
ENEMDU*,sep-24,2024,9,Poblaciï¿½n Total,18663668,12723749,5939919
ENEMDU*,sep-24,2024,9,Poblaciï¿½n menor de 15 aï¿½os,5399561,3479298,1920263
ENEMDU*,abr-25,2025,4,Subempleo,1792390,1217230,575161
ENEMDU*,abr-25,2025,4,Subempleo por insuficiencia de tiempo de trabajo,1702108,1170535,531573
ENEMDU*,abr-25,2025,4,Subempleo por insuficiencia de ingresos,90283,46695,43588
ENEMDU*,abr-25,2025,4,Empleo no remunerado,803328,195511,607816
ENEMDU*,abr-25,2025,4,Otro Empleo no pleno,2545349,1435691,1109659
ENEMDU*,abr-25,2025,4,Empleo no clasificado,7639,7015,624
ENEMDU*,abr-25,2025,4,Desempleo,309055,261004,48051
ENEMDU*,abr-25,2025,4,Desempleo Abierto,278438,235924,42514
ENEMDU*,abr-25,2025,4,Desempleo Oculto,30617,25080,5538
ENEMDU*,abr-25,2025,4,Desempleo Cesante,222970,193309,29661
ENEMDU*,abr-25,2025,4,Desempleo Nuevo,86086,67695,18390
ENEMDU*,abr-25,2025,4,Poblaciï¿½n Econï¿½micamente Inactiva,4872271,3732800,1139471
ENEMDU*,may-25,2025,5,Poblaciï¿½n Total,18833666,12839642,5994024
ENEMDU*,ago-25,2025,8,Desempleo Oculto,21658,18909,2749
ENEMDU*,ago-25,2025,8,Desempleo Cesante,219030,201203,17828
ENEMDU*,ago-25,2025,8,Desempleo Nuevo,101000,83876,17125
ENEMDU*,ago-25,2025,8,Poblaciï¿½n Econï¿½micamente Inactiva,4489870,3492965,996905
ENEMDU*,sep-25,2025,9,Poblaciï¿½n Total,18919254,12897990,6021264
ENEMDU*,sep-25,2025,9,Poblaciï¿½n menor de 15 aï¿½os,5473501,3526940,1946561
ENEMDU*,sep-25,2025,9,Poblaciï¿½n en Edad de Trabajar (PET),13445753,9371050,4074703
ENEMDU*,sep-25,2025,9,Poblaciï¿½n Econï¿½micamente Activa,8873597,5808179,3065418
ENEMDU*,jul-25,2025,7,Poblaciï¿½n Econï¿½micamente Inactiva,4842234,3628820,1213414
ENEMDU*,ago-25,2025,8,Poblaciï¿½n Total,18897823,12883381,6014442
ENEMDU*,ago-25,2025,8,Poblaciï¿½n menor de 15 aï¿½os,5467303,3522947,1944356
ENEMDU*,ago-25,2025,8,Poblaciï¿½n en Edad de Trabajar (PET),13430520,9360434,4070086
ENEMDU*,ago-25,2025,8,Poblaciï¿½n Econï¿½micamente Activa,8940650,5867469,3073181
ENEMDU*,ago-25,2025,8,Empleo,8620619,5582390,3038229
ENEMDU*,ago-25,2025,8,Empleo Adecuado/Pleno,3138567,2639921,498645
ENEMDU*,ago-25,2025,8,Subempleo,1730032,1096341,633691
ENEMDU*,ago-25,2025,8,Subempleo por insuficiencia de tiempo de trabajo,1610439,1039530,570910
ENEMDU*,ago-25,2025,8,Subempleo por insuficiencia de ingresos,119593,56811,62782
ENEMDU*,ago-25,2025,8,Empleo no remunerado,925308,218055,707253
ENEMDU*,ago-25,2025,8,Otro Empleo no pleno,2798365,1609592,1188774
ENEMDU*,ago-25,2025,8,Empleo no clasificado,28347,18481,9866
ENEMDU*,dic-24,2024,12,Desempleo Abierto,199341,177999,21342
ENEMDU*,dic-24,2024,12,Desempleo Oculto,31050,20718,10332
ENEMDU*,dic-24,2024,12,Desempleo Cesante,129740,116437,13303
ENEMDU*,dic-24,2024,12,Desempleo Nuevo,100651,82280,18371
ENEMDU*,dic-24,2024,12,Poblaciï¿½n Econï¿½micamente Inactiva,4738992,3766073,972919
ENEMDU*,ene-25,2025,1,Poblaciï¿½n Total,18748480,12781567,5966913
ENEMDU*,ene-25,2025,1,Poblaciï¿½n menor de 15 aï¿½os,5424097,3495105,1928992
ENEMDU*,ene-25,2025,1,Poblaciï¿½n en Edad de Trabajar (PET),13324383,9286462,4037921
ENEMDU*,ene-25,2025,1,Poblaciï¿½n Econï¿½micamente Activa,8380942,5343015,3037927
ENEMDU*,ene-25,2025,1,Empleo,8060945,5072133,2988812
ENEMDU*,ene-25,2025,1,Empleo Adecuado/Pleno,2852323,2360057,492266
ENEMDU*,ene-25,2025,1,Subempleo,1730479,1160359,570121
ENEMDU*,ene-25,2025,1,Subempleo por insuficiencia de tiempo de trabajo,1659303,1123680,535623
ENEMDU*,ago-25,2025,8,Desempleo,320031,285078,34953
ENEMDU*,ago-25,2025,8,Desempleo Abierto,298373,266169,32203
ENEMDU*,nov-24,2024,11,Empleo Adecuado/Pleno,2905637,2393536,512101
ENEMDU*,nov-24,2024,11,Subempleo,1958120,1272083,686037
ENEMDU*,nov-24,2024,11,Subempleo por insuficiencia de tiempo de trabajo,1863632,1227291,636342
ENEMDU*,nov-24,2024,11,Subempleo por insuficiencia de ingresos,94487,44792,49695
ENEMDU*,nov-24,2024,11,Empleo no remunerado,958189,223347,734842
ENEMDU*,nov-24,2024,11,Otro Empleo no pleno,2471745,1404692,1067053
ENEMDU*,nov-24,2024,11,Empleo no clasificado,8042,7116,926
ENEMDU*,nov-24,2024,11,Desempleo,322001,283358,38643
ENEMDU*,nov-24,2024,11,Desempleo Abierto,305336,268334,37002
ENEMDU*,nov-24,2024,11,Desempleo Oculto,16665,15024,1641
ENEMDU*,nov-24,2024,11,Desempleo Cesante,226189,198339,27850
ENEMDU*,nov-24,2024,11,Desempleo Nuevo,95812,85019,10793
ENEMDU*,nov-24,2024,11,Poblaciï¿½n Econï¿½micamente Inactiva,4670476,3681297,989179
ENEMDU*,jul-25,2025,7,Empleo,8291971,5479266,2812705
ENEMDU*,jul-25,2025,7,Empleo Adecuado/Pleno,3309499,2675672,633827
ENEMDU*,jul-25,2025,7,Subempleo,1735505,1107421,628084
ENEMDU*,jul-25,2025,7,Subempleo por insuficiencia de tiempo de trabajo,1666120,1073134,592986
ENEMDU*,jul-25,2025,7,Subempleo por insuficiencia de ingresos,69385,34287,35098
ENEMDU*,jul-25,2025,7,Empleo no remunerado,747977,193232,554745
ENEMDU*,jul-25,2025,7,Otro Empleo no pleno,2474895,1478846,996049
ENEMDU*,jul-25,2025,7,Empleo no clasificado,24096,24096,0
ENEMDU*,jul-25,2025,7,Desempleo,281097,241742,39355
ENEMDU*,jul-25,2025,7,Desempleo Abierto,249366,212441,36925
ENEMDU*,jul-25,2025,7,Desempleo Oculto,31731,29302,2430
ENEMDU*,jul-25,2025,7,Desempleo Cesante,201690,171362,30328
ENEMDU*,jul-25,2025,7,Desempleo Nuevo,79408,70380,9027
ENEMDU*,oct-24,2024,10,Otro Empleo no pleno,2561480,1441833,1119647
ENEMDU*,oct-24,2024,10,Empleo no clasificado,8711,8483,228
ENEMDU*,oct-24,2024,10,Desempleo,297826,261809,36017
ENEMDU*,oct-24,2024,10,Desempleo Abierto,283604,249830,33774
ENEMDU*,oct-24,2024,10,Desempleo Oculto,14222,11980,2242
ENEMDU*,oct-24,2024,10,Desempleo Cesante,216633,191071,25561
ENEMDU*,oct-24,2024,10,Desempleo Nuevo,81194,70738,10455
ENEMDU*,oct-24,2024,10,Poblaciï¿½n Econï¿½micamente Inactiva,4857873,3683948,1173925
ENEMDU*,nov-24,2024,11,Poblaciï¿½n Total,18706022,12752618,5953404
ENEMDU*,nov-24,2024,11,Poblaciï¿½n menor de 15 aï¿½os,5411812,3487189,1924623
ENEMDU*,nov-24,2024,11,Poblaciï¿½n en Edad de Trabajar (PET),13294210,9265429,4028781
ENEMDU*,nov-24,2024,11,Poblaciï¿½n Econï¿½micamente Activa,8623734,5584132,3039602
ENEMDU*,nov-24,2024,11,Empleo,8301733,5300774,3000959
ENEMDU*,jun-25,2025,6,Empleo no remunerado,976855,220138,756717
ENEMDU*,jun-25,2025,6,Otro Empleo no pleno,2634560,1572711,1061849
ENEMDU*,jun-25,2025,6,Empleo no clasificado,16592,16209,383
ENEMDU*,jun-25,2025,6,Desempleo,309389,261275,48115
ENEMDU*,jun-25,2025,6,Desempleo Abierto,274710,239763,34947
ENEMDU*,jun-25,2025,6,Desempleo Oculto,34679,21511,13168
ENEMDU*,jun-25,2025,6,Desempleo Cesante,197575,166691,30884
ENEMDU*,jun-25,2025,6,Desempleo Nuevo,111815,94584,17231
ENEMDU*,jun-25,2025,6,Poblaciï¿½n Econï¿½micamente Inactiva,4557192,3558015,999177
ENEMDU*,jul-25,2025,7,Poblaciï¿½n Total,18876415,12868786,6007629
ENEMDU*,jul-25,2025,7,Poblaciï¿½n menor de 15 aï¿½os,5461112,3518958,1942154
ENEMDU*,dic-24,2024,12,Poblaciï¿½n Total,18727237,12767086,5960151
ENEMDU*,dic-24,2024,12,Poblaciï¿½n menor de 15 aï¿½os,5417949,3491145,1926804
ENEMDU*,dic-24,2024,12,Poblaciï¿½n en Edad de Trabajar (PET),13309288,9275941,4033347
ENEMDU*,dic-24,2024,12,Poblaciï¿½n Econï¿½micamente Activa,8570296,5509867,3060428
ENEMDU*,dic-24,2024,12,Empleo,8339905,5311151,3028754
ENEMDU*,jul-25,2025,7,Poblaciï¿½n en Edad de Trabajar (PET),13415303,9349828,4065475
ENEMDU*,jul-25,2025,7,Poblaciï¿½n Econï¿½micamente Activa,8573069,5721008,2852061
ENEMDU*,dic-24,2024,12,Empleo Adecuado/Pleno,2830688,2288322,542366
ENEMDU*,dic-24,2024,12,Subempleo,2095810,1379683,716127
ENEMDU*,dic-24,2024,12,Subempleo por insuficiencia de tiempo de trabajo,1987748,1332952,654796
ENEMDU*,dic-24,2024,12,Subempleo por insuficiencia de ingresos,108062,46732,61331
ENEMDU*,dic-24,2024,12,Empleo no remunerado,931399,196862,734537
ENEMDU*,dic-24,2024,12,Otro Empleo no pleno,2471543,1436117,1035426
ENEMDU*,dic-24,2024,12,Empleo no clasificado,10464,10165,299
ENEMDU*,dic-24,2024,12,Desempleo,230391,198717,31674
ENEMDU*,nov-23,2023,11,Desempleo Nuevo,74585,63349,11237
ENEMDU*,nov-23,2023,11,Poblaciï¿½n Econï¿½micamente Inactiva,4622213,3581480,1040733
ENEMDU*,dic-23,2023,12,Poblaciï¿½n Total,18474053,12594520,5879533
ENEMDU*,dic-23,2023,12,Poblaciï¿½n menor de 15 aï¿½os,5344682,3443952,1900730
ENEMDU*,dic-23,2023,12,Poblaciï¿½n en Edad de Trabajar (PET),13129371,9150568,3978803
ENEMDU*,dic-23,2023,12,Poblaciï¿½n Econï¿½micamente Activa,8613358,5643240,2970118
ENEMDU*,dic-23,2023,12,Empleo,8321939,5392820,2929119
ENEMDU*,dic-23,2023,12,Subempleo,1824737,1161340,663397
ENEMDU*,dic-23,2023,12,Subempleo por insuficiencia de tiempo de trabajo,1711790,1112678,599112
ENEMDU*,oct-25,2025,10,Desempleo Cesante,178518,156891,21628
ENEMDU*,oct-25,2025,10,Desempleo Nuevo,98448,79371,19077
ENEMDU*,oct-25,2025,10,Poblaciï¿½n Econï¿½micamente Inactiva,4839545,3681355,1158191
ENEMDU*,dic-23,2023,12,Empleo Adecuado/Pleno,3093647,2554931,538716
ENEMDU*,abr-24,2024,4,Empleo no clasificado,10717,10717,0
ENEMDU*,abr-24,2024,4,Desempleo,291597,251342,40255
ENEMDU*,abr-24,2024,4,Desempleo Abierto,266373,230522,35850
ENEMDU*,dic-23,2023,12,Subempleo por insuficiencia de ingresos,112947,48662,64285
ENEMDU*,dic-23,2023,12,Empleo no remunerado,941134,265385,675749
ENEMDU*,nov-25,2025,11,Poblaciï¿½n Total,18962191,12927267,6034924
ENEMDU*,nov-25,2025,11,Poblaciï¿½n menor de 15 aï¿½os,5485926,3534949,1950977
ENEMDU*,nov-25,2025,11,Poblaciï¿½n en Edad de Trabajar (PET),13476265,9392318,4083947
ENEMDU*,nov-25,2025,11,Poblaciï¿½n Econï¿½micamente Activa,8889518,5845369,3044149
ENEMDU*,nov-25,2025,11,Empleo,8595647,5624256,2971390
ENEMDU*,nov-25,2025,11,Empleo Adecuado/Pleno,3228701,2769686,459015
ENEMDU*,nov-25,2025,11,Subempleo,1664688,1148330,516358
ENEMDU*,nov-25,2025,11,Subempleo por insuficiencia de tiempo de trabajo,1610186,1119621,490565
ENEMDU*,nov-25,2025,11,Subempleo por insuficiencia de ingresos,54502,28709,25793
ENEMDU*,nov-25,2025,11,Empleo no remunerado,959469,222236,737234
ENEMDU*,abr-24,2024,4,Poblaciï¿½n menor de 15 aï¿½os,5368982,3459593,1909389
ENEMDU*,abr-24,2024,4,Poblaciï¿½n en Edad de Trabajar (PET),13188992,9192100,3996892
ENEMDU*,abr-24,2024,4,Poblaciï¿½n Econï¿½micamente Activa,8608443,5592772,3015671
ENEMDU*,abr-24,2024,4,Empleo,8316846,5341430,2975417
ENEMDU*,abr-24,2024,4,Empleo Adecuado/Pleno,2894141,2410852,483289
ENEMDU*,abr-24,2024,4,Subempleo,1812153,1150111,662042
ENEMDU*,abr-24,2024,4,Subempleo por insuficiencia de tiempo de trabajo,1716143,1088847,627296
ENEMDU*,abr-24,2024,4,Subempleo por insuficiencia de ingresos,96010,61264,34746
ENEMDU*,abr-24,2024,4,Empleo no remunerado,978103,229713,748390
ENEMDU*,abr-24,2024,4,Otro Empleo no pleno,2621732,1540037,1081696
ENEMDU*,nov-23,2023,11,Desempleo Abierto,273101,249497,23604
ENEMDU*,nov-23,2023,11,Desempleo Oculto,20480,15908,4572
ENEMDU*,nov-23,2023,11,Desempleo Cesante,218996,202056,16940
ENEMDU*,oct-25,2025,10,Subempleo,1723617,1125007,598610
ENEMDU*,oct-25,2025,10,Subempleo por insuficiencia de tiempo de trabajo,1639132,1076066,563066
ENEMDU*,oct-25,2025,10,Subempleo por insuficiencia de ingresos,84485,48941,35544
ENEMDU*,oct-25,2025,10,Empleo no remunerado,730681,187715,542966
ENEMDU*,oct-25,2025,10,Otro Empleo no pleno,2620713,1481415,1139298
ENEMDU*,oct-25,2025,10,Empleo no clasificado,44189,43870,319
ENEMDU*,oct-25,2025,10,Desempleo,276966,236262,40704
ENEMDU*,oct-25,2025,10,Desempleo Abierto,243928,211972,31955
ENEMDU*,oct-25,2025,10,Desempleo Oculto,33038,24289,8749
ENEMDU*,ene-25,2025,1,Subempleo por insuficiencia de ingresos,71176,36679,34497
ENEMDU*,ene-25,2025,1,Empleo no remunerado,1050103,182396,867707
ENEMDU*,ene-25,2025,1,Otro Empleo no pleno,2409448,1351159,1058288
ENEMDU*,ene-25,2025,1,Empleo no clasificado,18592,18162,430
ENEMDU*,ene-25,2025,1,Desempleo,319997,270882,49115
ENEMDU*,ene-25,2025,1,Desempleo Abierto,277732,245938,31793
ENEMDU*,ene-25,2025,1,Desempleo Oculto,42265,24943,17322
ENEMDU*,ene-25,2025,1,Desempleo Cesante,226983,201176,25807
ENEMDU*,ene-25,2025,1,Desempleo Nuevo,93014,69706,23308
ENEMDU*,ene-25,2025,1,Poblaciï¿½n Econï¿½micamente Inactiva,4943441,3943447,999994
ENEMDU*,feb-25,2025,2,Poblaciï¿½n Total,18769750,12796069,5973681
ENEMDU*,feb-25,2025,2,Poblaciï¿½n menor de 15 aï¿½os,5430254,3499076,1931179
ENEMDU*,feb-25,2025,2,Poblaciï¿½n en Edad de Trabajar (PET),13339496,9296993,4042502
ENEMDU*,sep-25,2025,9,Subempleo por insuficiencia de tiempo de trabajo,1468629,1000812,467817
ENEMDU*,sep-25,2025,9,Subempleo por insuficiencia de ingresos,94212,51364,42848
ENEMDU*,sep-25,2025,9,Empleo no remunerado,994001,223302,770699
ENEMDU*,sep-25,2025,9,Otro Empleo no pleno,2729468,1601386,1128082
ENEMDU*,sep-25,2025,9,Empleo no clasificado,19377,17489,1888
ENEMDU*,sep-25,2025,9,Desempleo,283279,236484,46795
ENEMDU*,sep-25,2025,9,Desempleo Abierto,253827,216540,37287
