anio,codigo_cie,seccion,industria,valor,unidad,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion
2020,75,"R - S - U -Arte, entretenimiento y otras actividades de servicios","Servicios de asociaciones, personales; esparcimiento; culturales y deportivos",1032143.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40191,2020_75,2026-07-09
2021,75,"R - S - U -Arte, entretenimiento y otras actividades de servicios","Servicios de asociaciones, personales; esparcimiento; culturales y deportivos",1081417.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40192,2021_75,2026-07-09
2022,75,"R - S - U -Arte, entretenimiento y otras actividades de servicios","Servicios de asociaciones, personales; esparcimiento; culturales y deportivos",1093336.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40193,2022_75,2026-07-09
2023,75,"R - S - U -Arte, entretenimiento y otras actividades de servicios","Servicios de asociaciones, personales; esparcimiento; culturales y deportivos",1189363.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40194,2023_75,2026-07-09
2024P,75,"R - S - U -Arte, entretenimiento y otras actividades de servicios","Servicios de asociaciones, personales; esparcimiento; culturales y deportivos",1153037.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40195,2024P_75,2026-07-09
2022,4017074,Total K -Actividades financieras y de seguros,4167908.9999999995,5604299.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40128,2022_4017074,2026-07-09
2018,68,L -Actividades inmobiliarias,Actividades inmobiliarias,7316735.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40129,2018_68,2026-07-09
2020,59,G -Comercio,Comercio al por mayor y al por menor; reparaciÃ³n de vehÃ­culos automotores y motocicletas,13602415.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40076,2020_59,2026-07-09
2021,59,G -Comercio,Comercio al por mayor y al por menor; reparaciÃ³n de vehÃ­culos automotores y motocicletas,16230150.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40077,2021_59,2026-07-09
2022,59,G -Comercio,Comercio al por mayor y al por menor; reparaciÃ³n de vehÃ­culos automotores y motocicletas,18183800.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40078,2022_59,2026-07-09
2023,59,G -Comercio,Comercio al por mayor y al por menor; reparaciÃ³n de vehÃ­culos automotores y motocicletas,18669768.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40079,2023_59,2026-07-09
2024P,59,G -Comercio,Comercio al por mayor y al por menor; reparaciÃ³n de vehÃ­culos automotores y motocicletas,18002742.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40080,2024P_59,2026-07-09
2018,15248874,Total G -Comercio,15276686,13602415.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40081,2018_15248874,2026-07-09
2019,15248874,Total G -Comercio,15276686,16230150.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40082,2019_15248874,2026-07-09
2020,15248874,Total G -Comercio,15276686,18183800.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40083,2020_15248874,2026-07-09
2021,15248874,Total G -Comercio,15276686,18669768.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40084,2021_15248874,2026-07-09
2022,15248874,Total G -Comercio,15276686,18002742.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40085,2022_15248874,2026-07-09
2018,60,H -Transporte y almacenamiento,Transporte y almacenamiento,5190070.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40086,2018_60,2026-07-09
2019,60,H -Transporte y almacenamiento,Transporte y almacenamiento,5416852.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40087,2019_60,2026-07-09
2018,56,D-E -Suministro de electricidad y agua,"Suministro de electricidad, gas, vapor y aire acondicionado",1425173.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40050,2018_56,2026-07-09
2019,56,D-E -Suministro de electricidad y agua,"Suministro de electricidad, gas, vapor y aire acondicionado",1608520.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40051,2019_56,2026-07-09
2020,56,D-E -Suministro de electricidad y agua,"Suministro de electricidad, gas, vapor y aire acondicionado",1512436.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40052,2020_56,2026-07-09
2021,56,D-E -Suministro de electricidad y agua,"Suministro de electricidad, gas, vapor y aire acondicionado",1601494.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40053,2021_56,2026-07-09
2022,56,D-E -Suministro de electricidad y agua,"Suministro de electricidad, gas, vapor y aire acondicionado",1681656.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40054,2022_56,2026-07-09
2023,56,D-E -Suministro de electricidad y agua,"Suministro de electricidad, gas, vapor y aire acondicionado",1544538.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40055,2023_56,2026-07-09
2024P,56,D-E -Suministro de electricidad y agua,"Suministro de electricidad, gas, vapor y aire acondicionado",1298391.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40056,2024P_56,2026-07-09
2018,1758395,Total D-E -Suministro de electricidad y agua,1997046,1833665.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40057,2018_1758395,2026-07-09
2019,1758395,Total D-E -Suministro de electricidad y agua,1997046,2015916.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40058,2019_1758395,2026-07-09
2020,1758395,Total D-E -Suministro de electricidad y agua,1997046,2129568.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40059,2020_1758395,2026-07-09
2021,1758395,Total D-E -Suministro de electricidad y agua,1997046,2029874.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40060,2021_1758395,2026-07-09
2022,1758395,Total D-E -Suministro de electricidad y agua,1997046,1777118.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40061,2022_1758395,2026-07-09
2018,58,F -ConstrucciÃ³n,ConstrucciÃ³n,5503806.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40062,2018_58,2026-07-09
2019,58,F -ConstrucciÃ³n,ConstrucciÃ³n,5124577.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40063,2019_58,2026-07-09
2020,58,F -ConstrucciÃ³n,ConstrucciÃ³n,3618265.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40064,2020_58,2026-07-09
2021,58,F -ConstrucciÃ³n,ConstrucciÃ³n,4325575.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40065,2021_58,2026-07-09
2022,58,F -ConstrucciÃ³n,ConstrucciÃ³n,5028430.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40066,2022_58,2026-07-09
2023,58,F -ConstrucciÃ³n,ConstrucciÃ³n,5348651.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40067,2023_58,2026-07-09
2024P,58,F -ConstrucciÃ³n,ConstrucciÃ³n,5152300.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40068,2024P_58,2026-07-09
2024P,31,C -Manufactura de productos no alimenticios,ElaboraciÃ³n bebidas no alcohÃ³licas (excepto jugos),249026.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40032,2024P_31,2026-07-09
2018,7023350,Total C -Manufactura de productos no alimenticios,6713217.000000001,5704503.999999999,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40033,2018_7023350,2026-07-09
2019,7023350,Total C -Manufactura de productos no alimenticios,6713217.000000001,6406200.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40034,2019_7023350,2026-07-09
2020,7023350,Total C -Manufactura de productos no alimenticios,6713217.000000001,6450388.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40035,2020_7023350,2026-07-09
2021,7023350,Total C -Manufactura de productos no alimenticios,6713217.000000001,6909748.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40036,2021_7023350,2026-07-09
2022,7023350,Total C -Manufactura de productos no alimenticios,6713217.000000001,6722056.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40037,2022_7023350,2026-07-09
2018,40,C -Refinados de petroleo,FabricaciÃ³n de productos refinados de petrÃ³leo y de otros,1464344.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40038,2018_40,2026-07-09
2019,40,C -Refinados de petroleo,FabricaciÃ³n de productos refinados de petrÃ³leo y de otros,931943.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40039,2019_40,2026-07-09
2020,40,C -Refinados de petroleo,FabricaciÃ³n de productos refinados de petrÃ³leo y de otros,666979.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40040,2020_40,2026-07-09
2021,40,C -Refinados de petroleo,FabricaciÃ³n de productos refinados de petrÃ³leo y de otros,955474.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40041,2021_40,2026-07-09
2022,40,C -Refinados de petroleo,FabricaciÃ³n de productos refinados de petrÃ³leo y de otros,664626.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40042,2022_40,2026-07-09
2023,40,C -Refinados de petroleo,FabricaciÃ³n de productos refinados de petrÃ³leo y de otros,633606.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40043,2023_40,2026-07-09
2024P,40,C -Refinados de petroleo,FabricaciÃ³n de productos refinados de petrÃ³leo y de otros,896954.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40044,2024P_40,2026-07-09
2018,1464344,Total C -Refinados de petroleo,931943,666979.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40045,2018_1464344,2026-07-09
2019,1464344,Total C -Refinados de petroleo,931943,955474.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40046,2019_1464344,2026-07-09
2020,60,H -Transporte y almacenamiento,Transporte y almacenamiento,4707817.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40088,2020_60,2026-07-09
2021,60,H -Transporte y almacenamiento,Transporte y almacenamiento,4822491.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40089,2021_60,2026-07-09
2022,60,H -Transporte y almacenamiento,Transporte y almacenamiento,5105801.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40090,2022_60,2026-07-09
2023,60,H -Transporte y almacenamiento,Transporte y almacenamiento,5105271.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40091,2023_60,2026-07-09
2024P,60,H -Transporte y almacenamiento,Transporte y almacenamiento,5119136.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40092,2024P_60,2026-07-09
2018,62,I -Alojamiento y comidas,Actividades de alojamiento,395502.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40093,2018_62,2026-07-09
2019,62,I -Alojamiento y comidas,Actividades de alojamiento,399867.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40094,2019_62,2026-07-09
2020,1464344,Total C -Refinados de petroleo,931943,664626.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40047,2020_1464344,2026-07-09
2021,1464344,Total C -Refinados de petroleo,931943,633606.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40048,2021_1464344,2026-07-09
2022,1464344,Total C -Refinados de petroleo,931943,896954.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40049,2022_1464344,2026-07-09
2020,62,I -Alojamiento y comidas,Actividades de alojamiento,225961.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40095,2020_62,2026-07-09
2021,62,I -Alojamiento y comidas,Actividades de alojamiento,275211.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40096,2021_62,2026-07-09
2022,62,I -Alojamiento y comidas,Actividades de alojamiento,330776.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40097,2022_62,2026-07-09
2023,62,I -Alojamiento y comidas,Actividades de alojamiento,362045.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40098,2023_62,2026-07-09
2024P,62,I -Alojamiento y comidas,Actividades de alojamiento,351526.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40099,2024P_62,2026-07-09
2018,1430626,Total I -Alojamiento y comidas,1520651,1128312.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40100,2018_1430626,2026-07-09
2019,1430626,Total I -Alojamiento y comidas,1520651,1296705.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40101,2019_1430626,2026-07-09
2020,1430626,Total I -Alojamiento y comidas,1520651,1372823.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40102,2020_1430626,2026-07-09
2021,1430626,Total I -Alojamiento y comidas,1520651,1583358.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40103,2021_1430626,2026-07-09
2022,1430626,Total I -Alojamiento y comidas,1520651,1621746.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40104,2022_1430626,2026-07-09
2018,64,J -InformaciÃ³n y comunicaciÃ³n,InformaciÃ³n y comunicaciÃ³n,2567002.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40105,2018_64,2026-07-09
2019,64,J -InformaciÃ³n y comunicaciÃ³n,InformaciÃ³n y comunicaciÃ³n,2485971.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40106,2019_64,2026-07-09
2018,8481791,Total B -ExplotaciÃ³n de minas y canteras,7911642.000000001,5130968.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40014,2018_8481791,2026-07-09
2019,8481791,Total B -ExplotaciÃ³n de minas y canteras,7911642.000000001,9027398.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40015,2019_8481791,2026-07-09
2020,8481791,Total B -ExplotaciÃ³n de minas y canteras,7911642.000000001,12234909.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40016,2020_8481791,2026-07-09
2021,8481791,Total B -ExplotaciÃ³n de minas y canteras,7911642.000000001,10081203.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40017,2021_8481791,2026-07-09
2022,8481791,Total B -ExplotaciÃ³n de minas y canteras,7911642.000000001,10010641.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40018,2022_8481791,2026-07-09
2018,17,C -Manufactura de productos alimenticios,ElaboraciÃ³n y conservaciÃ³n de carne,993327.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40019,2018_17,2026-07-09
2019,17,C -Manufactura de productos alimenticios,ElaboraciÃ³n y conservaciÃ³n de carne,1026593.0000000001,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40020,2019_17,2026-07-09
2020,17,C -Manufactura de productos alimenticios,ElaboraciÃ³n y conservaciÃ³n de carne,959845.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40021,2020_17,2026-07-09
2021,17,C -Manufactura de productos alimenticios,ElaboraciÃ³n y conservaciÃ³n de carne,1025370.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40022,2021_17,2026-07-09
2022,17,C -Manufactura de productos alimenticios,ElaboraciÃ³n y conservaciÃ³n de carne,1049197.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40023,2022_17,2026-07-09
2023,17,C -Manufactura de productos alimenticios,ElaboraciÃ³n y conservaciÃ³n de carne,1145813.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40024,2023_17,2026-07-09
2024P,17,C -Manufactura de productos alimenticios,ElaboraciÃ³n y conservaciÃ³n de carne,1264199.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40025,2024P_17,2026-07-09
2018,31,C -Manufactura de productos no alimenticios,ElaboraciÃ³n bebidas no alcohÃ³licas (excepto jugos),300113.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40026,2018_31,2026-07-09
2019,31,C -Manufactura de productos no alimenticios,ElaboraciÃ³n bebidas no alcohÃ³licas (excepto jugos),256750.99999999997,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40027,2019_31,2026-07-09
2020,31,C -Manufactura de productos no alimenticios,ElaboraciÃ³n bebidas no alcohÃ³licas (excepto jugos),216173.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40028,2020_31,2026-07-09
2021,31,C -Manufactura de productos no alimenticios,ElaboraciÃ³n bebidas no alcohÃ³licas (excepto jugos),210665.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40029,2021_31,2026-07-09
2022,31,C -Manufactura de productos no alimenticios,ElaboraciÃ³n bebidas no alcohÃ³licas (excepto jugos),205337.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40030,2022_31,2026-07-09
2018,5503806,Total F -ConstrucciÃ³n,5124577,3618265.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40069,2018_5503806,2026-07-09
2019,5503806,Total F -ConstrucciÃ³n,5124577,4325575.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40070,2019_5503806,2026-07-09
2020,5503806,Total F -ConstrucciÃ³n,5124577,5028430.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40071,2020_5503806,2026-07-09
2021,5503806,Total F -ConstrucciÃ³n,5124577,5348651.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40072,2021_5503806,2026-07-09
2022,5503806,Total F -ConstrucciÃ³n,5124577,5152300.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40073,2022_5503806,2026-07-09
2018,59,G -Comercio,Comercio al por mayor y al por menor; reparaciÃ³n de vehÃ­culos automotores y motocicletas,15248874.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40074,2018_59,2026-07-09
2019,59,G -Comercio,Comercio al por mayor y al por menor; reparaciÃ³n de vehÃ­culos automotores y motocicletas,15276686.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40075,2019_59,2026-07-09
2023,31,C -Manufactura de productos no alimenticios,ElaboraciÃ³n bebidas no alcohÃ³licas (excepto jugos),260757.0,Miles de USD,Banco Central del Ecuador,BCE/MATRIZ_EMPLEO/VAB,40031,2023_31,2026-07-09
