anio_censo,provincia,canton,sexo,rango_edad,total_ocupados,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,ramas_actividad_agricultura_pesca,ramas_actividad_minas_canteras,ramas_actividad_industrias_manufactureras,ramas_actividad_electricidad_gas,ramas_actividad_agua_saneamiento,ramas_actividad_construccion,ramas_actividad_comercio,ramas_actividad_transporte_almacenamiento,ramas_actividad_alojamiento_comidas,ramas_actividad_informacion_comunicacion,ramas_actividad_financieras_seguros,ramas_actividad_inmobiliarias,ramas_actividad_profesionales_cientificas,ramas_actividad_servicios_administrativos,ramas_actividad_administracion_publica,ramas_actividad_ensenanza,ramas_actividad_salud_asistencia,ramas_actividad_arte_entretenimiento,ramas_actividad_otros_servicios,ramas_actividad_hogares_empleadores,ramas_actividad_organizaciones_extraterritoriales,ramas_actividad_no_clasificado
2022,Azuay,Santa Isabel,Mujeres,De 35-39,427,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17286,2022_azuay_santaisabel_mujeres_de3539,2026-07-09,67,2,7,0,3,1,73,5,46,2,10,1,3,24,30,38,16,2,16,40,0,41
2022,Azuay,Santa Isabel,Mujeres,De 40-44,356,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17287,2022_azuay_santaisabel_mujeres_de4044,2026-07-09,72,0,7,0,4,5,56,2,58,0,7,1,3,17,16,25,13,1,9,23,0,37
2022,Azuay,Santa Isabel,Mujeres,De 45-49,328,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17288,2022_azuay_santaisabel_mujeres_de4549,2026-07-09,72,1,6,0,0,0,57,4,39,1,1,1,1,21,12,11,9,3,1,26,0,62
2022,Azuay,Gualaceo,Mujeres,De 30-34,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17045,2022_azuay_gualaceo_mujeres_de3034,2026-07-09,23,83,0,140,2,1,2,213,14,89,7,15,4,40,24,65,65,65,6,41,88,0
2022,Azuay,Gualaceo,Mujeres,De 35-39,935,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17046,2022_azuay_gualaceo_mujeres_de3539,2026-07-09,83,0,133,2,3,6,173,11,79,4,27,1,27,39,43,74,50,2,28,100,0,50
2022,Azuay,Gualaceo,Mujeres,De 40-44,790,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17047,2022_azuay_gualaceo_mujeres_de4044,2026-07-09,89,0,106,0,5,4,173,6,65,3,3,0,17,39,31,47,29,4,26,82,0,61
2022,Azuay,Santa Isabel,Mujeres,De 50-54,294,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17289,2022_azuay_santaisabel_mujeres_de5054,2026-07-09,83,1,9,0,2,1,52,0,31,0,0,2,2,9,10,18,11,1,2,19,0,41
2022,Azuay,Santa Isabel,Mujeres,De 55-59,261,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17290,2022_azuay_santaisabel_mujeres_de5559,2026-07-09,69,0,11,0,0,0,42,1,19,0,0,3,4,11,10,13,4,0,1,16,0,57
2022,Azuay,Santa Isabel,Mujeres,De 60-64,204,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17291,2022_azuay_santaisabel_mujeres_de6064,2026-07-09,53,1,8,0,0,0,25,4,20,0,1,1,0,3,2,2,4,1,1,9,0,69
2022,Azuay,Gualaceo,Mujeres,De 45-49,669,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17048,2022_azuay_gualaceo_mujeres_de4549,2026-07-09,98,0,93,1,2,1,126,7,70,2,2,2,4,28,21,43,20,0,15,57,0,77
2022,Azuay,Gualaceo,Mujeres,De 50-54,607,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17049,2022_azuay_gualaceo_mujeres_de5054,2026-07-09,107,0,86,1,2,1,124,0,64,1,2,1,3,17,20,27,6,1,14,33,0,97
2022,Azuay,Gualaceo,Mujeres,De 55-59,510,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17050,2022_azuay_gualaceo_mujeres_de5559,2026-07-09,99,0,61,0,1,2,90,2,55,0,1,1,4,15,14,16,12,1,16,22,0,98
2022,Azuay,Santa Isabel,Mujeres,De 65-69,137,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17292,2022_azuay_santaisabel_mujeres_de6569,2026-07-09,33,0,4,0,0,0,26,1,1,0,1,0,1,2,1,1,1,0,2,4,0,59
2022,Azuay,Nabï¿½n,Total Nabï¿½n,85 o mï¿½s,38,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17072,2022_azuay_nabn_totalnabn_85oms,2026-07-09,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33
2022,Azuay,Nabï¿½n,Hombres,Total Hombres,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17073,2022_azuay_nabn_hombres_totalhombres,2026-07-09,692,557,32,157,7,24,794,210,186,28,10,4,1,27,47,142,28,14,5,21,21,0
2022,Azuay,Nabï¿½n,Hombres,De 15-19,182,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17074,2022_azuay_nabn_hombres_de1519,2026-07-09,36,1,13,1,1,96,16,3,2,0,0,0,0,0,3,0,0,0,0,2,0,8
2022,Azuay,Nabï¿½n,Hombres,De 20-24,398,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17075,2022_azuay_nabn_hombres_de2024,2026-07-09,73,13,34,1,2,165,42,27,1,4,1,0,1,4,11,0,2,3,0,4,0,10
2022,Azuay,Nabï¿½n,Hombres,De 25-29,280,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17076,2022_azuay_nabn_hombres_de2529,2026-07-09,47,4,15,1,1,104,24,33,5,2,1,0,7,7,12,1,1,0,4,2,0,9
2022,Azuay,Nabï¿½n,Hombres,De 30-34,248,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17077,2022_azuay_nabn_hombres_de3034,2026-07-09,36,5,19,1,2,90,18,26,1,1,1,0,2,8,21,3,2,2,5,0,0,5
2022,Azuay,Nabï¿½n,Hombres,De 35-39,227,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17078,2022_azuay_nabn_hombres_de3539,2026-07-09,46,3,15,2,1,80,17,18,2,3,1,0,2,4,17,6,4,0,1,1,0,4
2022,Azuay,Pucarï¿½,Hombres,De 50-54,126,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17177,2022_azuay_pucar_hombres_de5054,2026-07-09,53,7,3,0,0,7,3,3,4,0,0,0,0,1,3,0,0,0,1,1,0,40
2022,Azuay,Pucarï¿½,Hombres,De 55-59,134,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17178,2022_azuay_pucar_hombres_de5559,2026-07-09,46,4,5,0,1,6,6,4,0,0,0,0,1,0,5,3,0,0,0,0,0,53
2022,Azuay,Pucarï¿½,Hombres,De 60-64,110,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17179,2022_azuay_pucar_hombres_de6064,2026-07-09,44,1,5,0,0,2,6,1,0,0,0,0,1,2,5,1,0,0,0,1,0,41
2022,Azuay,Pucarï¿½,Hombres,De 65-69,98,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17180,2022_azuay_pucar_hombres_de6569,2026-07-09,31,1,1,0,0,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,57
2022,Azuay,Pucarï¿½,Hombres,De 70-74,53,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17181,2022_azuay_pucar_hombres_de7074,2026-07-09,18,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,31
2022,Azuay,Pucarï¿½,Hombres,De 75-79,38,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17182,2022_azuay_pucar_hombres_de7579,2026-07-09,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2022,Azuay,Pucarï¿½,Hombres,De 80-84,37,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17183,2022_azuay_pucar_hombres_de8084,2026-07-09,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26
2022,Azuay,Oï¿½a,Mujeres,De 60-64,42,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17387,2022_azuay_oa_mujeres_de6064,2026-07-09,3,0,0,0,0,0,6,0,1,0,0,0,0,1,2,0,0,0,0,1,0,28
2022,Azuay,Oï¿½a,Mujeres,De 65-69,32,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17388,2022_azuay_oa_mujeres_de6569,2026-07-09,2,0,2,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,20
2022,Azuay,Oï¿½a,Mujeres,De 70-74,17,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17389,2022_azuay_oa_mujeres_de7074,2026-07-09,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2022,Azuay,Oï¿½a,Mujeres,De 75-79,13,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17390,2022_azuay_oa_mujeres_de7579,2026-07-09,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2022,Azuay,Oï¿½a,Mujeres,De 80-84,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17391,2022_azuay_oa_mujeres_de8084,2026-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,Azuay,Oï¿½a,Mujeres,85 o mï¿½s,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17392,2022_azuay_oa_mujeres_85oms,2026-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,Azuay,Chordeleg,Total Chordeleg,Total Chordeleg,5,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17393,2022_azuay_chordeleg_totalchordeleg_totalchordeleg,2026-07-09,553,555,6,2,484,3,14,381,599,144,143,13,41,7,51,96,188,123,88,16,66,88
2022,Azuay,Pucarï¿½,Mujeres,De 75-79,16,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17198,2022_azuay_pucar_mujeres_de7579,2026-07-09,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2022,Azuay,Pucarï¿½,Mujeres,De 80-84,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17199,2022_azuay_pucar_mujeres_de8084,2026-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2022,Azuay,Pucarï¿½,Mujeres,85 o mï¿½s,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17200,2022_azuay_pucar_mujeres_85oms,2026-07-09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,Azuay,San Fernando,Total San Fernando,Total San Fernando,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17201,2022_azuay_sanfernando_totalsanfernando_totalsanfernando,2026-07-09,519,447,20,139,2,7,149,174,90,69,7,16,0,12,34,78,39,32,5,17,56,0
2022,Azuay,San Fernando,Total San Fernando,De 15-19,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17202,2022_azuay_sanfernando_totalsanfernando_de1519,2026-07-09,11,1,6,0,0,5,12,2,4,0,0,0,0,1,0,0,2,0,0,3,0,2
2022,Azuay,San Fernando,Total San Fernando,De 20-24,153,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17203,2022_azuay_sanfernando_totalsanfernando_de2024,2026-07-09,25,4,15,0,1,26,18,18,13,1,3,0,0,4,7,0,6,1,0,9,0,2
2022,Azuay,San Fernando,Total San Fernando,De 25-29,182,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17204,2022_azuay_sanfernando_totalsanfernando_de2529,2026-07-09,30,5,19,0,3,19,35,15,11,1,4,0,3,4,9,6,6,2,2,7,0,1
2022,Azuay,Santa Isabel,Mujeres,De 15-19,106,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17282,2022_azuay_santaisabel_mujeres_de1519,2026-07-09,29,0,3,0,0,1,16,2,23,0,1,0,1,3,6,1,3,0,0,13,0,4
2022,Azuay,Gualaceo,Mujeres,De 25-29,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17044,2022_azuay_gualaceo_mujeres_de2529,2026-07-09,0,76,0,135,1,2,1,199,11,106,7,25,0,38,35,62,42,88,2,33,96,0
2022,Azuay,Santa Isabel,Mujeres,De 20-24,349,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17283,2022_azuay_santaisabel_mujeres_de2024,2026-07-09,54,0,8,0,0,4,79,8,52,7,4,1,4,13,14,12,11,3,8,38,0,29
2022,Azuay,Santa Isabel,Mujeres,De 25-29,373,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17284,2022_azuay_santaisabel_mujeres_de2529,2026-07-09,58,1,12,1,1,6,70,5,41,1,22,1,9,10,31,12,25,3,9,25,0,30
2022,Azuay,Santa Isabel,Mujeres,De 30-34,409,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17285,2022_azuay_santaisabel_mujeres_de3034,2026-07-09,73,0,8,1,0,2,88,2,40,4,15,1,8,19,36,21,19,2,12,27,0,31
2022,Azuay,San Fernando,Hombres,De 30-34,104,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17221,2022_azuay_sanfernando_hombres_de3034,2026-07-09,21,2,19,0,0,25,6,16,1,3,0,0,0,1,4,2,1,0,1,0,0,2
2022,Azuay,San Fernando,Hombres,De 35-39,82,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17222,2022_azuay_sanfernando_hombres_de3539,2026-07-09,10,1,14,1,0,18,6,7,3,0,0,0,2,4,10,3,0,2,1,0,0,0
2022,Azuay,San Fernando,Hombres,De 40-44,78,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17223,2022_azuay_sanfernando_hombres_de4044,2026-07-09,15,2,7,0,1,23,4,9,1,0,0,0,3,3,3,1,0,0,1,2,0,3
2022,Azuay,Nabï¿½n,Mujeres,De 35-39,224,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17094,2022_azuay_nabn_mujeres_de3539,2026-07-09,53,0,6,3,0,0,36,1,24,0,4,0,1,2,13,21,5,0,2,26,0,27
2022,Azuay,Nabï¿½n,Mujeres,De 40-44,157,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17095,2022_azuay_nabn_mujeres_de4044,2026-07-09,45,1,4,1,0,1,21,0,7,0,1,0,3,3,12,11,1,0,4,18,0,24
2022,Azuay,Chordeleg,Total Chordeleg,De 65-69,218,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17404,2022_azuay_chordeleg_totalchordeleg_de6569,2026-07-09,33,0,111,0,0,3,22,1,4,0,0,1,1,0,3,1,1,0,1,2,0,34
2022,Azuay,Chordeleg,Total Chordeleg,De 70-74,159,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17405,2022_azuay_chordeleg_totalchordeleg_de7074,2026-07-09,17,0,74,0,1,4,7,5,2,0,0,0,0,0,0,2,0,0,2,1,0,44
2022,Azuay,Nabï¿½n,Mujeres,De 45-49,151,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17096,2022_azuay_nabn_mujeres_de4549,2026-07-09,39,0,8,0,2,1,13,1,8,0,0,0,0,4,7,4,3,1,1,16,0,43
2022,Azuay,Nabï¿½n,Mujeres,De 50-54,167,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17097,2022_azuay_nabn_mujeres_de5054,2026-07-09,46,0,2,0,0,0,11,0,13,0,1,0,0,5,7,6,3,2,0,23,0,48
2022,Azuay,Nabï¿½n,Mujeres,De 55-59,132,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17098,2022_azuay_nabn_mujeres_de5559,2026-07-09,28,0,3,0,0,0,23,0,4,0,1,0,0,1,3,1,0,0,1,15,0,52
2022,Azuay,Chordeleg,Total Chordeleg,De 75-79,128,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17406,2022_azuay_chordeleg_totalchordeleg_de7579,2026-07-09,14,0,58,0,0,1,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,43
2022,Azuay,Chordeleg,Total Chordeleg,De 80-84,78,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17407,2022_azuay_chordeleg_totalchordeleg_de8084,2026-07-09,5,0,33,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34
2022,Azuay,San Fernando,Total San Fernando,De 65-69,70,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17212,2022_azuay_sanfernando_totalsanfernando_de6569,2026-07-09,31,0,7,0,0,2,5,3,0,0,0,0,1,4,1,1,0,0,0,0,0,15
2022,Azuay,San Fernando,Hombres,De 45-49,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17224,2022_azuay_sanfernando_hombres_de4549,2026-07-09,15,2,5,0,0,12,5,2,0,0,0,0,0,1,6,1,0,0,0,0,0,0
2022,Azuay,San Fernando,Hombres,De 50-54,57,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17225,2022_azuay_sanfernando_hombres_de5054,2026-07-09,13,1,5,1,2,6,7,7,1,0,0,0,0,0,9,0,0,0,1,0,0,4
2022,Azuay,Nabï¿½n,Mujeres,De 30-34,226,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17093,2022_azuay_nabn_mujeres_de3034,2026-07-09,38,0,11,0,0,1,23,4,18,2,5,1,1,3,30,18,10,0,3,40,0,18
2022,Azuay,San Fernando,Total San Fernando,De 70-74,55,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17213,2022_azuay_sanfernando_totalsanfernando_de7074,2026-07-09,30,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
2022,Azuay,San Fernando,Total San Fernando,De 75-79,30,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17214,2022_azuay_sanfernando_totalsanfernando_de7579,2026-07-09,18,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8
2022,Azuay,San Fernando,Total San Fernando,De 80-84,24,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17215,2022_azuay_sanfernando_totalsanfernando_de8084,2026-07-09,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2022,Azuay,San Fernando,Total San Fernando,85 o mï¿½s,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17216,2022_azuay_sanfernando_totalsanfernando_85oms,2026-07-09,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2022,Azuay,San Fernando,Hombres,Total Hombres,792,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17217,2022_azuay_sanfernando_hombres_totalhombres,2026-07-09,213,17,98,2,7,146,64,79,20,4,1,0,9,17,44,11,3,5,4,3,0,45
2022,Azuay,San Fernando,Hombres,De 15-19,27,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17218,2022_azuay_sanfernando_hombres_de1519,2026-07-09,7,1,4,0,0,5,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2
2022,Azuay,Nabï¿½n,Hombres,De 75-79,71,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17086,2022_azuay_nabn_hombres_de7579,2026-07-09,10,0,4,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,52
2022,Azuay,Nabï¿½n,Hombres,De 80-84,45,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17087,2022_azuay_nabn_hombres_de8084,2026-07-09,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36
2022,Azuay,Nabï¿½n,Hombres,85 o mï¿½s,34,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17088,2022_azuay_nabn_hombres_85oms,2026-07-09,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
2022,Azuay,Nabï¿½n,Mujeres,Total Mujeres,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17089,2022_azuay_nabn_mujeres_totalmujeres,2026-07-09,933,382,2,68,4,4,7,243,11,121,5,17,2,10,40,106,74,41,4,24,350,0
2022,Azuay,Nabï¿½n,Mujeres,De 15-19,102,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17090,2022_azuay_nabn_mujeres_de1519,2026-07-09,21,0,9,0,0,2,10,0,7,0,0,0,0,2,1,0,2,0,2,40,0,6
2022,Azuay,Nabï¿½n,Mujeres,De 20-24,220,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17091,2022_azuay_nabn_mujeres_de2024,2026-07-09,28,0,13,0,0,1,38,0,17,3,1,0,1,8,8,0,5,0,4,84,0,9
2022,Azuay,Nabï¿½n,Mujeres,De 25-29,217,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17092,2022_azuay_nabn_mujeres_de2529,2026-07-09,37,0,9,0,0,1,33,4,12,0,4,0,4,5,23,7,9,1,5,49,0,14
2022,Azuay,Sï¿½gsig,Total Sï¿½gsig,De 40-44,910,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17303,2022_azuay_sgsig_totalsgsig_de4044,2026-07-09,173,3,238,0,3,90,85,50,36,4,4,4,5,5,44,44,18,6,13,19,0,66
2022,Azuay,Sï¿½gsig,Total Sï¿½gsig,De 45-49,919,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17304,2022_azuay_sgsig_totalsgsig_de4549,2026-07-09,182,7,260,0,5,97,100,40,22,0,3,1,7,6,39,31,9,4,5,16,0,85
2022,Azuay,Sï¿½gsig,Total Sï¿½gsig,De 50-54,853,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17305,2022_azuay_sgsig_totalsgsig_de5054,2026-07-09,209,1,221,1,1,79,77,44,29,1,0,0,4,12,29,22,8,1,9,7,0,98
2022,Azuay,Sï¿½gsig,Total Sï¿½gsig,De 55-59,677,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17306,2022_azuay_sgsig_totalsgsig_de5559,2026-07-09,153,0,189,1,2,44,62,30,24,0,1,0,6,5,32,16,8,1,5,9,0,89
2022,Azuay,Sï¿½gsig,Total Sï¿½gsig,De 60-64,651,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17307,2022_azuay_sgsig_totalsgsig_de6064,2026-07-09,166,0,201,0,6,32,39,31,17,0,0,1,2,3,14,10,3,1,1,5,0,119
2022,Azuay,Sï¿½gsig,Total Sï¿½gsig,De 65-69,398,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17308,2022_azuay_sgsig_totalsgsig_de6569,2026-07-09,107,0,133,0,0,10,37,15,2,0,0,0,1,2,4,1,1,1,5,2,0,77
2022,Azuay,Sï¿½gsig,Total Sï¿½gsig,De 70-74,330,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17309,2022_azuay_sgsig_totalsgsig_de7074,2026-07-09,87,0,118,0,0,4,9,6,1,0,0,0,0,1,0,1,0,0,1,0,0,102
2022,Azuay,Chordeleg,Hombres,De 40-44,243,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17415,2022_azuay_chordeleg_hombres_de4044,2026-07-09,38,2,67,1,3,45,25,13,3,0,0,0,1,9,19,3,4,0,3,1,0,6
2022,Azuay,Chordeleg,Hombres,De 45-49,234,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,17416,2022_azuay_chordeleg_hombres_de4549,2026-07-09,52,0,70,0,0,31,25,10,3,0,1,0,1,9,15,5,0,0,0,0,0,12
