anio_censo,provincia,canton,sexo,rango_edad,total_ocupados,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,ramas_actividad_agricultura_pesca,ramas_actividad_minas_canteras,ramas_actividad_industrias_manufactureras,ramas_actividad_electricidad_gas,ramas_actividad_agua_saneamiento,ramas_actividad_construccion,ramas_actividad_comercio,ramas_actividad_transporte_almacenamiento,ramas_actividad_alojamiento_comidas,ramas_actividad_informacion_comunicacion,ramas_actividad_financieras_seguros,ramas_actividad_inmobiliarias,ramas_actividad_profesionales_cientificas,ramas_actividad_servicios_administrativos,ramas_actividad_administracion_publica,ramas_actividad_ensenanza,ramas_actividad_salud_asistencia,ramas_actividad_arte_entretenimiento,ramas_actividad_otros_servicios,ramas_actividad_hogares_empleadores,ramas_actividad_organizaciones_extraterritoriales,ramas_actividad_no_clasificado
2022,El Oro,Chilla,Total Chilla,De 70-74,23,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19807,2022_eloro_chilla_totalchilla_de7074,2026-07-09,6,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13
2022,El Oro,Chilla,Total Chilla,De 75-79,17,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19808,2022_eloro_chilla_totalchilla_de7579,2026-07-09,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2022,El Oro,Pasaje,Mujeres,De 15-19,198,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20019,2022_eloro_pasaje_mujeres_de1519,2026-07-09,22,0,8,0,0,0,56,3,40,2,0,0,2,4,0,4,9,2,7,15,0,24
2022,El Oro,Pasaje,Mujeres,De 75-79,94,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20031,2022_eloro_pasaje_mujeres_de7579,2026-07-09,8,0,3,0,0,0,35,0,5,0,0,7,3,1,0,3,0,0,2,2,0,25
2022,El Oro,Pasaje,Mujeres,De 80-84,47,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20032,2022_eloro_pasaje_mujeres_de8084,2026-07-09,3,0,2,0,0,0,17,0,4,0,0,0,1,0,0,1,0,0,2,0,0,17
2022,El Oro,Arenillas,Mujeres,Total Mujeres,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19683,2022_eloro_arenillas_mujeres_totalmujeres,2026-07-09,180,529,10,215,4,12,6,907,45,671,22,26,4,66,76,343,418,180,19,160,230,0
2022,Chimborazo,Pallatanga,Hombres,De 40-44,238,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19448,2022_chimborazo_pallatanga_hombres_de4044,2026-07-09,129,0,7,0,3,20,26,10,4,1,0,0,4,3,8,6,1,1,2,2,0,11
2022,Chimborazo,Pallatanga,Hombres,De 45-49,205,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19449,2022_chimborazo_pallatanga_hombres_de4549,2026-07-09,105,1,10,0,1,15,17,20,8,0,1,0,1,3,9,2,0,0,2,1,0,9
2022,Chimborazo,Pallatanga,Hombres,De 50-54,204,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19450,2022_chimborazo_pallatanga_hombres_de5054,2026-07-09,123,0,9,0,0,15,12,11,5,0,1,0,1,5,8,2,4,0,2,1,0,5
2022,El Oro,Huaquillas,Mujeres,De 30-34,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19926,2022_eloro_huaquillas_mujeres_de3034,2026-07-09,220,29,3,66,1,1,4,341,27,154,8,17,2,43,32,74,60,91,3,92,94,0
2022,El Oro,Huaquillas,Mujeres,De 35-39,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19927,2022_eloro_huaquillas_mujeres_de3539,2026-07-09,97,31,0,79,0,1,3,329,15,151,6,13,3,26,31,76,61,35,5,69,81,0
2022,El Oro,Chilla,Total Chilla,Total Chilla,669,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19795,2022_eloro_chilla_totalchilla_totalchilla,2026-07-09,234,18,20,6,6,44,37,12,27,2,1,2,2,3,73,32,9,2,5,10,0,124
2022,El Oro,Pasaje,Mujeres,De 20-24,985,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20020,2022_eloro_pasaje_mujeres_de2024,2026-07-09,130,2,39,0,0,2,249,5,138,13,9,4,24,18,43,45,37,8,65,60,0,94
2022,El Oro,Pasaje,Mujeres,De 25-29,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20021,2022_eloro_pasaje_mujeres_de2529,2026-07-09,639,207,2,52,3,1,10,340,11,167,26,27,1,93,35,87,89,132,9,133,66,0
2022,El Oro,Pasaje,Mujeres,De 30-34,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20022,2022_eloro_pasaje_mujeres_de3034,2026-07-09,500,143,4,48,1,0,7,272,17,155,11,27,3,73,33,101,148,167,4,86,83,0
2022,El Oro,Arenillas,Mujeres,De 15-19,87,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19684,2022_eloro_arenillas_mujeres_de1519,2026-07-09,11,0,7,0,0,0,18,1,29,0,0,0,0,2,0,2,1,0,3,8,0,5
2022,El Oro,Arenillas,Mujeres,De 20-24,340,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19685,2022_eloro_arenillas_mujeres_de2024,2026-07-09,38,0,26,0,0,0,77,2,84,4,3,0,5,8,16,14,17,1,14,22,0,9
2022,El Oro,Arenillas,Mujeres,De 25-29,548,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19686,2022_eloro_arenillas_mujeres_de2529,2026-07-09,50,0,29,0,0,0,106,6,109,8,8,1,12,11,38,30,41,9,35,25,0,30
2022,Chimborazo,Pallatanga,Hombres,De 55-59,198,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19451,2022_chimborazo_pallatanga_hombres_de5559,2026-07-09,122,0,5,0,0,10,18,4,6,0,0,0,1,1,11,3,1,0,2,0,0,14
2022,Chimborazo,Colta,Total Colta,De 40-44,780,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19193,2022_chimborazo_colta_totalcolta_de4044,2026-07-09,218,0,21,0,3,53,94,33,16,0,3,0,8,10,98,65,16,0,10,8,0,124
2022,Chimborazo,Colta,Total Colta,De 45-49,711,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19194,2022_chimborazo_colta_totalcolta_de4549,2026-07-09,230,1,17,0,0,41,81,36,16,0,2,2,4,3,55,78,7,1,12,8,0,117
2022,El Oro,Chilla,Total Chilla,De 15-19,25,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19796,2022_eloro_chilla_totalchilla_de1519,2026-07-09,6,2,0,0,0,5,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2
2022,El Oro,Chilla,Total Chilla,De 20-24,68,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19797,2022_eloro_chilla_totalchilla_de2024,2026-07-09,21,7,4,0,0,9,4,1,5,0,0,0,0,1,2,1,1,0,3,1,0,8
2022,El Oro,Chilla,Total Chilla,De 25-29,62,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19798,2022_eloro_chilla_totalchilla_de2529,2026-07-09,19,4,3,1,2,6,5,1,0,0,0,0,1,0,12,0,1,0,2,0,0,5
2022,El Oro,Pasaje,Mujeres,De 35-39,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20023,2022_eloro_pasaje_mujeres_de3539,2026-07-09,616,214,4,65,3,3,5,341,16,148,9,17,4,55,44,105,153,138,5,65,98,0
2022,El Oro,Pasaje,Mujeres,De 40-44,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20024,2022_eloro_pasaje_mujeres_de4044,2026-07-09,441,190,5,58,0,2,3,309,12,185,5,11,1,31,40,93,151,60,9,43,122,0
2022,El Oro,Pasaje,Mujeres,De 45-49,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20025,2022_eloro_pasaje_mujeres_de4549,2026-07-09,232,143,3,47,2,1,2,279,15,148,3,6,4,31,26,72,137,50,5,26,98,0
2022,El Oro,Arenillas,Mujeres,De 30-34,575,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19687,2022_eloro_arenillas_mujeres_de3034,2026-07-09,64,1,38,1,3,4,104,7,70,2,4,1,12,12,80,64,40,3,25,26,0,14
2022,El Oro,Arenillas,Mujeres,De 35-39,577,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19688,2022_eloro_arenillas_mujeres_de3539,2026-07-09,74,2,24,0,3,1,125,8,76,3,6,0,13,8,54,75,30,0,23,31,0,21
2022,El Oro,Arenillas,Mujeres,De 40-44,523,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19689,2022_eloro_arenillas_mujeres_de4044,2026-07-09,70,2,22,0,3,0,102,7,82,2,3,0,9,9,46,61,14,6,20,39,0,26
2022,El Oro,Chilla,Total Chilla,De 30-34,62,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19799,2022_eloro_chilla_totalchilla_de3034,2026-07-09,21,4,1,0,0,6,1,4,2,0,1,0,1,0,8,4,3,1,0,0,0,5
2022,El Oro,Chilla,Total Chilla,De 35-39,68,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19800,2022_eloro_chilla_totalchilla_de3539,2026-07-09,26,1,2,0,0,9,6,0,3,0,0,0,0,0,5,7,0,0,0,3,0,6
2022,El Oro,Chilla,Total Chilla,De 40-44,72,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19801,2022_eloro_chilla_totalchilla_de4044,2026-07-09,23,0,4,2,0,1,1,2,6,0,0,0,0,0,13,6,1,0,0,3,0,10
2022,El Oro,Arenillas,Hombres,De 55-59,586,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19676,2022_eloro_arenillas_hombres_de5559,2026-07-09,250,6,31,1,8,46,68,38,19,2,0,1,7,11,41,16,7,0,7,0,0,27
2022,El Oro,Arenillas,Hombres,De 60-64,429,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19677,2022_eloro_arenillas_hombres_de6064,2026-07-09,213,2,28,2,4,21,43,37,8,3,0,0,4,5,19,7,3,0,5,0,0,25
2022,El Oro,Arenillas,Hombres,De 65-69,335,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19678,2022_eloro_arenillas_hombres_de6569,2026-07-09,171,0,10,5,8,9,37,32,10,0,0,0,3,4,11,1,2,2,8,0,0,22
2022,El Oro,Atahualpa,Total Atahualpa,De 70-74,70,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19711,2022_eloro_atahualpa_totalatahualpa_de7074,2026-07-09,13,1,4,0,0,0,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,43
2022,El Oro,Atahualpa,Total Atahualpa,De 75-79,43,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19712,2022_eloro_atahualpa_totalatahualpa_de7579,2026-07-09,9,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29
2022,El Oro,Atahualpa,Total Atahualpa,De 80-84,21,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19713,2022_eloro_atahualpa_totalatahualpa_de8084,2026-07-09,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2022,El Oro,Pasaje,Hombres,De 60-64,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20012,2022_eloro_pasaje_hombres_de6064,2026-07-09,162,436,4,43,5,2,106,188,111,29,1,2,5,18,27,38,29,17,3,15,4,0
2022,El Oro,Pasaje,Hombres,De 65-69,759,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20013,2022_eloro_pasaje_hombres_de6569,2026-07-09,317,2,34,0,2,42,99,75,17,3,2,2,12,8,18,10,10,4,15,2,0,85
2022,El Oro,Pasaje,Hombres,De 70-74,376,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20014,2022_eloro_pasaje_hombres_de7074,2026-07-09,160,1,21,1,1,12,52,33,10,1,0,1,5,11,14,4,5,1,6,3,0,34
2022,Chimborazo,Colta,Total Colta,De 50-54,756,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19195,2022_chimborazo_colta_totalcolta_de5054,2026-07-09,254,0,8,0,2,29,56,26,17,0,0,0,3,6,62,90,7,0,5,9,0,182
2022,Chimborazo,Colta,Total Colta,De 55-59,659,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19196,2022_chimborazo_colta_totalcolta_de5559,2026-07-09,211,0,15,0,0,25,51,24,12,0,0,1,3,0,46,59,5,2,9,1,0,195
2022,El Oro,Pasaje,Hombres,De 75-79,224,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20015,2022_eloro_pasaje_hombres_de7579,2026-07-09,98,0,7,0,0,10,40,23,5,1,0,1,1,0,2,1,3,0,6,0,0,26
2022,Chimborazo,Colta,Total Colta,De 60-64,654,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19197,2022_chimborazo_colta_totalcolta_de6064,2026-07-09,200,0,10,0,1,14,43,15,13,0,0,1,1,2,16,14,1,0,6,1,0,316
2022,Chimborazo,Colta,Total Colta,De 65-69,491,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19198,2022_chimborazo_colta_totalcolta_de6569,2026-07-09,139,0,6,0,0,6,27,8,9,0,0,1,0,2,8,10,2,0,6,2,0,265
2022,Chimborazo,Colta,Total Colta,De 70-74,391,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19199,2022_chimborazo_colta_totalcolta_de7074,2026-07-09,90,0,4,0,0,3,20,3,3,0,0,1,0,0,1,0,0,0,6,2,0,258
2022,El Oro,Atahualpa,Total Atahualpa,85 o mï¿½s,18,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19714,2022_eloro_atahualpa_totalatahualpa_85oms,2026-07-09,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2022,Chimborazo,Pallatanga,Hombres,De 60-64,173,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19452,2022_chimborazo_pallatanga_hombres_de6064,2026-07-09,96,0,13,0,0,6,12,11,0,0,0,1,1,4,10,1,1,0,0,1,0,16
2022,Chimborazo,Pallatanga,Hombres,De 65-69,125,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19453,2022_chimborazo_pallatanga_hombres_de6569,2026-07-09,75,0,6,1,0,1,8,5,0,0,0,0,1,0,1,1,3,1,0,1,0,21
2022,Chimborazo,Pallatanga,Hombres,De 70-74,98,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19454,2022_chimborazo_pallatanga_hombres_de7074,2026-07-09,63,0,4,0,0,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,21
2022,El Oro,Pasaje,Hombres,De 80-84,71,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20016,2022_eloro_pasaje_hombres_de8084,2026-07-09,28,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2022,El Oro,Atahualpa,Hombres,Total Hombres,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19715,2022_eloro_atahualpa_hombres_totalhombres,2026-07-09,640,387,404,84,6,8,133,104,107,13,5,2,4,17,15,108,10,20,2,8,3,0
2022,El Oro,Atahualpa,Hombres,De 15-19,27,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19716,2022_eloro_atahualpa_hombres_de1519,2026-07-09,5,8,1,0,0,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,El Oro,Atahualpa,Hombres,De 20-24,131,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19717,2022_eloro_atahualpa_hombres_de2024,2026-07-09,19,57,9,0,0,15,9,6,2,0,0,0,3,2,2,0,2,0,1,0,0,4
2022,Chimborazo,Pallatanga,Hombres,De 75-79,59,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19455,2022_chimborazo_pallatanga_hombres_de7579,2026-07-09,36,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
2022,Chimborazo,Pallatanga,Hombres,De 80-84,38,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19456,2022_chimborazo_pallatanga_hombres_de8084,2026-07-09,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24
2022,Chimborazo,Pallatanga,Hombres,85 o mï¿½s,21,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19457,2022_chimborazo_pallatanga_hombres_85oms,2026-07-09,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2022,El Oro,Pasaje,Hombres,85 o mï¿½s,38,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20017,2022_eloro_pasaje_hombres_85oms,2026-07-09,10,0,0,0,0,1,7,4,1,0,0,0,2,0,0,0,1,0,0,0,0,12
2022,El Oro,Pasaje,Mujeres,Total Mujeres,11,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20018,2022_eloro_pasaje_mujeres_totalmujeres,2026-07-09,696,1,339,24,446,11,8,31,2,668,103,1,366,74,102,32,370,257,653,1,23,729
2022,El Oro,Arenillas,Hombres,De 20-24,775,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19669,2022_eloro_arenillas_hombres_de2024,2026-07-09,358,8,68,0,4,50,90,42,34,8,0,0,6,24,37,7,4,4,13,0,0,18
2022,El Oro,Arenillas,Hombres,De 70-74,166,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19679,2022_eloro_arenillas_hombres_de7074,2026-07-09,86,0,11,0,1,6,19,19,0,0,0,0,0,2,4,0,0,0,2,0,0,16
2022,El Oro,Arenillas,Hombres,De 75-79,88,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19680,2022_eloro_arenillas_hombres_de7579,2026-07-09,61,0,1,0,0,1,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,16
2022,El Oro,Chilla,Hombres,De 35-39,44,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19816,2022_eloro_chilla_hombres_de3539,2026-07-09,18,1,0,0,0,9,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,4
2022,El Oro,Chilla,Hombres,De 40-44,47,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19817,2022_eloro_chilla_hombres_de4044,2026-07-09,19,0,3,1,0,1,1,2,2,0,0,0,0,0,10,3,0,0,0,0,0,5
2022,El Oro,Chilla,Hombres,De 45-49,34,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19818,2022_eloro_chilla_hombres_de4549,2026-07-09,17,0,0,0,1,5,0,1,0,2,0,0,0,0,6,0,1,0,0,0,0,1
2022,Chimborazo,Pallatanga,Mujeres,Total Mujeres,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19458,2022_chimborazo_pallatanga_mujeres_totalmujeres,2026-07-09,967,768,0,72,0,0,5,318,1,203,6,10,3,13,41,66,70,47,9,34,75,0
2022,El Oro,Total El Oro,Mujeres,De 70-74,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19599,2022_eloro_totaleloro_mujeres_de7074,2026-07-09,432,82,3,73,0,3,3,491,7,130,2,0,23,24,18,7,14,12,1,48,42,0
2022,El Oro,Total El Oro,Mujeres,De 75-79,702,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19600,2022_eloro_totaleloro_mujeres_de7579,2026-07-09,44,1,40,0,0,1,201,7,43,2,0,15,12,8,2,15,5,0,13,13,0,280
2022,El Oro,Arenillas,Hombres,De 25-29,924,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19670,2022_eloro_arenillas_hombres_de2529,2026-07-09,309,9,54,6,8,65,121,76,59,4,14,0,10,36,89,13,14,6,6,0,0,25
2022,El Oro,Arenillas,Hombres,De 30-34,914,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19671,2022_eloro_arenillas_hombres_de3034,2026-07-09,320,4,43,6,4,79,114,67,40,6,3,3,7,27,132,18,16,5,6,0,0,14
2022,El Oro,Arenillas,Hombres,De 35-39,912,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19672,2022_eloro_arenillas_hombres_de3539,2026-07-09,332,7,42,0,9,64,97,83,24,7,4,0,10,24,122,37,16,1,11,0,0,22
2022,El Oro,Arenillas,Hombres,De 80-84,33,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19681,2022_eloro_arenillas_hombres_de8084,2026-07-09,17,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,9
2022,El Oro,Arenillas,Hombres,85 o mï¿½s,18,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19682,2022_eloro_arenillas_hombres_85oms,2026-07-09,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
2022,El Oro,Atahualpa,Total Atahualpa,De 35-39,247,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19704,2022_eloro_atahualpa_totalatahualpa_de3539,2026-07-09,42,57,6,1,0,18,19,17,1,1,3,0,3,1,12,12,7,1,1,5,0,40
2022,El Oro,Chilla,Hombres,De 50-54,40,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19819,2022_eloro_chilla_hombres_de5054,2026-07-09,18,0,1,2,1,0,1,0,1,0,0,0,0,0,6,0,1,0,0,0,0,9
2022,El Oro,Chilla,Hombres,De 55-59,28,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19820,2022_eloro_chilla_hombres_de5559,2026-07-09,15,0,1,1,1,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,3
2022,El Oro,Chilla,Hombres,De 60-64,31,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19821,2022_eloro_chilla_hombres_de6064,2026-07-09,12,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,11
2022,El Oro,Total El Oro,Mujeres,De 80-84,301,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19601,2022_eloro_totaleloro_mujeres_de8084,2026-07-09,16,0,9,0,1,0,91,2,17,0,0,5,8,0,0,3,3,0,3,5,0,138
2022,El Oro,Total El Oro,Mujeres,85 o mï¿½s,186,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19602,2022_eloro_totaleloro_mujeres_85oms,2026-07-09,20,0,2,0,0,0,29,2,6,1,0,7,3,0,2,2,4,0,1,5,0,102
2022,El Oro,Machala,Total Machala,Total Machala,123,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19603,2022_eloro_machala_totalmachala_totalmachala,2026-07-09,202,13,641,869,7,575,722,441,7,924,27,732,7,501,7,944,1,124,1,159,618,3
2022,El Oro,Balsas,Mujeres,De 80-84,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19793,2022_eloro_balsas_mujeres_de8084,2026-07-09,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022,El Oro,Balsas,Mujeres,85 o mï¿½s,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,19794,2022_eloro_balsas_mujeres_85oms,2026-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2022,El Oro,Pasaje,Hombres,De 25-29,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/RAMAS_ACTIVIDAD,20005,2022_eloro_pasaje_hombres_de2529,2026-07-09,359,741,58,92,11,15,214,345,151,81,24,31,2,64,81,162,36,43,20,20,1,0
