encuesta,periodo_original,anio_fiscal,mes_fiscal,nombre_indicador,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,metricas_nacional_total,metricas_area_urbana,metricas_area_rural,metricas_sexo_hombre,metricas_sexo_mujer
ENEMDU*,may-22,2022,5,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15981,2022-05_desempleooculto,2026-07-09,36889,28361,8528,18683,18206
ENEMDU*,may-22,2022,5,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15982,2022-05_desempleocesante,2026-07-09,245930,197724,48207,125881,120050
ENEMDU*,may-22,2022,5,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15983,2022-05_desempleonuevo,2026-07-09,69058,52397,16661,26849,42208
ENEMDU*,may-22,2022,5,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15984,2022-05_poblacineconmicamenteinactiva,2026-07-09,4277883,3317284,960599,1335243,2942640
ENEMDU*,jun-22,2022,6,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15985,2022-06_poblacintotal,2026-07-09,18060182,12312297,5747885,8839292,9220890
ENEMDU*,jun-22,2022,6,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15986,2022-06_poblacinmenorde15aos,2026-07-09,5209419,3359705,1849714,2559474,2649945
ENEMDU*,jun-22,2022,6,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15987,2022-06_poblacinenedaddetrabajarpet,2026-07-09,12850763,8952592,3898171,6279818,6570945
ENEMDU*,jun-22,2022,6,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15988,2022-06_poblacineconmicamenteactiva,2026-07-09,8536619,5674031,2862588,4954879,3581740
ENEMDU*,jun-22,2022,6,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15989,2022-06_empleo,2026-07-09,8190999,5376187,2814812,4771371,3419627
ENEMDU*,jun-22,2022,6,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15990,2022-06_empleoadecuadopleno,2026-07-09,2906664,2407647,499017,1919019,987645
ENEMDU*,jun-22,2022,6,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15991,2022-06_subempleo,2026-07-09,2012731,1290640,722091,1233043,779688
ENEMDU*,mar-23,2023,3,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16148,2023-03_poblacinmenorde15aos,2026-07-09,5258367,3391295,1867072,2583493,2674874
ENEMDU*,mar-23,2023,3,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16149,2023-03_poblacinenedaddetrabajarpet,2026-07-09,12987027,9047252,3939775,6346469,6640558
ENEMDU*,oct-22,2022,10,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16063,2022-10_subempleo,2026-07-09,1728936,1210346,518590,1106776,622160
ENEMDU*,oct-22,2022,10,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16064,2022-10_subempleoporinsuficienciadetiempode,2026-07-09,1597695,1130760,466935,1009904,587791
ENEMDU*,oct-22,2022,10,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16065,2022-10_subempleoporinsuficienciadeingresos,2026-07-09,131241,79586,51655,96872,34369
ENEMDU*,oct-22,2022,10,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16066,2022-10_empleonoremunerado,2026-07-09,1016921,268891,748030,289235,727686
ENEMDU*,sep-22,2022,9,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16045,2022-09_subempleo,2026-07-09,1765761,1092755,673006,1094966,670796
ENEMDU*,sep-22,2022,9,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16046,2022-09_subempleoporinsuficienciadetiempode,2026-07-09,1616744,1013538,603206,980594,636150
ENEMDU*,sep-22,2022,9,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16047,2022-09_subempleoporinsuficienciadeingresos,2026-07-09,149017,79217,69800,114371,34645
ENEMDU*,sep-22,2022,9,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16048,2022-09_empleonoremunerado,2026-07-09,938663,272938,665725,241576,697087
ENEMDU*,sep-22,2022,9,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16049,2022-09_otroempleonopleno,2026-07-09,2535383,1505966,1029417,1348568,1186815
ENEMDU*,sep-22,2022,9,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16050,2022-09_empleonoclasificado,2026-07-09,21262,18236,3025,12731,8530
ENEMDU*,sep-22,2022,9,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16051,2022-09_desempleo,2026-07-09,354324,295134,59190,175527,178798
ENEMDU*,sep-22,2022,9,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16052,2022-09_desempleoabierto,2026-07-09,325663,275398,50264,164187,161475
ENEMDU*,sep-22,2022,9,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16053,2022-09_desempleooculto,2026-07-09,28662,19736,8926,11339,17323
ENEMDU*,sep-22,2022,9,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16054,2022-09_desempleocesante,2026-07-09,276010,236806,39204,143330,132680
ENEMDU*,sep-22,2022,9,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16055,2022-09_desempleonuevo,2026-07-09,78314,58328,19987,32197,46118
ENEMDU*,sep-22,2022,9,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16056,2022-09_poblacineconmicamenteinactiva,2026-07-09,4202807,3299382,903425,1345598,2857210
ENEMDU*,jun-23,2023,6,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16213,2023-06_desempleo,2026-07-09,323612,278346,45266,156999,166612
ENEMDU*,jun-23,2023,6,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16214,2023-06_desempleoabierto,2026-07-09,309242,268664,40578,152988,156254
ENEMDU*,jun-23,2023,6,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16215,2023-06_desempleooculto,2026-07-09,14370,9682,4688,4012,10358
ENEMDU*,jun-23,2023,6,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16216,2023-06_desempleocesante,2026-07-09,250741,217257,33484,128661,122080
ENEMDU*,jun-23,2023,6,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16217,2023-06_desempleonuevo,2026-07-09,72871,61089,11782,28338,44532
ENEMDU*,jun-23,2023,6,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16218,2023-06_poblacineconmicamenteinactiva,2026-07-09,4591355,3517335,1074021,1447319,3144036
ENEMDU*,jul-23,2023,7,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16219,2023-07_poblacintotal,2026-07-09,18369613,12523339,5846274,8990836,9378777
ENEMDU*,jul-23,2023,7,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16220,2023-07_poblacinmenorde15aos,2026-07-09,5314484,3424489,1889995,2605585,2708900
ENEMDU*,jul-23,2023,7,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16221,2023-07_poblacinenedaddetrabajarpet,2026-07-09,13055129,9098850,3956279,6385252,6669878
ENEMDU*,jul-23,2023,7,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16222,2023-07_poblacineconmicamenteactiva,2026-07-09,8423105,5554328,2868777,4909318,3513787
ENEMDU*,jul-23,2023,7,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16223,2023-07_empleo,2026-07-09,8110823,5279233,2831590,4754494,3356328
ENEMDU*,jul-23,2023,7,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16224,2023-07_empleoadecuadopleno,2026-07-09,2988083,2476271,511812,2012919,975164
ENEMDU*,jul-23,2023,7,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16225,2023-07_subempleo,2026-07-09,1699076,991253,707823,1074554,624521
ENEMDU*,dic-20,2020,12,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15667,2020-12_subempleo,2026-07-09,1847631,1297291,550340,1165174,682457
ENEMDU*,dic-20,2020,12,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15668,2020-12_subempleoporinsuficienciadetiempode,2026-07-09,1637545,1166654,470891,1002573,634972
ENEMDU*,dic-20,2020,12,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15669,2020-12_subempleoporinsuficienciadeingresos,2026-07-09,210085,130636,79449,162601,47485
ENEMDU*,dic-20,2020,12,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15670,2020-12_empleonoremunerado,2026-07-09,1028848,295218,733630,364579,664270
ENEMDU*,dic-20,2020,12,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15671,2020-12_otroempleonopleno,2026-07-09,2282616,1384416,898200,1324118,958499
ENEMDU*,dic-20,2020,12,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15672,2020-12_empleonoclasificado,2026-07-09,70075,65532,4544,40136,29939
ENEMDU*,dic-20,2020,12,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15673,2020-12_desempleo,2026-07-09,396504,322958,73546,170180,226324
ENEMDU*,dic-20,2020,12,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15674,2020-12_desempleoabierto,2026-07-09,320746,267127,53618,133426,187320
ENEMDU*,dic-20,2020,12,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15675,2020-12_desempleooculto,2026-07-09,75758,55831,19928,36754,39005
ENEMDU*,dic-20,2020,12,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15676,2020-12_desempleocesante,2026-07-09,253035,211315,41720,113799,139236
ENEMDU*,dic-20,2020,12,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15677,2020-12_desempleonuevo,2026-07-09,143469,111643,31826,56380,87089
ENEMDU*,dic-20,2020,12,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15678,2020-12_poblacineconmicamenteinactiva,2026-07-09,4489608,3404247,1085361,1413379,3076230
ENEMDU*,ene-21,2021,1,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15679,2021-01_poblacintotal,2026-07-09,17715615,12077386,5638229,8670997,9044618
ENEMDU*,sep-21,2021,9,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15823,2021-09_poblacintotal,2026-07-09,17876935,12187353,5689582,8749956,9126979
ENEMDU*,sep-21,2021,9,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15824,2021-09_poblacinmenorde15aos,2026-07-09,5163280,3330248,1833032,2536932,2626348
ENEMDU*,sep-21,2021,9,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15825,2021-09_poblacinenedaddetrabajarpet,2026-07-09,12713655,8857105,3856550,6213024,6500631
ENEMDU*,sep-21,2021,9,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15826,2021-09_poblacineconmicamenteactiva,2026-07-09,8479137,5584638,2894499,4893521,3585616
ENEMDU*,sep-21,2021,9,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15827,2021-09_empleo,2026-07-09,8066696,5221035,2845661,4703184,3363512
ENEMDU*,sep-21,2021,9,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15828,2021-09_empleoadecuadopleno,2026-07-09,2843732,2304048,539684,1894302,949430
ENEMDU*,sep-21,2021,9,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15829,2021-09_subempleo,2026-07-09,1921312,1170752,750560,1159844,761468
ENEMDU*,sep-21,2021,9,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15830,2021-09_subempleoporinsuficienciadetiempode,2026-07-09,1715190,1054926,660263,1014175,701015
ENEMDU*,sep-21,2021,9,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15831,2021-09_subempleoporinsuficienciadeingresos,2026-07-09,206122,115826,90297,145670,60453
ENEMDU*,sep-21,2021,9,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15832,2021-09_empleonoremunerado,2026-07-09,917971,290830,627141,356288,561683
ENEMDU*,sep-21,2021,9,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15833,2021-09_otroempleonopleno,2026-07-09,2340071,1413295,926776,1274171,1065900
ENEMDU*,sep-21,2021,9,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15834,2021-09_empleonoclasificado,2026-07-09,43609,42109,1500,18578,25031
ENEMDU*,sep-21,2021,9,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15835,2021-09_desempleo,2026-07-09,412441,363603,48838,190337,222104
ENEMDU*,oct-22,2022,10,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16057,2022-10_poblacintotal,2026-07-09,18142271,12368250,5774021,8879482,9262789
ENEMDU*,oct-22,2022,10,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16058,2022-10_poblacinmenorde15aos,2026-07-09,5231139,3373721,1857418,2570136,2661003
ENEMDU*,oct-22,2022,10,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16059,2022-10_poblacinenedaddetrabajarpet,2026-07-09,12911132,8994529,3916603,6309346,6601785
ENEMDU*,oct-22,2022,10,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16060,2022-10_poblacineconmicamenteactiva,2026-07-09,8677809,5739760,2938049,4982375,3695434
ENEMDU*,oct-22,2022,10,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16061,2022-10_empleo,2026-07-09,8323300,5437924,2885375,4816906,3506394
ENEMDU*,oct-22,2022,10,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16062,2022-10_empleoadecuadopleno,2026-07-09,2928005,2448582,479423,1986853,941152
ENEMDU*,may-23,2023,5,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16199,2023-05_desempleonuevo,2026-07-09,74061,61513,12548,26355,47706
ENEMDU*,oct-20,2020,10,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15641,2020-10_desempleonuevo,2026-07-09,96639,79732,16907,39240,57400
ENEMDU*,oct-20,2020,10,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15642,2020-10_poblacineconmicamenteinactiva,2026-07-09,4262542,3269264,993277,1253674,3008868
ENEMDU*,nov-20,2020,11,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15643,2020-11_poblacintotal,2026-07-09,17675513,12050049,5625464,8651371,9024143
ENEMDU*,nov-20,2020,11,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15644,2020-11_poblacinmenorde15aos,2026-07-09,5115951,3296815,1819136,2508306,2607644
ENEMDU*,nov-20,2020,11,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15645,2020-11_poblacinenedaddetrabajarpet,2026-07-09,12559563,8753234,3806329,6143064,6416498
ENEMDU*,nov-20,2020,11,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15646,2020-11_poblacineconmicamenteactiva,2026-07-09,8159078,5370225,2788853,4800127,3358951
ENEMDU*,nov-20,2020,11,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15647,2020-11_empleo,2026-07-09,7698733,4957659,2741073,4566308,3132425
ENEMDU*,nov-20,2020,11,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15648,2020-11_empleoadecuadopleno,2026-07-09,2327015,1889741,437274,1598249,728766
ENEMDU*,nov-20,2020,11,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15649,2020-11_subempleo,2026-07-09,1969078,1279236,689842,1281463,687615
ENEMDU*,nov-20,2020,11,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15650,2020-11_subempleoporinsuficienciadetiempode,2026-07-09,1779350,1153983,625367,1133249,646101
ENEMDU*,nov-20,2020,11,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15651,2020-11_subempleoporinsuficienciadeingresos,2026-07-09,189729,125253,64476,148215,41514
ENEMDU*,nov-20,2020,11,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15652,2020-11_empleonoremunerado,2026-07-09,914484,267227,647257,269151,645334
ENEMDU*,nov-20,2020,11,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15653,2020-11_otroempleonopleno,2026-07-09,2416513,1454434,962079,1376260,1040252
ENEMDU*,jul-21,2021,7,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15797,2021-07_otroempleonopleno,2026-07-09,2204818,1314829,889989,1271008,933810
ENEMDU*,jul-21,2021,7,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15798,2021-07_empleonoclasificado,2026-07-09,62744,62039,705,35075,27669
ENEMDU*,jul-21,2021,7,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15799,2021-07_desempleo,2026-07-09,426684,351672,75012,183976,242708
ENEMDU*,jul-21,2021,7,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15800,2021-07_desempleoabierto,2026-07-09,389392,323940,65453,167450,221943
ENEMDU*,jul-21,2021,7,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15801,2021-07_desempleooculto,2026-07-09,37292,27732,9560,16526,20765
ENEMDU*,jul-21,2021,7,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15802,2021-07_desempleocesante,2026-07-09,349254,290361,58893,159953,189301
ENEMDU*,jul-21,2021,7,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15803,2021-07_desempleonuevo,2026-07-09,77430,61310,16120,24023,53407
ENEMDU*,jul-21,2021,7,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15804,2021-07_poblacineconmicamenteinactiva,2026-07-09,4396460,3336202,1060258,1357160,3039300
ENEMDU*,ago-21,2021,8,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15805,2021-08_poblacintotal,2026-07-09,17856714,12173545,5683169,8740040,9116674
ENEMDU*,ago-21,2021,8,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15806,2021-08_poblacinmenorde15aos,2026-07-09,5157946,3326802,1831144,2534311,2623635
ENEMDU*,ago-21,2021,8,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15807,2021-08_poblacinenedaddetrabajarpet,2026-07-09,12698768,8846743,3852025,6205729,6493039
ENEMDU*,ago-21,2021,8,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15808,2021-08_poblacineconmicamenteactiva,2026-07-09,8540363,5641720,2898643,4967153,3573210
ENEMDU*,ago-21,2021,8,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15809,2021-08_empleo,2026-07-09,8125322,5289816,2835506,4770004,3355318
ENEMDU*,ago-22,2022,8,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16031,2022-08_otroempleonopleno,2026-07-09,2429362,1523910,905453,1307611,1121751
ENEMDU*,ago-22,2022,8,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16032,2022-08_empleonoclasificado,2026-07-09,32726,32043,683,17151,15575
ENEMDU*,ago-22,2022,8,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16033,2022-08_desempleo,2026-07-09,343235,293199,50036,171741,171494
ENEMDU*,ago-22,2022,8,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16034,2022-08_desempleoabierto,2026-07-09,302094,258185,43909,150872,151222
ENEMDU*,ago-22,2022,8,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16035,2022-08_desempleooculto,2026-07-09,41141,35013,6127,20869,20272
ENEMDU*,ago-22,2022,8,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16036,2022-08_desempleocesante,2026-07-09,249954,214017,35936,133031,116922
