encuesta,periodo_original,anio_fiscal,mes_fiscal,nombre_indicador,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,metricas_nacional_total,metricas_area_urbana,metricas_area_rural,metricas_sexo_hombre,metricas_sexo_mujer
ENEMDU*,may-22,2022,5,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15978,2022-05_empleonoclasificado,2026-07-09,26807,24788,2018,18055,8752
ENEMDU,sep-19,2019,9,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15576,2019-09_empleoadecuadopleno,2026-07-09,3228032,2633820,594213,2149089,1078943
ENEMDU,sep-19,2019,9,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15577,2019-09_subempleo,2026-07-09,1649346,1024458,624888,1006512,642835
ENEMDU,sep-19,2019,9,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15578,2019-09_subempleoporinsuficienciadetiempode,2026-07-09,1369552,866211,503341,796035,573517
ENEMDU,sep-19,2019,9,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15579,2019-09_subempleoporinsuficienciadeingresos,2026-07-09,279794,158247,121548,210476,69318
ENEMDU,sep-19,2019,9,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15580,2019-09_empleonoremunerado,2026-07-09,870833,270698,600135,248682,622151
ENEMDU,sep-19,2019,9,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15581,2019-09_otroempleonopleno,2026-07-09,2171045,1258855,912190,1167245,1003799
ENEMDU,sep-19,2019,9,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15582,2019-09_empleonoclasificado,2026-07-09,53228,49222,4005,35462,17766
ENEMDU,sep-19,2019,9,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15583,2019-09_desempleo,2026-07-09,406871,330941,75929,191777,215094
ENEMDU,sep-19,2019,9,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15584,2019-09_desempleoabierto,2026-07-09,347428,291813,55615,162258,185170
ENEMDU,sep-19,2019,9,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15585,2019-09_desempleooculto,2026-07-09,59442,39129,20314,29519,29924
ENEMDU,sep-19,2019,9,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15586,2019-09_desempleocesante,2026-07-09,289479,242259,47219,147584,141894
ENEMDU,sep-19,2019,9,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15587,2019-09_desempleonuevo,2026-07-09,117392,88682,28710,44192,73200
ENEMDU,sep-19,2019,9,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15588,2019-09_poblacineconmicamenteinactiva,2026-07-09,3980045,3045100,934944,1246395,2733650
ENEMDU*,mar-21,2021,3,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15732,2021-03_poblacineconmicamenteinactiva,2026-07-09,4562366,3516758,1045608,1389717,3172649
ENEMDU*,abr-21,2021,4,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15733,2021-04_poblacintotal,2026-07-09,17775940,12118513,5657427,8700523,9075417
ENEMDU*,abr-21,2021,4,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15734,2021-04_poblacinmenorde15aos,2026-07-09,5145015,3315545,1829470,2522555,2622460
ENEMDU*,abr-21,2021,4,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15735,2021-04_poblacinenedaddetrabajarpet,2026-07-09,12630925,8802968,3827957,6177968,6452957
ENEMDU*,abr-21,2021,4,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15736,2021-04_poblacineconmicamenteactiva,2026-07-09,8324590,5429841,2894749,4837833,3486757
ENEMDU*,abr-21,2021,4,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15737,2021-04_empleo,2026-07-09,7898750,5062501,2836249,4635095,3263655
ENEMDU*,abr-21,2021,4,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15738,2021-04_empleoadecuadopleno,2026-07-09,2565865,2080984,484881,1698642,867224
ENEMDU*,abr-21,2021,4,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15739,2021-04_subempleo,2026-07-09,1941860,1287448,654412,1194094,747766
ENEMDU*,abr-21,2021,4,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15740,2021-04_subempleoporinsuficienciadetiempode,2026-07-09,1770788,1179159,591629,1060751,710037
ENEMDU*,abr-21,2021,4,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15741,2021-04_subempleoporinsuficienciadeingresos,2026-07-09,171072,108289,62782,133343,37729
ENEMDU*,abr-21,2021,4,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15742,2021-04_empleonoremunerado,2026-07-09,1079300,302075,777224,376529,702770
ENEMDU*,abr-21,2021,4,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15743,2021-04_otroempleonopleno,2026-07-09,2243726,1328171,915556,1322428,921299
ENEMDU*,abr-21,2021,4,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15744,2021-04_empleonoclasificado,2026-07-09,67998,63822,4176,43403,24596
ENEMDU*,nov-23,2023,11,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16291,2023-11_poblacintotal,2026-07-09,18453181,12580265,5872916,9031728,9421453
ENEMDU*,nov-23,2023,11,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16292,2023-11_poblacinmenorde15aos,2026-07-09,5338665,3440062,1898603,2617455,2721209
ENEMDU*,nov-23,2023,11,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16293,2023-11_poblacinenedaddetrabajarpet,2026-07-09,13114516,9140203,3974313,6414272,6700243
ENEMDU*,nov-23,2023,11,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16294,2023-11_poblacineconmicamenteactiva,2026-07-09,8492303,5558723,2933580,4961728,3530575
ENEMDU*,nov-23,2023,11,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16295,2023-11_empleo,2026-07-09,8198722,5293318,2905404,4829353,3369369
ENEMDU,mar-19,2019,3,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15546,2019-03_empleonoclasificado,2026-07-09,50267,48244,2022,32470,17797
ENEMDU,mar-19,2019,3,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15547,2019-03_desempleo,2026-07-09,376255,314452,61803,181391,194864
ENEMDU,mar-19,2019,3,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15548,2019-03_desempleoabierto,2026-07-09,318393,271854,46539,157528,160866
ENEMDU,mar-19,2019,3,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15549,2019-03_desempleooculto,2026-07-09,57862,42597,15264,23863,33999
ENEMDU*,feb-22,2022,2,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15927,2022-02_desempleooculto,2026-07-09,53403,34547,18857,27879,25524
ENEMDU*,feb-22,2022,2,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15928,2022-02_desempleocesante,2026-07-09,287464,251173,36291,150837,136627
ENEMDU*,feb-22,2022,2,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15929,2022-02_desempleonuevo,2026-07-09,80190,52608,27581,37478,42712
ENEMDU*,feb-22,2022,2,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15930,2022-02_poblacineconmicamenteinactiva,2026-07-09,4308555,3337404,971151,1406596,2901959
ENEMDU*,mar-22,2022,3,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15931,2022-03_poblacintotal,2026-07-09,17998889,12270523,5728366,8809293,9189596
ENEMDU*,mar-22,2022,3,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15932,2022-03_poblacinmenorde15aos,2026-07-09,5193229,3349290,1843939,2551547,2641682
ENEMDU*,mar-22,2022,3,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15933,2022-03_poblacinenedaddetrabajarpet,2026-07-09,12805660,8921233,3884427,6257746,6547914
ENEMDU*,mar-22,2022,3,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15934,2022-03_poblacineconmicamenteactiva,2026-07-09,8314561,5480770,2833792,4846827,3467734
ENEMDU*,mar-22,2022,3,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15935,2022-03_empleo,2026-07-09,7916916,5141772,2775144,4639616,3277300
ENEMDU*,mar-22,2022,3,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15936,2022-03_empleoadecuadopleno,2026-07-09,2721202,2223544,497658,1756621,964580
ENEMDU*,mar-22,2022,3,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15937,2022-03_subempleo,2026-07-09,1911075,1204779,706296,1268216,642859
ENEMDU*,mar-22,2022,3,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15938,2022-03_subempleoporinsuficienciadetiempode,2026-07-09,1720362,1091571,628791,1113728,606634
ENEMDU*,mar-22,2022,3,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15939,2022-03_subempleoporinsuficienciadeingresos,2026-07-09,190713,113208,77505,154488,36225
ENEMDU*,abr-22,2022,4,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15966,2022-04_poblacineconmicamenteinactiva,2026-07-09,4296574,3254527,1042047,1356862,2939712
ENEMDU*,may-22,2022,5,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15967,2022-05_poblacintotal,2026-07-09,18039769,12298410,5741359,8829302,9210467
ENEMDU*,may-22,2022,5,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15968,2022-05_poblacinmenorde15aos,2026-07-09,5204032,3356255,1847777,2556829,2647203
ENEMDU*,may-22,2022,5,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15969,2022-05_poblacinenedaddetrabajarpet,2026-07-09,12835737,8942155,3893582,6272473,6563264
ENEMDU*,may-22,2022,5,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15970,2022-05_poblacineconmicamenteactiva,2026-07-09,8557854,5624871,2932983,4937230,3620624
ENEMDU*,may-22,2022,5,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15971,2022-05_empleo,2026-07-09,8242866,5374751,2868115,4784500,3458366
ENEMDU*,may-22,2022,5,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15972,2022-05_empleoadecuadopleno,2026-07-09,2843061,2331214,511848,1929062,914000
ENEMDU*,may-22,2022,5,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15973,2022-05_subempleo,2026-07-09,1888344,1193915,694429,1136489,751855
ENEMDU*,may-22,2022,5,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15974,2022-05_subempleoporinsuficienciadetiempode,2026-07-09,1717642,1089853,627789,1009253,708389
ENEMDU*,may-22,2022,5,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15975,2022-05_subempleoporinsuficienciadeingresos,2026-07-09,170702,104062,66640,127236,43466
ENEMDU*,may-22,2022,5,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15976,2022-05_empleonoremunerado,2026-07-09,1011882,279389,732493,380527,631355
ENEMDU*,may-22,2022,5,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15977,2022-05_otroempleonopleno,2026-07-09,2472772,1545445,927327,1320368,1152405
ENEMDU,mar-19,2019,3,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15537,2019-03_poblacinenedaddetrabajarpet,2026-07-09,12272857,8552501,3720356,6002834,6270023
ENEMDU,mar-19,2019,3,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15538,2019-03_poblacineconmicamenteactiva,2026-07-09,8162787,5397912,2764876,4749778,3413009
ENEMDU,mar-19,2019,3,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15539,2019-03_empleo,2026-07-09,7786532,5083460,2703072,4568387,3218145
ENEMDU,mar-19,2019,3,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15540,2019-03_empleoadecuadopleno,2026-07-09,3094795,2536513,558282,2079214,1015581
ENEMDU,mar-19,2019,3,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15541,2019-03_subempleo,2026-07-09,1524118,996390,527727,973124,550993
ENEMDU,mar-19,2019,3,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15542,2019-03_subempleoporinsuficienciadetiempode,2026-07-09,1275305,843442,431862,778461,496844
ENEMDU,mar-19,2019,3,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15543,2019-03_subempleoporinsuficienciadeingresos,2026-07-09,248813,152948,95865,194663,54150
ENEMDU,mar-19,2019,3,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15544,2019-03_empleonoremunerado,2026-07-09,895242,252447,642795,264690,630552
ENEMDU,mar-19,2019,3,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15545,2019-03_otroempleonopleno,2026-07-09,2222111,1249865,972245,1218890,1003221
ENEMDU*,sep-20,2020,9,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15621,2020-09_desempleooculto,2026-07-09,61832,48664,13168,32871,28961
ENEMDU*,sep-20,2020,9,Desempleo Cesante,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15622,2020-09_desempleocesante,2026-07-09,384528,333076,51452,198180,186348
ENEMDU*,sep-20,2020,9,Desempleo Nuevo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15623,2020-09_desempleonuevo,2026-07-09,107081,90369,16712,46099,60981
ENEMDU*,sep-20,2020,9,Poblaciï¿½n Econï¿½micamente Inactiva,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15624,2020-09_poblacineconmicamenteinactiva,2026-07-09,4537991,3456845,1081146,1415129,3122862
ENEMDU*,oct-20,2020,10,Poblaciï¿½n Total,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15625,2020-10_poblacintotal,2026-07-09,17655492,12036399,5619093,8641569,9013923
ENEMDU*,oct-20,2020,10,Poblaciï¿½n menor de 15 aï¿½os,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15626,2020-10_poblacinmenorde15aos,2026-07-09,5110152,3293078,1817074,2505462,2604690
ENEMDU*,oct-20,2020,10,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15627,2020-10_poblacinenedaddetrabajarpet,2026-07-09,12545340,8743321,3802019,6136107,6409233
ENEMDU*,jun-21,2021,6,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15771,2021-06_poblacinenedaddetrabajarpet,2026-07-09,12659586,8822944,3836642,6191987,6467599
ENEMDU*,jun-21,2021,6,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15772,2021-06_poblacineconmicamenteactiva,2026-07-09,8332656,5536162,2796494,4861595,3471061
ENEMDU*,jun-21,2021,6,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15773,2021-06_empleo,2026-07-09,7905781,5161607,2744173,4667471,3238310
ENEMDU*,jun-21,2021,6,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15774,2021-06_empleoadecuadopleno,2026-07-09,2604263,2111636,492627,1744975,859288
ENEMDU*,jun-21,2021,6,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15775,2021-06_subempleo,2026-07-09,1917390,1310574,606816,1205167,712224
ENEMDU*,jun-21,2021,6,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15776,2021-06_subempleoporinsuficienciadetiempode,2026-07-09,1707045,1180924,526121,1048711,658334
ENEMDU*,jun-21,2021,6,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15777,2021-06_subempleoporinsuficienciadeingresos,2026-07-09,210346,129651,80695,156456,53890
ENEMDU*,jun-21,2021,6,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15778,2021-06_empleonoremunerado,2026-07-09,1074505,327361,747144,369992,704513
ENEMDU*,jun-21,2021,6,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15779,2021-06_otroempleonopleno,2026-07-09,2254112,1358535,895577,1312957,941155
ENEMDU*,jun-21,2021,6,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15780,2021-06_empleonoclasificado,2026-07-09,55511,53502,2009,34380,21131
ENEMDU*,jun-21,2021,6,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15781,2021-06_desempleo,2026-07-09,426875,374555,52320,194124,232751
ENEMDU*,jun-21,2021,6,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15782,2021-06_desempleoabierto,2026-07-09,390459,346003,44455,180083,210376
ENEMDU*,jun-21,2021,6,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,15783,2021-06_desempleooculto,2026-07-09,36416,28551,7865,14041,22375
ENEMDU*,jul-22,2022,7,Poblaciï¿½n en Edad de Trabajar (PET),Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16005,2022-07_poblacinenedaddetrabajarpet,2026-07-09,12865821,8963029,3902792,6287162,6578659
ENEMDU*,jul-22,2022,7,Poblaciï¿½n Econï¿½micamente Activa,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16006,2022-07_poblacineconmicamenteactiva,2026-07-09,8579754,5672051,2907704,4930335,3649419
ENEMDU*,jul-22,2022,7,Empleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16007,2022-07_empleo,2026-07-09,8247528,5394045,2853483,4756068,3491460
ENEMDU*,jul-22,2022,7,Empleo Adecuado/Pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16008,2022-07_empleoadecuadopleno,2026-07-09,2752904,2332417,420487,1818073,934831
ENEMDU*,jul-22,2022,7,Subempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16009,2022-07_subempleo,2026-07-09,1890850,1243222,647628,1220274,670576
ENEMDU*,jul-22,2022,7,Subempleo por insuficiencia de tiempo de trabajo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16010,2022-07_subempleoporinsuficienciadetiempode,2026-07-09,1702774,1133234,569540,1073016,629758
ENEMDU*,jul-22,2022,7,Subempleo por insuficiencia de ingresos,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16011,2022-07_subempleoporinsuficienciadeingresos,2026-07-09,188076,109988,78088,147258,40819
ENEMDU*,jul-22,2022,7,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16012,2022-07_empleonoremunerado,2026-07-09,1064681,279403,785278,341719,722963
ENEMDU*,jul-22,2022,7,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16013,2022-07_otroempleonopleno,2026-07-09,2521255,1525108,996147,1369472,1151782
ENEMDU*,jul-22,2022,7,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16014,2022-07_empleonoclasificado,2026-07-09,17838,13895,3943,6530,11308
ENEMDU*,jul-22,2022,7,Desempleo,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16015,2022-07_desempleo,2026-07-09,332227,278006,54221,174267,157959
ENEMDU*,jul-22,2022,7,Desempleo Abierto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16016,2022-07_desempleoabierto,2026-07-09,299309,254840,44469,157642,141667
ENEMDU*,jul-22,2022,7,Desempleo Oculto,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16017,2022-07_desempleooculto,2026-07-09,32918,23166,9752,16626,16292
ENEMDU*,abr-23,2023,4,Empleo no remunerado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16174,2023-04_empleonoremunerado,2026-07-09,881302,189626,691676,234201,647101
ENEMDU*,abr-23,2023,4,Otro Empleo no pleno,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16175,2023-04_otroempleonopleno,2026-07-09,2577450,1538210,1039240,1482633,1094817
ENEMDU*,abr-23,2023,4,Empleo no clasificado,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/ENEMDU/TABULADOS_1_POBLACIONES,16176,2023-04_empleonoclasificado,2026-07-09,20512,15924,4588,12598,7914
