anio_censo,provincia,canton,sexo,rango_edad,total_ocupados,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,grupos_ocupacion_ocupaciones_militares,grupos_ocupacion_directores_gerentes,grupos_ocupacion_profesionales_cientificos,grupos_ocupacion_tecnicos_medio_nivel,grupos_ocupacion_personal_apoyo_admin,grupos_ocupacion_trabajadores_servicios,grupos_ocupacion_agricultores_calificados,grupos_ocupacion_oficiales_operarios_artes,grupos_ocupacion_operadores_maquinaria,grupos_ocupacion_ocupaciones_elementales,grupos_ocupacion_no_especificado
2022,Azuay,Paute,Mujeres,De 80-84,36,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28556,2022_azuay_paute_mujeres_de8084,2026-07-09,0,0,0,0,1,3,12,4,0,3,13
2022,Azuay,Paute,Mujeres,85 o mï¿½s,12,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28557,2022_azuay_paute_mujeres_85oms,2026-07-09,0,0,0,0,0,0,0,2,0,1,9
2022,Azuay,Pucarï¿½,Hombres,De 70-74,53,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28586,2022_azuay_pucar_hombres_de7074,2026-07-09,0,0,1,0,0,0,14,2,1,3,32
2022,Azuay,Pucarï¿½,Hombres,De 75-79,38,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28587,2022_azuay_pucar_hombres_de7579,2026-07-09,0,0,0,0,0,0,6,1,0,0,31
2022,Azuay,Pucarï¿½,Hombres,De 80-84,37,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28588,2022_azuay_pucar_hombres_de8084,2026-07-09,0,0,0,0,0,2,7,0,0,1,27
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 70-74,63,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29018,2022_azuay_camiloponceenrquez_hombres_de7074,2026-07-09,0,0,1,0,4,11,15,4,5,18,5
2022,Azuay,Oï¿½a,Total Oï¿½a,De 60-64,97,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28760,2022_azuay_oa_totaloa_de6064,2026-07-09,0,1,5,3,1,10,13,6,6,8,44
2022,Azuay,Oï¿½a,Total Oï¿½a,De 65-69,63,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28761,2022_azuay_oa_totaloa_de6569,2026-07-09,0,0,0,3,0,8,10,4,1,7,30
2022,Azuay,Oï¿½a,Total Oï¿½a,De 70-74,37,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28762,2022_azuay_oa_totaloa_de7074,2026-07-09,0,4,0,1,0,3,12,1,0,0,16
2022,Azuay,Oï¿½a,Total Oï¿½a,De 75-79,31,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28763,2022_azuay_oa_totaloa_de7579,2026-07-09,0,0,1,0,0,3,4,0,0,4,19
2022,Azuay,Pucarï¿½,Hombres,85 o mï¿½s,20,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28589,2022_azuay_pucar_hombres_85oms,2026-07-09,0,0,0,0,0,0,3,0,0,0,17
2022,Azuay,Pucarï¿½,Mujeres,Total Mujeres,888,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28590,2022_azuay_pucar_mujeres_totalmujeres,2026-07-09,0,4,56,35,28,152,55,13,4,129,412
2022,Azuay,Pucarï¿½,Mujeres,De 15-19,32,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28591,2022_azuay_pucar_mujeres_de1519,2026-07-09,0,0,0,0,6,10,2,0,0,12,2
2022,Azuay,Pucarï¿½,Mujeres,De 20-24,82,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28592,2022_azuay_pucar_mujeres_de2024,2026-07-09,0,0,6,6,7,23,5,1,0,24,10
2022,Azuay,Pucarï¿½,Mujeres,De 25-29,101,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28593,2022_azuay_pucar_mujeres_de2529,2026-07-09,0,1,14,8,6,25,7,4,0,15,21
2022,Azuay,Oï¿½a,Total Oï¿½a,De 80-84,15,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28764,2022_azuay_oa_totaloa_de8084,2026-07-09,0,0,0,0,0,2,2,1,0,1,9
2022,Azuay,Oï¿½a,Total Oï¿½a,85 o mï¿½s,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28765,2022_azuay_oa_totaloa_85oms,2026-07-09,0,0,0,0,0,0,1,0,0,0,7
2022,Azuay,Oï¿½a,Hombres,Total Hombres,729,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28766,2022_azuay_oa_hombres_totalhombres,2026-07-09,0,15,31,22,13,59,132,167,69,115,106
2022,Azuay,Oï¿½a,Hombres,De 15-19,29,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28767,2022_azuay_oa_hombres_de1519,2026-07-09,0,0,0,0,0,2,2,7,1,16,1
2022,Azuay,Oï¿½a,Hombres,De 20-24,87,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28768,2022_azuay_oa_hombres_de2024,2026-07-09,0,0,1,2,1,6,13,32,5,21,6
2022,Azuay,Pucarï¿½,Mujeres,De 30-34,103,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28594,2022_azuay_pucar_mujeres_de3034,2026-07-09,0,1,12,10,2,22,5,0,3,17,31
2022,Azuay,Pucarï¿½,Mujeres,De 35-39,80,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28595,2022_azuay_pucar_mujeres_de3539,2026-07-09,0,1,8,3,5,10,5,1,0,16,31
2022,Azuay,Sï¿½gsig,Hombres,De 35-39,430,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28723,2022_azuay_sgsig_hombres_de3539,2026-07-09,0,11,34,9,11,41,62,144,43,68,7
2022,Azuay,Sï¿½gsig,Hombres,De 40-44,392,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28724,2022_azuay_sgsig_hombres_de4044,2026-07-09,1,7,25,8,5,40,73,121,53,51,8
2022,Azuay,Sï¿½gsig,Hombres,De 45-49,406,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28725,2022_azuay_sgsig_hombres_de4549,2026-07-09,0,3,25,10,7,34,78,123,59,53,14
2022,Azuay,Oï¿½a,Hombres,De 25-29,80,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28769,2022_azuay_oa_hombres_de2529,2026-07-09,0,2,2,3,2,6,14,23,7,18,3
2022,Azuay,Pucarï¿½,Mujeres,De 40-44,102,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28596,2022_azuay_pucar_mujeres_de4044,2026-07-09,0,0,3,3,1,14,11,1,0,14,55
2022,Azuay,Pucarï¿½,Mujeres,De 45-49,92,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28597,2022_azuay_pucar_mujeres_de4549,2026-07-09,0,0,6,1,0,16,4,1,0,9,55
2022,Azuay,Pucarï¿½,Mujeres,De 50-54,65,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28598,2022_azuay_pucar_mujeres_de5054,2026-07-09,0,0,4,0,1,10,4,0,1,6,39
2022,Azuay,Pucarï¿½,Mujeres,De 55-59,67,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28599,2022_azuay_pucar_mujeres_de5559,2026-07-09,0,0,2,2,0,8,2,0,0,12,41
2022,Azuay,Sï¿½gsig,Hombres,De 50-54,388,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28726,2022_azuay_sgsig_hombres_de5054,2026-07-09,1,4,10,5,10,32,95,117,48,47,19
2022,Azuay,Sï¿½gsig,Hombres,De 55-59,296,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28727,2022_azuay_sgsig_hombres_de5559,2026-07-09,1,3,9,5,5,29,82,61,39,40,22
2022,Azuay,Sï¿½gsig,Hombres,De 60-64,291,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28728,2022_azuay_sgsig_hombres_de6064,2026-07-09,0,6,9,4,1,16,88,68,30,32,37
2022,Azuay,Sï¿½gsig,Hombres,De 65-69,181,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28729,2022_azuay_sgsig_hombres_de6569,2026-07-09,0,0,2,1,1,11,60,41,16,15,34
2022,Azuay,Sï¿½gsig,Hombres,De 70-74,137,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28730,2022_azuay_sgsig_hombres_de7074,2026-07-09,0,0,0,0,0,7,45,32,5,10,38
2022,Azuay,Pucarï¿½,Mujeres,De 60-64,53,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28600,2022_azuay_pucar_mujeres_de6064,2026-07-09,0,1,1,0,0,7,5,3,0,1,35
2022,Azuay,Pucarï¿½,Mujeres,De 65-69,47,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28601,2022_azuay_pucar_mujeres_de6569,2026-07-09,0,0,0,2,0,3,2,1,0,1,38
2022,Azuay,Pucarï¿½,Mujeres,De 70-74,37,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28602,2022_azuay_pucar_mujeres_de7074,2026-07-09,0,0,0,0,0,3,1,1,0,1,31
2022,Azuay,Sï¿½gsig,Hombres,De 75-79,98,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28731,2022_azuay_sgsig_hombres_de7579,2026-07-09,0,0,0,1,0,5,37,19,1,3,32
2022,Azuay,Camilo Ponce Enrï¿½quez,Total Camilo Ponce Enrï¿½quez,De 65-69,193,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29001,2022_azuay_camiloponceenrquez_totalcamiloponceenrquez_de6569,2026-07-09,0,0,11,1,2,27,41,13,14,59,25
2022,Azuay,Camilo Ponce Enrï¿½quez,Total Camilo Ponce Enrï¿½quez,De 70-74,90,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29002,2022_azuay_camiloponceenrquez_totalcamiloponceenrquez_de7074,2026-07-09,0,1,1,0,4,23,15,4,6,21,15
2022,Azuay,Camilo Ponce Enrï¿½quez,Total Camilo Ponce Enrï¿½quez,De 75-79,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29003,2022_azuay_camiloponceenrquez_totalcamiloponceenrquez_de7579,2026-07-09,0,1,1,3,0,6,19,0,2,10,7
2022,Azuay,Camilo Ponce Enrï¿½quez,Total Camilo Ponce Enrï¿½quez,De 80-84,17,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29004,2022_azuay_camiloponceenrquez_totalcamiloponceenrquez_de8084,2026-07-09,0,0,0,1,0,2,7,0,0,5,2
2022,Azuay,Camilo Ponce Enrï¿½quez,Total Camilo Ponce Enrï¿½quez,85 o mï¿½s,10,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29005,2022_azuay_camiloponceenrquez_totalcamiloponceenrquez_85oms,2026-07-09,0,0,0,0,0,0,6,1,0,0,3
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,Total Hombres,5,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29006,2022_azuay_camiloponceenrquez_hombres_totalhombres,2026-07-09,928,3,86,172,137,99,594,540,607,802,2
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 15-19,291,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29007,2022_azuay_camiloponceenrquez_hombres_de1519,2026-07-09,1,0,1,1,3,29,18,20,22,189,7
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 20-24,879,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29008,2022_azuay_camiloponceenrquez_hombres_de2024,2026-07-09,0,1,12,23,24,94,35,73,87,517,13
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 25-29,911,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29009,2022_azuay_camiloponceenrquez_hombres_de2529,2026-07-09,0,6,31,19,18,92,35,90,121,476,23
2022,Azuay,Pucarï¿½,Mujeres,De 75-79,16,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28603,2022_azuay_pucar_mujeres_de7579,2026-07-09,0,0,0,0,0,0,2,0,0,1,13
2022,Azuay,Oï¿½a,Total Oï¿½a,Total Oï¿½a,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28750,2022_azuay_oa_totaloa_totaloa,2026-07-09,245,0,24,74,40,31,141,168,215,71,204
2022,Azuay,Oï¿½a,Total Oï¿½a,De 15-19,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28751,2022_azuay_oa_totaloa_de1519,2026-07-09,0,0,0,0,1,3,6,13,1,24,1
2022,Azuay,Oï¿½a,Total Oï¿½a,De 20-24,126,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28752,2022_azuay_oa_totaloa_de2024,2026-07-09,0,0,2,4,1,15,19,38,5,32,10
2022,Azuay,Oï¿½a,Total Oï¿½a,De 25-29,141,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28753,2022_azuay_oa_totaloa_de2529,2026-07-09,0,2,11,5,4,20,19,35,7,28,10
2022,Azuay,Oï¿½a,Total Oï¿½a,De 30-34,141,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28754,2022_azuay_oa_totaloa_de3034,2026-07-09,0,3,18,6,9,18,9,39,6,22,11
2022,Azuay,Pucarï¿½,Mujeres,De 80-84,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28604,2022_azuay_pucar_mujeres_de8084,2026-07-09,0,0,0,0,0,0,0,0,0,0,8
2022,Azuay,Pucarï¿½,Mujeres,85 o mï¿½s,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28605,2022_azuay_pucar_mujeres_85oms,2026-07-09,0,0,0,0,0,1,0,0,0,0,2
2022,Azuay,El Pan,Mujeres,De 35-39,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28883,2022_azuay_elpan_mujeres_de3539,2026-07-09,0,0,5,1,0,6,6,2,0,15,14
2022,Azuay,El Pan,Mujeres,De 40-44,36,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28884,2022_azuay_elpan_mujeres_de4044,2026-07-09,0,1,1,2,0,9,3,1,0,3,16
2022,Azuay,El Pan,Mujeres,De 45-49,30,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28885,2022_azuay_elpan_mujeres_de4549,2026-07-09,0,0,4,0,1,7,1,1,1,4,11
2022,Azuay,Oï¿½a,Total Oï¿½a,De 35-39,133,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28755,2022_azuay_oa_totaloa_de3539,2026-07-09,0,2,8,8,6,15,11,25,17,26,15
2022,Azuay,Oï¿½a,Total Oï¿½a,De 40-44,97,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28756,2022_azuay_oa_totaloa_de4044,2026-07-09,0,6,11,1,2,9,15,15,8,9,21
2022,Azuay,Oï¿½a,Total Oï¿½a,De 45-49,115,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28757,2022_azuay_oa_totaloa_de4549,2026-07-09,0,2,9,3,4,16,22,12,11,16,20
2022,Azuay,Oï¿½a,Total Oï¿½a,De 50-54,106,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28758,2022_azuay_oa_totaloa_de5054,2026-07-09,0,2,3,4,3,10,15,14,2,16,37
2022,Azuay,Oï¿½a,Total Oï¿½a,De 55-59,86,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28759,2022_azuay_oa_totaloa_de5559,2026-07-09,0,2,6,2,0,9,10,12,7,11,27
2022,Azuay,El Pan,Mujeres,De 50-54,41,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28886,2022_azuay_elpan_mujeres_de5054,2026-07-09,0,1,5,0,1,6,3,2,0,5,18
2022,Azuay,El Pan,Mujeres,De 55-59,35,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28887,2022_azuay_elpan_mujeres_de5559,2026-07-09,0,1,1,0,1,7,2,1,0,2,20
2022,Azuay,El Pan,Mujeres,De 60-64,52,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28888,2022_azuay_elpan_mujeres_de6064,2026-07-09,0,0,1,0,1,3,4,1,0,1,41
2022,Azuay,El Pan,Mujeres,De 65-69,25,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28889,2022_azuay_elpan_mujeres_de6569,2026-07-09,0,0,0,0,0,2,1,0,0,2,20
2022,Azuay,El Pan,Mujeres,De 70-74,19,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28890,2022_azuay_elpan_mujeres_de7074,2026-07-09,0,0,0,0,0,2,0,0,0,0,17
2022,Azuay,El Pan,Hombres,De 15-19,18,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28863,2022_azuay_elpan_hombres_de1519,2026-07-09,0,0,1,0,0,0,1,1,0,14,1
2022,Azuay,El Pan,Mujeres,De 75-79,12,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28891,2022_azuay_elpan_mujeres_de7579,2026-07-09,0,0,0,0,0,2,0,0,0,1,9
2022,Azuay,El Pan,Mujeres,De 80-84,11,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28892,2022_azuay_elpan_mujeres_de8084,2026-07-09,0,0,0,0,0,1,0,0,0,1,9
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 75-79,41,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29019,2022_azuay_camiloponceenrquez_hombres_de7579,2026-07-09,0,1,1,2,0,4,17,0,2,9,5
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,De 80-84,15,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29020,2022_azuay_camiloponceenrquez_hombres_de8084,2026-07-09,0,0,0,1,0,2,7,0,0,3,2
2022,Azuay,Camilo Ponce Enrï¿½quez,Hombres,85 o mï¿½s,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29021,2022_azuay_camiloponceenrquez_hombres_85oms,2026-07-09,0,0,0,0,0,0,5,1,0,0,2
2022,Azuay,Camilo Ponce Enrï¿½quez,Mujeres,Total Mujeres,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29022,2022_azuay_camiloponceenrquez_mujeres_totalmujeres,2026-07-09,128,0,42,238,169,197,1,186,84,107,152
2022,Azuay,Camilo Ponce Enrï¿½quez,Mujeres,De 15-19,125,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29023,2022_azuay_camiloponceenrquez_mujeres_de1519,2026-07-09,0,1,0,2,10,67,2,1,5,27,10
2022,Azuay,Camilo Ponce Enrï¿½quez,Mujeres,De 20-24,452,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29024,2022_azuay_camiloponceenrquez_mujeres_de2024,2026-07-09,0,3,20,32,36,195,5,15,22,101,23
2022,Azuay,Camilo Ponce Enrï¿½quez,Mujeres,De 25-29,475,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29025,2022_azuay_camiloponceenrquez_mujeres_de2529,2026-07-09,0,9,52,40,42,185,9,12,21,86,19
2022,Azuay,Camilo Ponce Enrï¿½quez,Mujeres,De 30-34,468,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29026,2022_azuay_camiloponceenrquez_mujeres_de3034,2026-07-09,0,7,52,37,39,163,11,18,24,99,18
2022,Azuay,El Pan,Hombres,De 20-24,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28864,2022_azuay_elpan_hombres_de2024,2026-07-09,0,0,1,1,5,5,5,13,1,18,0
2022,Azuay,El Pan,Hombres,De 25-29,63,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28865,2022_azuay_elpan_hombres_de2529,2026-07-09,0,0,4,0,4,7,4,17,9,14,4
2022,Azuay,Camilo Ponce Enrï¿½quez,Mujeres,De 35-39,420,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,29027,2022_azuay_camiloponceenrquez_mujeres_de3539,2026-07-09,0,6,34,16,27,169,12,17,30,91,18
2022,Azuay,Oï¿½a,Hombres,De 30-34,73,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28770,2022_azuay_oa_hombres_de3034,2026-07-09,0,2,6,3,2,4,8,32,6,7,3
2022,Azuay,Oï¿½a,Hombres,De 35-39,77,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28771,2022_azuay_oa_hombres_de3539,2026-07-09,0,1,1,3,3,9,6,20,17,11,6
2022,Azuay,Oï¿½a,Hombres,De 40-44,61,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28772,2022_azuay_oa_hombres_de4044,2026-07-09,0,4,5,0,1,5,14,12,7,7,6
2022,Azuay,Oï¿½a,Hombres,De 45-49,66,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28773,2022_azuay_oa_hombres_de4549,2026-07-09,0,0,6,2,1,6,16,11,10,6,8
2022,Azuay,El Pan,Hombres,De 30-34,56,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28866,2022_azuay_elpan_hombres_de3034,2026-07-09,0,0,5,5,2,4,5,17,13,5,0
2022,Azuay,El Pan,Hombres,De 35-39,55,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28867,2022_azuay_elpan_hombres_de3539,2026-07-09,0,1,5,1,1,4,5,17,6,13,2
2022,Azuay,El Pan,Hombres,De 40-44,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28868,2022_azuay_elpan_hombres_de4044,2026-07-09,1,3,1,2,1,5,8,12,6,8,2
2022,Azuay,El Pan,Hombres,De 45-49,40,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28869,2022_azuay_elpan_hombres_de4549,2026-07-09,0,1,0,1,4,2,5,13,4,6,4
2022,Azuay,El Pan,Hombres,De 50-54,43,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28870,2022_azuay_elpan_hombres_de5054,2026-07-09,0,1,6,0,1,4,6,10,4,4,7
2022,Azuay,Oï¿½a,Hombres,De 50-54,63,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28774,2022_azuay_oa_hombres_de5054,2026-07-09,0,0,2,2,2,6,13,12,2,11,13
2022,Azuay,Oï¿½a,Hombres,De 55-59,49,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28775,2022_azuay_oa_hombres_de5559,2026-07-09,0,1,3,2,0,5,9,8,7,4,10
2022,Azuay,Oï¿½a,Hombres,De 60-64,55,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28776,2022_azuay_oa_hombres_de6064,2026-07-09,0,1,4,1,1,4,11,6,6,6,15
2022,Azuay,Oï¿½a,Hombres,De 65-69,31,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28777,2022_azuay_oa_hombres_de6569,2026-07-09,0,0,0,3,0,2,9,2,1,5,9
2022,Azuay,Oï¿½a,Hombres,De 70-74,20,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28778,2022_azuay_oa_hombres_de7074,2026-07-09,0,4,0,1,0,1,10,1,0,0,3
2022,Azuay,El Pan,Hombres,De 55-59,44,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,28871,2022_azuay_elpan_hombres_de5559,2026-07-09,0,0,2,1,1,4,5,10,6,2,13
