anio_censo,provincia,canton,sexo,rango_edad,total_ocupados,fuente,ruta_logica,id_rpa,dato_clave,fecha_extraccion,grupos_ocupacion_ocupaciones_militares,grupos_ocupacion_directores_gerentes,grupos_ocupacion_profesionales_cientificos,grupos_ocupacion_tecnicos_medio_nivel,grupos_ocupacion_personal_apoyo_admin,grupos_ocupacion_trabajadores_servicios,grupos_ocupacion_agricultores_calificados,grupos_ocupacion_oficiales_operarios_artes,grupos_ocupacion_operadores_maquinaria,grupos_ocupacion_ocupaciones_elementales,grupos_ocupacion_no_especificado
2022,Manabï¿½,Jipijapa,Total Jipijapa,De 65-69,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35339,2022_manab_jipijapa_totaljipijapa_de6569,2026-07-09,87,0,13,49,19,16,121,168,91,38,198
2022,Manabï¿½,Jipijapa,Total Jipijapa,De 70-74,701,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35340,2022_manab_jipijapa_totaljipijapa_de7074,2026-07-09,0,7,8,7,2,64,118,55,26,107,307
2022,Manabï¿½,Jipijapa,Total Jipijapa,De 75-79,344,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35341,2022_manab_jipijapa_totaljipijapa_de7579,2026-07-09,0,0,4,2,1,30,43,10,3,31,220
2022,Manabï¿½,Jipijapa,Total Jipijapa,De 80-84,193,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35342,2022_manab_jipijapa_totaljipijapa_de8084,2026-07-09,0,1,0,1,1,17,15,8,0,24,126
2022,Manabï¿½,Tosagua,Mujeres,De 65-69,180,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35803,2022_manab_tosagua_mujeres_de6569,2026-07-09,0,0,3,2,1,13,1,3,2,9,146
2022,Manabï¿½,Tosagua,Mujeres,De 70-74,132,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35804,2022_manab_tosagua_mujeres_de7074,2026-07-09,0,0,0,1,0,10,5,2,0,3,111
2022,Manabï¿½,Jipijapa,Hombres,De 65-69,786,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35355,2022_manab_jipijapa_hombres_de6569,2026-07-09,0,10,36,7,10,69,166,81,35,152,220
2022,Manabï¿½,Jipijapa,Hombres,De 70-74,520,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35356,2022_manab_jipijapa_hombres_de7074,2026-07-09,0,3,5,5,1,39,117,46,24,76,204
2022,Manabï¿½,Jipijapa,Hombres,De 75-79,252,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35357,2022_manab_jipijapa_hombres_de7579,2026-07-09,0,0,4,2,1,16,42,10,3,26,148
2022,Manabï¿½,Montecristi,Total Montecristi,De 25-29,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35475,2022_manab_montecristi_totalmontecristi_de2529,2026-07-09,644,10,27,461,318,243,814,163,778,428,1
2022,Manabï¿½,Montecristi,Total Montecristi,De 30-34,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35476,2022_manab_montecristi_totalmontecristi_de3034,2026-07-09,742,17,41,557,293,228,693,194,864,484,1
2022,Manabï¿½,Montecristi,Total Montecristi,De 35-39,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35477,2022_manab_montecristi_totalmontecristi_de3539,2026-07-09,666,13,40,548,266,186,700,168,900,487,987
2022,Manabï¿½,Montecristi,Total Montecristi,De 40-44,4,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35478,2022_manab_montecristi_totalmontecristi_de4044,2026-07-09,657,11,49,495,168,146,665,201,949,524,1
2022,Manabï¿½,Montecristi,Total Montecristi,De 45-49,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35479,2022_manab_montecristi_totalmontecristi_de4549,2026-07-09,849,5,34,389,136,101,493,170,755,524,880
2022,Manabï¿½,Rocafuerte,Mujeres,De 55-59,465,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35657,2022_manab_rocafuerte_mujeres_de5559,2026-07-09,0,3,54,16,7,75,16,25,1,61,207
2022,Manabï¿½,Rocafuerte,Mujeres,De 60-64,329,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35658,2022_manab_rocafuerte_mujeres_de6064,2026-07-09,0,1,14,7,4,42,9,11,1,37,203
2022,Manabï¿½,Rocafuerte,Mujeres,De 65-69,218,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35659,2022_manab_rocafuerte_mujeres_de6569,2026-07-09,0,1,3,3,2,29,4,8,0,24,144
2022,Manabï¿½,Rocafuerte,Mujeres,De 70-74,139,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35660,2022_manab_rocafuerte_mujeres_de7074,2026-07-09,0,0,0,4,0,17,1,6,0,14,97
2022,Manabï¿½,Montecristi,Hombres,De 20-24,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35490,2022_manab_montecristi_hombres_de2024,2026-07-09,595,2,6,49,87,106,439,125,555,227,827
2022,Manabï¿½,Jipijapa,Total Jipijapa,85 o mï¿½s,134,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35343,2022_manab_jipijapa_totaljipijapa_85oms,2026-07-09,0,0,0,3,0,9,7,2,0,4,109
2022,Manabï¿½,Jipijapa,Hombres,Total Hombres,16,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35344,2022_manab_jipijapa_hombres_totalhombres,2026-07-09,901,18,122,1,276,559,323,2,201,2,940
2022,Manabï¿½,Jipijapa,Hombres,De 15-19,362,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35345,2022_manab_jipijapa_hombres_de1519,2026-07-09,0,0,2,7,6,51,44,25,6,203,18
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 40-44,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35670,2022_manab_santaana_totalsantaana_de4044,2026-07-09,764,2,11,115,41,31,193,312,109,69,468
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 45-49,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35671,2022_manab_santaana_totalsantaana_de4549,2026-07-09,641,0,13,83,43,18,160,314,119,77,408
2022,Manabï¿½,Jipijapa,Hombres,De 80-84,146,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35358,2022_manab_jipijapa_hombres_de8084,2026-07-09,0,0,0,1,0,11,14,7,0,21,92
2022,Manabï¿½,Jipijapa,Hombres,85 o mï¿½s,107,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35359,2022_manab_jipijapa_hombres_85oms,2026-07-09,0,0,0,0,0,6,7,1,0,3,90
2022,Manabï¿½,Jipijapa,Mujeres,Total Mujeres,8,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35360,2022_manab_jipijapa_mujeres_totalmujeres,2026-07-09,159,1,94,1,755,568,396,1,948,62,276
2022,Manabï¿½,Jipijapa,Mujeres,De 15-19,109,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35361,2022_manab_jipijapa_mujeres_de1519,2026-07-09,0,0,3,1,3,51,2,2,0,32,15
2022,Manabï¿½,Jipijapa,Mujeres,De 20-24,584,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35362,2022_manab_jipijapa_mujeres_de2024,2026-07-09,0,2,81,48,38,214,7,17,3,124,50
2022,Manabï¿½,Montecristi,Total Montecristi,De 50-54,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35480,2022_manab_montecristi_totalmontecristi_de5054,2026-07-09,16,4,37,332,88,88,435,132,532,359,628
2022,Manabï¿½,Sucre,Mujeres,De 45-49,772,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35751,2022_manab_sucre_mujeres_de4549,2026-07-09,0,6,104,26,26,190,23,31,5,205,156
2022,Manabï¿½,Sucre,Mujeres,De 50-54,694,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35752,2022_manab_sucre_mujeres_de5054,2026-07-09,0,12,70,34,29,158,24,24,3,143,197
2022,Manabï¿½,Sucre,Mujeres,De 55-59,709,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35753,2022_manab_sucre_mujeres_de5559,2026-07-09,0,11,87,42,18,121,17,35,4,144,230
2022,Manabï¿½,Sucre,Mujeres,De 60-64,483,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35754,2022_manab_sucre_mujeres_de6064,2026-07-09,0,7,28,11,8,91,10,23,5,86,214
2022,Manabï¿½,Montecristi,Hombres,De 25-29,3,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35491,2022_manab_montecristi_hombres_de2529,2026-07-09,7,9,13,198,159,144,440,137,607,364,747
2022,Manabï¿½,Montecristi,Hombres,De 30-34,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35492,2022_manab_montecristi_hombres_de3034,2026-07-09,988,16,20,218,135,121,363,166,673,413,693
2022,Manabï¿½,Montecristi,Hombres,De 35-39,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35493,2022_manab_montecristi_hombres_de3539,2026-07-09,812,12,23,185,141,97,358,142,667,403,617
2022,Manabï¿½,Montecristi,Hombres,De 40-44,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35494,2022_manab_montecristi_hombres_de4044,2026-07-09,918,11,25,180,83,75,370,165,706,462,674
2022,Manabï¿½,Montecristi,Hombres,De 45-49,2,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35495,2022_manab_montecristi_hombres_de4549,2026-07-09,495,5,21,143,73,51,278,150,587,467,557
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 50-54,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35672,2022_manab_santaana_totalsantaana_de5054,2026-07-09,620,0,9,74,35,16,155,310,95,60,392
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 55-59,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35673,2022_manab_santaana_totalsantaana_de5559,2026-07-09,498,0,8,90,18,17,118,294,64,51,319
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 60-64,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35674,2022_manab_santaana_totalsantaana_de6064,2026-07-09,160,0,5,27,16,7,101,184,56,25,200
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 65-69,889,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35675,2022_manab_santaana_totalsantaana_de6569,2026-07-09,0,6,10,4,4,51,159,24,21,147,463
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 70-74,526,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35676,2022_manab_santaana_totalsantaana_de7074,2026-07-09,0,1,2,0,0,29,84,6,10,56,338
2022,Manabï¿½,Jipijapa,Mujeres,De 25-29,935,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35363,2022_manab_jipijapa_mujeres_de2529,2026-07-09,1,8,223,120,66,262,3,21,6,137,88
2022,Manabï¿½,Santa Ana,Hombres,De 50-54,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35688,2022_manab_santaana_hombres_de5054,2026-07-09,165,0,3,19,20,8,84,297,81,59,316
2022,Manabï¿½,Santa Ana,Hombres,De 55-59,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35689,2022_manab_santaana_hombres_de5559,2026-07-09,71,0,5,39,13,7,58,288,55,51,267
2022,Manabï¿½,Santa Ana,Hombres,De 60-64,788,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35690,2022_manab_santaana_hombres_de6064,2026-07-09,0,2,11,5,5,61,173,50,25,166,290
2022,Manabï¿½,Santa Ana,Hombres,De 65-69,626,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35691,2022_manab_santaana_hombres_de6569,2026-07-09,0,5,6,1,4,28,152,21,21,123,265
2022,Manabï¿½,Pedernales,Hombres,De 40-44,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35878,2022_manab_pedernales_hombres_de4044,2026-07-09,249,0,9,37,21,12,123,279,181,109,398
2022,Manabï¿½,Pedernales,Hombres,De 45-49,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35879,2022_manab_pedernales_hombres_de4549,2026-07-09,127,0,4,35,14,14,132,265,141,86,331
2022,Manabï¿½,Sucre,Mujeres,De 65-69,375,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35755,2022_manab_sucre_mujeres_de6569,2026-07-09,0,5,10,4,4,65,7,15,0,55,210
2022,Manabï¿½,Sucre,Mujeres,De 70-74,246,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35756,2022_manab_sucre_mujeres_de7074,2026-07-09,0,1,2,3,3,25,3,5,0,23,181
2022,Manabï¿½,Sucre,Mujeres,De 75-79,117,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35757,2022_manab_sucre_mujeres_de7579,2026-07-09,0,2,3,1,0,13,1,4,1,6,86
2022,Manabï¿½,Sucre,Mujeres,De 80-84,37,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35758,2022_manab_sucre_mujeres_de8084,2026-07-09,0,1,0,0,0,4,0,2,0,4,26
2022,Manabï¿½,Sucre,Mujeres,85 o mï¿½s,34,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35759,2022_manab_sucre_mujeres_85oms,2026-07-09,0,1,1,2,0,4,0,0,1,2,23
2022,Manabï¿½,Montecristi,Hombres,De 50-54,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35496,2022_manab_montecristi_hombres_de5054,2026-07-09,918,4,19,125,44,55,232,120,419,326,396
2022,Manabï¿½,Montecristi,Hombres,De 55-59,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35497,2022_manab_montecristi_hombres_de5559,2026-07-09,439,1,15,82,39,34,192,96,321,231,285
2022,Manabï¿½,Montecristi,Hombres,De 60-64,957,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35498,2022_manab_montecristi_hombres_de6064,2026-07-09,0,12,39,22,21,145,47,191,138,180,162
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 75-79,297,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35677,2022_manab_santaana_totalsantaana_de7579,2026-07-09,0,1,0,2,1,18,46,4,2,20,203
2022,Manabï¿½,Santa Ana,Total Santa Ana,De 80-84,159,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35678,2022_manab_santaana_totalsantaana_de8084,2026-07-09,0,0,0,0,0,9,11,3,0,7,129
2022,Manabï¿½,Montecristi,Mujeres,De 30-34,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35508,2022_manab_montecristi_mujeres_de3034,2026-07-09,754,1,21,339,158,107,330,28,191,71,321
2022,Manabï¿½,Montecristi,Mujeres,De 35-39,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35509,2022_manab_montecristi_mujeres_de3539,2026-07-09,854,1,17,363,125,89,342,26,233,84,370
2022,Manabï¿½,Montecristi,Mujeres,De 40-44,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35510,2022_manab_montecristi_mujeres_de4044,2026-07-09,739,0,24,315,85,71,295,36,243,62,372
2022,Manabï¿½,Santa Ana,Hombres,De 70-74,361,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35692,2022_manab_santaana_hombres_de7074,2026-07-09,0,1,1,0,0,15,83,4,9,50,198
2022,Manabï¿½,Santa Ana,Hombres,De 75-79,221,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35693,2022_manab_santaana_hombres_de7579,2026-07-09,0,0,0,0,0,8,44,4,2,17,146
2022,Manabï¿½,Pedernales,Hombres,De 50-54,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35880,2022_manab_pedernales_hombres_de5054,2026-07-09,69,0,5,22,19,15,137,223,138,87,305
2022,Manabï¿½,Pedernales,Hombres,De 55-59,866,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35881,2022_manab_pedernales_hombres_de5559,2026-07-09,0,6,41,19,16,93,191,93,75,239,93
2022,Manabï¿½,Pedernales,Hombres,De 60-64,642,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35882,2022_manab_pedernales_hombres_de6064,2026-07-09,0,3,18,5,5,85,164,52,38,165,107
2022,Manabï¿½,Pedernales,Hombres,De 65-69,392,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35883,2022_manab_pedernales_hombres_de6569,2026-07-09,0,5,7,5,2,47,94,28,19,99,86
2022,Manabï¿½,Pedernales,Hombres,De 70-74,227,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35884,2022_manab_pedernales_hombres_de7074,2026-07-09,0,3,3,0,2,22,60,16,8,46,67
2022,Manabï¿½,Pichincha,Total Pichincha,De 25-29,863,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35571,2022_manab_pichincha_totalpichincha_de2529,2026-07-09,1,7,47,31,34,99,156,30,18,353,87
2022,Manabï¿½,Pichincha,Total Pichincha,De 30-34,849,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35572,2022_manab_pichincha_totalpichincha_de3034,2026-07-09,0,6,55,21,31,78,165,37,21,312,123
2022,Manabï¿½,Pichincha,Total Pichincha,De 35-39,873,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35573,2022_manab_pichincha_totalpichincha_de3539,2026-07-09,0,6,58,16,16,70,216,33,24,292,142
2022,Manabï¿½,Pichincha,Total Pichincha,De 40-44,833,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35574,2022_manab_pichincha_totalpichincha_de4044,2026-07-09,0,2,40,12,26,59,205,35,27,237,190
2022,Manabï¿½,Pichincha,Total Pichincha,De 45-49,812,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35575,2022_manab_pichincha_totalpichincha_de4549,2026-07-09,0,5,29,17,27,64,233,47,27,209,154
2022,Manabï¿½,Tosagua,Total Tosagua,De 55-59,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35769,2022_manab_tosagua_totaltosagua_de5559,2026-07-09,152,0,10,83,19,20,119,269,73,41,190
2022,Manabï¿½,Tosagua,Total Tosagua,De 60-64,923,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35770,2022_manab_tosagua_totaltosagua_de6064,2026-07-09,0,4,37,9,10,77,208,51,18,115,394
2022,Manabï¿½,Tosagua,Total Tosagua,De 65-69,548,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35771,2022_manab_tosagua_totaltosagua_de6569,2026-07-09,0,2,8,2,4,31,99,15,16,82,289
2022,Manabï¿½,Tosagua,Total Tosagua,De 70-74,347,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35772,2022_manab_tosagua_totaltosagua_de7074,2026-07-09,0,0,2,1,0,31,54,10,6,30,213
2022,Manabï¿½,Tosagua,Total Tosagua,De 75-79,187,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35773,2022_manab_tosagua_totaltosagua_de7579,2026-07-09,0,1,0,0,0,9,21,6,0,13,137
2022,Manabï¿½,Montecristi,Mujeres,De 45-49,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35511,2022_manab_montecristi_mujeres_de4549,2026-07-09,354,0,13,246,63,50,215,20,168,57,323
2022,Manabï¿½,Montecristi,Mujeres,De 50-54,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35512,2022_manab_montecristi_mujeres_de5054,2026-07-09,98,0,18,207,44,33,203,12,113,33,232
2022,Manabï¿½,Montecristi,Mujeres,De 55-59,760,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35513,2022_manab_montecristi_mujeres_de5559,2026-07-09,0,12,84,37,18,132,13,71,11,157,225
2022,Manabï¿½,Montecristi,Mujeres,De 60-64,514,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35514,2022_manab_montecristi_mujeres_de6064,2026-07-09,0,1,45,17,13,98,3,37,4,87,209
2022,Manabï¿½,Montecristi,Mujeres,De 65-69,285,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35515,2022_manab_montecristi_mujeres_de6569,2026-07-09,0,8,9,5,3,43,0,15,3,62,137
2022,Manabï¿½,Pedernales,Hombres,De 75-79,88,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35885,2022_manab_pedernales_hombres_de7579,2026-07-09,0,1,0,4,0,10,21,4,0,13,35
2022,Manabï¿½,Rocafuerte,Total Rocafuerte,De 55-59,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35625,2022_manab_rocafuerte_totalrocafuerte_de5559,2026-07-09,377,0,9,90,27,14,149,295,96,50,296
2022,Manabï¿½,Rocafuerte,Total Rocafuerte,De 60-64,1,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35626,2022_manab_rocafuerte_totalrocafuerte_de6064,2026-07-09,9,1,2,46,16,6,90,221,58,32,200
2022,Manabï¿½,Rocafuerte,Total Rocafuerte,De 65-69,667,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35627,2022_manab_rocafuerte_totalrocafuerte_de6569,2026-07-09,0,1,8,5,3,61,144,42,9,128,266
2022,Manabï¿½,Rocafuerte,Total Rocafuerte,De 70-74,435,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35628,2022_manab_rocafuerte_totalrocafuerte_de7074,2026-07-09,0,1,1,6,0,33,97,13,5,65,214
2022,Manabï¿½,Pichincha,Total Pichincha,De 50-54,792,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35576,2022_manab_pichincha_totalpichincha_de5054,2026-07-09,0,7,33,14,18,53,198,32,7,216,214
2022,Manabï¿½,Pichincha,Total Pichincha,De 55-59,643,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35577,2022_manab_pichincha_totalpichincha_de5559,2026-07-09,0,7,33,10,14,42,195,25,13,118,186
2022,Manabï¿½,Pichincha,Total Pichincha,De 60-64,514,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35578,2022_manab_pichincha_totalpichincha_de6064,2026-07-09,0,2,15,8,4,30,135,8,6,91,215
2022,Manabï¿½,Pichincha,Total Pichincha,De 65-69,393,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35579,2022_manab_pichincha_totalpichincha_de6569,2026-07-09,0,0,7,1,10,23,92,19,5,57,179
2022,Manabï¿½,Rocafuerte,Hombres,De 65-69,449,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35643,2022_manab_rocafuerte_hombres_de6569,2026-07-09,0,0,5,2,1,32,140,34,9,104,122
2022,Manabï¿½,Tosagua,Total Tosagua,De 80-84,73,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35774,2022_manab_tosagua_totaltosagua_de8084,2026-07-09,0,0,0,1,0,4,9,2,2,0,55
2022,Manabï¿½,Tosagua,Total Tosagua,85 o mï¿½s,42,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35775,2022_manab_tosagua_totaltosagua_85oms,2026-07-09,0,0,1,0,0,1,3,0,0,1,36
2022,Manabï¿½,Tosagua,Hombres,Total Hombres,9,Instituto Nacional de EstadÃ­stica y Censos (INEC),INEC/CENSO_2022/GRUPOS_OCUPACION,35776,2022_manab_tosagua_hombres_totalhombres,2026-07-09,456,3,43,303,126,142,864,2,453,759,503
