anio_lectivo,amie,nombre_institucion,provincia,cod_provincia,canton,cod_canton,nivel_educacion,sostenimiento,total_estudiantes,bach_3_masculino,bach_3_femenino,provincia_normalizada,canton_normalizado,bachilleres_3ro
2023-2024 INICIO,06B00311,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE DR. MANUEL NAULA SAGÑAY,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,110,4,9,CHIMBORAZO,COLTA,13
2023-2024 INICIO,06B00431,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DR. POMPEYO MONTALVO MONTERO,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,253,6,8,CHIMBORAZO,GUAMOTE,14
2023-2024 INICIO,06B00285,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE DUCHICELA SHIRY XII,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,162,9,9,CHIMBORAZO,COLTA,18
2023-2024 INICIO,14B00301,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ECUADOR AMAZONICO,MORONA SANTIAGO,14,TAISHA,1409,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,380,9,13,MORONA SANTIAGO,TAISHA,22
2023-2024 INICIO,19B00066,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE EDUARDO JUANK MIIK,ZAMORA CHINCHIPE,19,PAQUISHA,1909,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,181,7,3,ZAMORA CHINCHIPE,PAQUISHA,10
2023-2024 INICIO,15B00070,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE EL PANO,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,267,21,9,NAPO,TENA,30
2023-2024 INICIO,06B00385,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ELOY ALFARO DELGADO,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,263,11,11,CHIMBORAZO,GUAMOTE,22
2023-2024 INICIO,14B00176,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ENTSA,MORONA SANTIAGO,14,HUAMBOYA,1407,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,245,0,3,MORONA SANTIAGO,HUAMBOYA,3
2023-2024 INICIO,06B00619,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE ESPECIAL LOUIS BRAILLE,CHIMBORAZO,6,COLTA,603,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,30,2,0,CHIMBORAZO,COLTA,2
2023-2024 INICIO,17B00095,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE FISCAL KITUKARA,PICHINCHA,17,QUITO,1701,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,744,14,13,PICHINCHA,QUITO,27
2023-2024 INICIO,14B00269,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE FISCOMISIONAL ACHUAR,MORONA SANTIAGO,14,TAISHA,1409,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCOMISIONAL,115,21,7,MORONA SANTIAGO,TAISHA,28
2023-2024 INICIO,14B00028,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE FISCOMISIONAL DOMINGO SAVIO,MORONA SANTIAGO,14,MORONA,1401,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCOMISIONAL,132,9,7,MORONA SANTIAGO,MORONA,16
2023-2024 INICIO,14B00203,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE FISCOMISIONAL SAN JOSE,MORONA SANTIAGO,14,SAN JUAN BOSCO,1408,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCOMISIONAL,138,2,0,MORONA SANTIAGO,SAN JUAN BOSCO,2
2023-2024 INICIO,16B00166,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GARENO,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,111,3,6,NAPO,TENA,9
2023-2024 INICIO,19B00139,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GENERAL MIRANDA,ZAMORA CHINCHIPE,19,YACUAMBI,1904,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,90,4,5,ZAMORA CHINCHIPE,YACUAMBI,9
2023-2024 INICIO,02B00065,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GENERAL PINTAG,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,111,7,6,BOLIVAR,GUARANDA,13
2023-2024 INICIO,06B00235,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GENERAL RUMIÑAHUI,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,71,5,6,CHIMBORAZO,COLTA,11
2023-2024 INICIO,15B00129,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GONZALO DAVID AVILEZ TANGUILA,NAPO,15,ARCHIDONA,1503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,300,16,13,NAPO,ARCHIDONA,29
2023-2024 INICIO,23B00016,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GUARDIANA DE LA LENGUA ABRAHAM CALAZACON,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO,2301,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,394,5,7,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,12
2023-2024 INICIO,22B00121,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GUARDIANAS DE LA LENGUA Y DE LOS SABERES HUIRUNO,ORELLANA,22,LORETO,2204,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,859,24,24,ORELLANA,LORETO,48
2023-2024 INICIO,22B00054,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE GUARDIANAS DE LA LENGUA Y DE LOS SABERES MUSHUK AYLLU,ORELLANA,22,ORELLANA,2201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,960,27,31,ORELLANA,ORELLANA,58
2023-2024 INICIO,06B00216,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE HERMEL TAYUPANDA,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,139,6,6,CHIMBORAZO,COLTA,12
2023-2024 INICIO,06B00498,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE HEROES DEL CENEPA,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,268,12,6,CHIMBORAZO,GUAMOTE,18
2023-2024 INICIO,06B00289,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE HUALCOPO DUCHICELA,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,768,53,43,CHIMBORAZO,COLTA,96
2023-2024 INICIO,15B00139,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE HUAMANI,NAPO,15,ARCHIDONA,1503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,196,3,6,NAPO,ARCHIDONA,9
2023-2024 INICIO,11B00063,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE INKA SAMANA,LOJA,11,SARAGURO,1111,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,192,14,10,LOJA,SARAGURO,24
2023-2024 INICIO,02B00007,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE INTI CHURI,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,151,6,6,BOLIVAR,GUARANDA,12
2023-2024 INICIO,21B00002,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE INTI PAKARI,SUCUMBIOS,21,LAGO AGRIO,2101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,592,50,0,SUCUMBIOS,LAGO AGRIO,50
2023-2024 INICIO,15B00012,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE INTILLACTA DE PAUSHIYACU,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,504,6,10,NAPO,TENA,16
2023-2024 INICIO,14B00462,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ISIDORO BIGATTI,MORONA SANTIAGO,14,MORONA,1401,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,71,4,2,MORONA SANTIAGO,MORONA,6
2023-2024 INICIO,14B00139,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE JACINTO COLLAGUAZO,MORONA SANTIAGO,14,SUCUA,1406,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,153,3,2,MORONA SANTIAGO,SUCUA,5
2023-2024 INICIO,15B00076,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JAIME ELLIOT,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,260,15,7,NAPO,TENA,22
2023-2024 INICIO,06B00233,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JAIME ROLDOS AGUILERA,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,274,16,15,CHIMBORAZO,COLTA,31
2023-2024 INICIO,05B00113,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JATUN JUIGUA,COTOPAXI,5,PUJILI,504,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,25,4,3,COTOPAXI,PUJILI,7
2023-2024 INICIO,19B00009,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JOSE LUIS NANTIPA,ZAMORA CHINCHIPE,19,NANGARITZA,1903,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,144,1,3,ZAMORA CHINCHIPE,NANGARITZA,4
2023-2024 INICIO,19B00084,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JUAN CHUINDA,ZAMORA CHINCHIPE,19,NANGARITZA,1903,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,165,3,2,ZAMORA CHINCHIPE,NANGARITZA,5
2023-2024 INICIO,08B00041,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE JUAN LORENZO AÑAPA,ESMERALDAS,8,MUISNE,803,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,292,9,8,ESMERALDAS,MUISNE,17
2023-2024 INICIO,03B00058,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE JUNCAL,CAÑAR,3,CAÑAR,303,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,46,4,5,CANAR,CANAR,9
2023-2024 INICIO,14B00362,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KANUS,MORONA SANTIAGO,14,TAISHA,1409,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,170,7,3,MORONA SANTIAGO,TAISHA,10
2023-2024 INICIO,16B00107,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KAWSAK RUMI,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,204,2,3,PASTAZA,PASTAZA,5
2023-2024 INICIO,05B00003,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KAWSAYPA YACHAY DE PUEBLO MACA,COTOPAXI,5,LATACUNGA,501,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,73,3,7,COTOPAXI,LATACUNGA,10
2023-2024 INICIO,07B00005,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KICHWAKUNAPAK AMAUTA YACHAY,EL ORO,7,MACHALA,701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,469,6,11,EL ORO,MACHALA,17
2023-2024 INICIO,16B00222,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KUMAY,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,250,14,8,PASTAZA,PASTAZA,22
2023-2024 INICIO,16B00055,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE KURINTSA,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,144,4,1,PASTAZA,PASTAZA,5
2023-2024 INICIO,02B00142,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LA PAZ,BOLIVAR,2,GUARANDA,201,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,34,3,4,BOLIVAR,GUARANDA,7
2023-2024 INICIO,14B00223,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LOS ANGELES,MORONA SANTIAGO,14,TAISHA,1409,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,209,4,4,MORONA SANTIAGO,TAISHA,8
2023-2024 INICIO,06B00521,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LOS TIPINES,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,184,12,3,CHIMBORAZO,GUAMOTE,15
2023-2024 INICIO,21B00107,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE LUIS FELIPE WAJAREI,SUCUMBIOS,21,SHUSHUFINDI,2104,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,609,54,35,SUCUMBIOS,SHUSHUFINDI,89
2023-2024 INICIO,19B00036,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE LUIS TSUKANKA,ZAMORA CHINCHIPE,19,YACUAMBI,1904,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,134,1,6,ZAMORA CHINCHIPE,YACUAMBI,7
2023-2024 INICIO,06B00324,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MAESTRO OSWALDO GUAYASAMIN CALERO,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,133,10,4,CHIMBORAZO,COLTA,14
2023-2024 INICIO,11B00068,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MANUEL DE JESUS MACAS MINGA,LOJA,11,LOJA,1101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,144,4,6,LOJA,LOJA,10
2023-2024 INICIO,06B00328,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MARIANO VALLA SAGÑAY,CHIMBORAZO,6,COLTA,603,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,26,3,2,CHIMBORAZO,COLTA,5
2023-2024 INICIO,06B00479,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MARTHA BUCARAM DE ROLDOS,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,134,3,6,CHIMBORAZO,GUAMOTE,9
2023-2024 INICIO,10B00077,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MIGUEL EGAS CABEZAS,IMBABURA,10,OTAVALO,1004,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,581,13,23,IMBABURA,OTAVALO,36
2023-2024 INICIO,15B00137,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MONDAYACU,NAPO,15,ARCHIDONA,1503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,180,3,2,NAPO,ARCHIDONA,5
2023-2024 INICIO,06B00332,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MONSEÑOR LEONIDAS PROAÑO,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,92,7,5,CHIMBORAZO,COLTA,12
2023-2024 INICIO,14B00249,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE MUKUINK,MORONA SANTIAGO,14,TAISHA,1409,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,164,3,2,MORONA SANTIAGO,TAISHA,5
2023-2024 INICIO,11B00010,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MUSHUK RIMAK,LOJA,11,LOJA,1101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,401,17,11,LOJA,LOJA,28
2023-2024 INICIO,17B00005,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE MUSHUK YACHAY,PICHINCHA,17,QUITO,1701,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,366,12,13,PICHINCHA,QUITO,25
2023-2024 INICIO,06B00507,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE NACION PURUHA,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,199,14,9,CHIMBORAZO,GUAMOTE,23
2023-2024 INICIO,15B00020,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE NICOLAS SHIGUANGO,NAPO,15,TENA,1501,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,195,6,3,NAPO,TENA,9
2023-2024 INICIO,21B00049,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE NUEVOS HORIZONTES,SUCUMBIOS,21,LAGO AGRIO,2101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,207,6,12,SUCUMBIOS,LAGO AGRIO,18
2023-2024 INICIO,14B00220,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE NUNKUI,MORONA SANTIAGO,14,TAISHA,1409,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,281,7,3,MORONA SANTIAGO,TAISHA,10
2023-2024 INICIO,14B00156,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE NUNKUI,MORONA SANTIAGO,14,SUCUA,1406,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,151,5,5,MORONA SANTIAGO,SUCUA,10
2023-2024 INICIO,06B00447,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE ÑUKANCHIK YACHAY,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCOMISIONAL,116,7,2,CHIMBORAZO,GUAMOTE,9
2023-2024 INICIO,03B00032,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PACHAKUTIK,CAÑAR,3,CAÑAR,303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,99,4,4,CANAR,CANAR,8
2023-2024 INICIO,14B00138,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PADRE ALFREDO GERMANI,MORONA SANTIAGO,14,SUCUA,1406,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,269,9,13,MORONA SANTIAGO,SUCUA,22
2023-2024 INICIO,14B00012,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PADRE ANGEL ROUBY,MORONA SANTIAGO,14,MORONA,1401,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,97,5,6,MORONA SANTIAGO,MORONA,11
2023-2024 INICIO,14B00371,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE PADRE JOSE VICENTE,MORONA SANTIAGO,14,LOGROÑO,1410,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,170,14,16,MORONA SANTIAGO,LOGRONO,30
2023-2024 INICIO,16B00075,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PAKAYAKU,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,432,8,4,PASTAZA,PASTAZA,12
2023-2024 INICIO,14B00470,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PANINTS,MORONA SANTIAGO,14,TIWINTZA,1412,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,285,5,3,MORONA SANTIAGO,TIWINTZA,8
2023-2024 INICIO,16B00048,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PEAS,PASTAZA,16,PASTAZA,1601,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,142,5,3,PASTAZA,PASTAZA,8
2023-2024 INICIO,06B00612,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PEDRO IGNACIO LIZARZABURU,CHIMBORAZO,6,COLTA,603,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,67,4,3,CHIMBORAZO,COLTA,7
2023-2024 INICIO,15B00158,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE POROTOYACU,NAPO,15,ARCHIDONA,1503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,329,9,12,NAPO,ARCHIDONA,21
2023-2024 INICIO,05B00008,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE PUEBLO MACA GRANDE,COTOPAXI,5,LATACUNGA,501,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,76,4,3,COTOPAXI,LATACUNGA,7
2023-2024 INICIO,03B00133,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE QUILLOAC,CAÑAR,3,CAÑAR,303,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA, BACHILLERATO Y OFERTAS INTENSIVAS",FISCAL,340,12,16,CANAR,CANAR,28
2023-2024 INICIO,05B00021,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE REMIGIO CRESPO TORAL,COTOPAXI,5,PUJILI,504,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,104,2,6,COTOPAXI,PUJILI,8
2023-2024 INICIO,05B00136,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE REPÚBLICA DOMINICANA,COTOPAXI,5,PANGUA,503,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,79,5,4,COTOPAXI,PANGUA,9
2023-2024 INICIO,14B00307,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE RIO NAPO,MORONA SANTIAGO,14,TAISHA,1409,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,80,3,2,MORONA SANTIAGO,TAISHA,5
2023-2024 INICIO,06B00374,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE RUMIÑAHUI,CHIMBORAZO,6,GUAMOTE,606,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,155,3,5,CHIMBORAZO,GUAMOTE,8
2023-2024 INICIO,11B00018,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGUE RUMIÑAHUI,LOJA,11,LOJA,1101,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,128,6,3,LOJA,LOJA,9
2023-2024 INICIO,02B00121,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE RUMIÑAHUI,BOLIVAR,2,GUARANDA,201,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,158,11,7,BOLIVAR,GUARANDA,18
2023-2024 INICIO,06B00322,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN GUISEL ALTO,CHIMBORAZO,6,COLTA,603,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,52,1,6,CHIMBORAZO,COLTA,7
2023-2024 INICIO,16B00137,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN JACINTO,PASTAZA,16,MERA,1602,"EDUCACIÓN INICIAL, EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO",FISCAL,173,2,3,PASTAZA,MERA,5
2023-2024 INICIO,01B00051,UNIDAD EDUCATIVA COMUNITARIA INTERCULTURAL BILINGÜE SAN JOSE,AZUAY,1,NABON,104,EDUCACIÓN GENERAL BÁSICA Y BACHILLERATO,FISCAL,38,6,2,AZUAY,NABON,8
